author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
jainybreder;Lv. 0;6642234880195657734;"R$ 25.422,83";253;257;"R$ 25.422,83";253;257;"R$ 0,00";0;0;"R$ 26.979,09";267;"R$ 26.800,25";267;272;"R$ 0,00";0;2026-03-04-2026-03-04;11422;47.13%;31579;"R$ 2.527,74";"R$ 26.979,09";1;2;"R$ 0,00";0;8.36%;3611
_marigil;Lv. 0;6812034214969426949;"R$ 9.432,90";57;58;"R$ 13.025,62";91;94;"R$ 3.592,72";34;36;"R$ 10.667,15";64;"R$ 16.245,71";115;118;"R$ 5.044,49";51;2026-03-04-2026-03-04;16536;32.80%;8003;"R$ 1.719,88";"R$ 15.711,64";2;2;"R$ 834,71";16;7.27%;100823
stephaniepettly;Lv. 0;6818885178338018309;"R$ 89,22";2;2;"R$ 9.808,54";173;175;"R$ 9.719,32";171;173;"R$ 138,71";3;"R$ 10.866,88";209;212;"R$ 11.583,40";206;2026-03-04-2026-03-04;3960;0.00%;0;"R$ 978,11";"R$ 11.722,11";0;9;"R$ 33,09";1;4.47%;270625
rafaella.samara;Lv. 0;7325890451452740614;"R$ 11.166,69";68;68;"R$ 11.166,69";68;68;"R$ 0,00";0;0;"R$ 11.545,22";72;"R$ 11.933,25";73;73;"R$ 39,59";1;2026-03-04-2026-03-04;3532;23.72%;8023;"R$ 2.102,76";"R$ 11.584,81";1;6;"R$ 0,00";0;6.60%;2818
ester_promoedicas;Lv. 0;7481339450396705797;"R$ 8.238,07";87;93;"R$ 8.627,02";102;109;"R$ 388,95";15;16;"R$ 9.874,98";105;"R$ 11.308,87";122;130;"R$ 450,85";17;2026-03-04-2026-03-04;8835;27.96%;6258;"R$ 1.528,86";"R$ 10.325,83";2;4;"R$ 0,00";0;4.73%;20493
maduh_maduh;Lv. 0;6785325983413355525;"R$ 8.111,46";105;112;"R$ 8.551,28";110;117;"R$ 439,82";5;5;"R$ 8.589,14";108;"R$ 9.591,52";113;121;"R$ 439,82";5;2026-03-04-2026-03-04;12615;37.50%;10251;"R$ 1.354,26";"R$ 9.028,96";3;0;"R$ 0,00";0;7.20%;8193
jotamatiotti;Lv. 0;6973353133683426309;"R$ 6.963,03";56;57;"R$ 7.150,43";58;59;"R$ 187,40";2;2;"R$ 8.084,99";61;"R$ 8.625,75";64;66;"R$ 233,55";3;2026-03-04-2026-03-04;18786;18.91%;11007;"R$ 844,44";"R$ 8.318,54";6;2;"R$ 249,63";4;4.31%;3204
exitus.shop;Lv. 0;7465784835714614278;"R$ 6.775,79";74;77;"R$ 7.201,84";79;82;"R$ 426,05";5;5;"R$ 7.842,28";85;"R$ 8.669,82";90;95;"R$ 426,05";5;2026-03-04-2026-03-04;23622;14.41%;11874;"R$ 1.352,20";"R$ 8.268,33";1;4;"R$ 0,00";0;3.39%;4575
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 7.803,37";114;114;"R$ 7.871,47";115;115;"R$ 68,10";1;1;"R$ 8.054,11";118;"R$ 8.555,10";120;120;"R$ 118,72";2;2026-03-04-2026-03-04;5933;26.57%;12876;"R$ 785,67";"R$ 8.172,83";2;0;"R$ 0,00";0;5.30%;1056
kahrouul;Lv. 0;6812048966706185222;"R$ 2.088,89";4;4;"R$ 5.862,99";18;19;"R$ 3.749,32";13;13;"R$ 3.820,08";6;"R$ 6.667,45";17;18;"R$ 3.416,83";10;2026-03-04-2026-03-04;17595;5.48%;2373;"R$ 391,43";"R$ 7.261,69";0;1;"R$ 0,00";0;6.83%;27033
