author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
stephaniepettly;Lv. 0;6818885178338018309;"R$ 71,29";1;1;"R$ 11.128,54";186;188;"R$ 11.057,25";185;187;"R$ 71,29";1;"R$ 12.484,65";213;215;"R$ 12.893,26";212;2026-03-20-2026-03-20;9269;0.00%;0;"R$ 1.134,76";"R$ 12.964,55";0;21;"R$ 0,00";0;4.45%;330280
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 11.300,42";263;268;"R$ 11.300,42";263;268;"R$ 0,00";0;"R$ 12.439,57";293;298;"R$ 12.481,28";293;2026-03-20-2026-03-20;105823;0.00%;0;"R$ 989,03";"R$ 12.481,28";0;0;"R$ 0,00";0;1.78%;828124
casatiktokshop;Lv. 0;7279022943836242949;"R$ 9.821,93";107;107;"R$ 9.821,93";107;107;"R$ 0,00";0;0;"R$ 9.904,92";108;"R$ 10.577,99";108;108;"R$ 0,00";0;2026-03-20-2026-03-20;11657;8.52%;35194;"R$ 1.422,58";"R$ 9.904,92";2;0;"R$ 0,00";0;3.98%;1884
bdgroupfitness;Lv. 0;7477153061481694214;"R$ 7.229,45";21;21;"R$ 7.229,45";21;21;"R$ 0,00";0;0;"R$ 7.517,35";23;"R$ 7.180,59";23;23;"R$ 0,00";0;2026-03-20-2026-03-20;3920;19.81%;10921;"R$ 584,05";"R$ 7.517,35";2;0;"R$ 0,00";0;3.64%;2114
karinetri89;Lv. 0;7475385469744710662;"R$ 6.895,79";44;48;"R$ 7.196,31";45;49;"R$ 0,00";0;0;"R$ 7.114,98";46;"R$ 7.490,08";47;51;"R$ 0,00";0;2026-03-20-2026-03-20;3144;45.87%;4864;"R$ 638,36";"R$ 7.415,50";1;0;"R$ 0,00";0;7.69%;13
kahrouul;Lv. 0;6812048966706185222;"R$ 5.556,22";12;12;"R$ 6.299,32";16;16;"R$ 743,10";4;4;"R$ 5.556,22";12;"R$ 6.919,47";19;19;"R$ 1.681,10";7;2026-03-20-2026-03-20;18120;8.71%;13287;"R$ 505,17";"R$ 7.237,32";10;1;"R$ 0,00";0;6.95%;12502
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 6.915,61";115;115;"R$ 6.915,61";115;115;"R$ 0,00";0;0;"R$ 7.162,21";119;"R$ 7.535,07";119;119;"R$ 0,00";0;2026-03-20-2026-03-20;6664;32.87%;8944;"R$ 711,15";"R$ 7.162,21";1;0;"R$ 0,00";0;6.81%;764
samara_1580;Lv. 0;7225327765163492358;"R$ 5.998,07";92;92;"R$ 6.192,96";94;94;"R$ 194,89";2;2;"R$ 6.513,02";100;"R$ 6.351,97";103;103;"R$ 269,88";3;2026-03-20-2026-03-20;41277;36.05%;8264;"R$ 583,39";"R$ 6.782,90";1;2;"R$ 0,00";0;10.52%;7180
belaechic;Lv. 0;6808183359027741701;"R$ 6.577,96";46;46;"R$ 6.577,96";46;46;"R$ 0,00";0;0;"R$ 6.577,96";46;"R$ 6.684,11";46;46;"R$ 0,00";0;2026-03-20-2026-03-20;62100;23.82%;15040;"R$ 563,98";"R$ 6.577,96";3;0;"R$ 0,00";0;2.72%;4514
rafaella.samara;Lv. 0;7325890451452740614;"R$ 4.826,81";30;30;"R$ 6.155,48";39;39;"R$ 1.328,67";9;9;"R$ 5.018,45";33;"R$ 6.472,18";42;42;"R$ 1.328,67";9;2026-03-20-2026-03-20;3907;21.12%;4408;"R$ 997,58";"R$ 6.347,12";1;11;"R$ 0,00";0;5.44%;5641
gardeniasarcedoo;Lv. 0;7107248119025632261;"R$ 5.084,95";90;90;"R$ 5.167,05";92;92;"R$ 82,10";2;2;"R$ 5.251,01";93;"R$ 4.895,70";95;95;"R$ 82,10";2;2026-03-20-2026-03-20;3714;37.96%;8979;"R$ 444,06";"R$ 5.333,11";1;2;"R$ 0,00";0;6.40%;3232
walker.edu;Lv. 0;6778287145146582021;"R$ 4.512,91";65;66;"R$ 4.687,87";68;69;"R$ 174,96";3;3;"R$ 4.833,52";69;"R$ 5.362,49";71;72;"R$ 144,97";2;2026-03-20-2026-03-20;4943;17.77%;8482;"R$ 567,51";"R$ 4.978,49";2;9;"R$ 0,00";0;11.43%;19622
exitus.shop;Lv. 0;7465784835714614278;"R$ 3.767,08";42;42;"R$ 3.847,39";44;44;"R$ 80,31";2;2;"R$ 4.582,41";50;"R$ 4.926,79";52;52;"R$ 80,31";2;2026-03-20-2026-03-20;25222;12.97%;7795;"R$ 699,68";"R$ 4.662,72";2;5;"R$ 82,23";1;4.42%;4047
