author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
morganafuchter;Lv. 0;6813070438303548421;"R$ 36.939,34";49;49;"R$ 38.514,49";70;70;"R$ 1.575,15";21;21;"R$ 38.222,94";51;"R$ 39.680,02";90;90;"R$ 2.952,12";39;2026-03-14-2026-03-14;32949;23.84%;85543;"R$ 3.378,62";"R$ 41.175,06";1;9;"R$ 939,56";13;11.95%;133163
_marigil;Lv. 0;6812034214969426949;"R$ 5.823,18";37;38;"R$ 10.578,56";83;84;"R$ 4.755,38";46;46;"R$ 7.785,60";50;"R$ 15.090,41";114;116;"R$ 6.243,46";64;2026-03-14-2026-03-14;17221;27.88%;6656;"R$ 1.679,53";"R$ 14.029,06";1;7;"R$ 910,02";14;6.75%;150862
stephaniepettly;Lv. 0;6818885178338018309;"R$ 1.173,93";22;22;"R$ 10.535,08";203;206;"R$ 9.361,15";181;184;"R$ 1.173,93";22;"R$ 11.810,48";232;235;"R$ 10.915,85";210;2026-03-14-2026-03-14;7551;23.58%;4168;"R$ 1.080,79";"R$ 12.089,78";2;21;"R$ 0,00";0;3.69%;360775
kahrouul;Lv. 0;6812048966706185222;"R$ 9.113,46";19;19;"R$ 9.753,43";25;25;"R$ 639,97";6;6;"R$ 9.113,46";19;"R$ 10.481,27";31;31;"R$ 1.935,68";12;2026-03-14-2026-03-14;17940;23.46%;4965;"R$ 786,64";"R$ 11.049,14";2;15;"R$ 0,00";0;5.21%;15634
casatiktokshop;Lv. 0;7279022943836242949;"R$ 10.112,41";112;112;"R$ 10.216,15";114;114;"R$ 103,74";2;2;"R$ 10.411,26";115;"R$ 11.074,56";117;117;"R$ 103,74";2;2026-03-14-2026-03-14;11295;7.60%;34028;"R$ 1.370,38";"R$ 10.515,00";2;2;"R$ 0,00";0;6.29%;2114
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 8.787,52";215;220;"R$ 8.787,52";215;220;"R$ 0,00";0;"R$ 9.962,86";239;245;"R$ 9.922,93";239;2026-03-14-2026-03-14;101049;0.00%;0;"R$ 759,11";"R$ 9.922,93";0;0;"R$ 0,00";0;2.35%;469360
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 8.582,21";109;116;"R$ 8.811,26";111;118;"R$ 229,05";2;2;"R$ 8.935,28";114;"R$ 9.047,31";116;123;"R$ 229,05";2;2026-03-14-2026-03-14;6918;15.91%;23991;"R$ 523,11";"R$ 9.164,33";5;0;"R$ 0,00";0;3.19%;17241
planosdaka;Lv. 0;7277304865007682566;"R$ 7.017,92";39;41;"R$ 7.329,18";41;43;"R$ 0,00";0;0;"R$ 7.514,36";42;"R$ 7.739,74";44;46;"R$ 0,00";0;2026-03-14-2026-03-14;7886;39.85%;5119;"R$ 722,26";"R$ 7.825,62";1;0;"R$ 0,00";0;7.74%;698
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 7.001,80";116;116;"R$ 7.231,93";120;120;"R$ 60,63";1;1;"R$ 7.299,79";121;"R$ 7.399,89";125;125;"R$ 60,63";1;2026-03-14-2026-03-14;17794;38.57%;10832;"R$ 667,25";"R$ 7.529,92";2;0;"R$ 0,00";0;8.56%;3550
thaylooope;Lv. 0;6803396319110300678;"R$ 6.723,16";164;171;"R$ 7.175,34";175;183;"R$ 331,86";8;8;"R$ 7.004,58";173;"R$ 6.861,03";185;193;"R$ 400,60";9;2026-03-14-2026-03-14;7032;53.57%;11330;"R$ 617,91";"R$ 7.525,50";3;0;"R$ 0,00";0;3.90%;15421
