author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
elenaratrindade;Lv. 0;6532062669149618177;"R$ 17.630,54";289;292;"R$ 18.791,30";304;307;"R$ 1.114,57";14;14;"R$ 18.800,04";307;"R$ 21.652,47";333;336;"R$ 2.502,60";25;2026-03-28-2026-03-28;24721;43.14%;28369;"R$ 1.937,43";"R$ 21.348,83";2;6;"R$ 0,00";0;9.12%;32546
casatiktokshop;Lv. 0;7279022943836242949;"R$ 18.663,91";202;202;"R$ 18.762,91";203;203;"R$ 99,00";1;1;"R$ 19.414,25";210;"R$ 20.683,00";211;211;"R$ 99,00";1;2026-03-28-2026-03-28;12345;10.48%;53448;"R$ 2.792,18";"R$ 19.513,25";3;0;"R$ 0,00";0;5.10%;1392
exitus.shop;Lv. 0;7465784835714614278;"R$ 14.351,31";138;148;"R$ 14.655,85";140;150;"R$ 304,54";2;2;"R$ 16.046,67";157;"R$ 17.297,66";160;170;"R$ 404,64";3;2026-03-28-2026-03-28;25836;13.27%;22381;"R$ 2.334,18";"R$ 16.451,31";1;2;"R$ 0,00";0;4.04%;5026
_marigil;Lv. 0;6812034214969426949;"R$ 7.142,54";40;41;"R$ 10.146,59";82;83;"R$ 2.814,15";41;41;"R$ 8.048,26";46;"R$ 13.220,52";100;101;"R$ 4.362,67";53;2026-03-28-2026-03-28;18158;27.25%;9631;"R$ 1.175,31";"R$ 12.600,83";3;22;"R$ 442,82";8;7.07%;146224
baacarvalho_;Lv. 0;6807182721396868102;"R$ 9.857,78";296;296;"R$ 10.137,44";304;305;"R$ 219,90";6;7;"R$ 10.373,21";311;"R$ 10.756,29";321;323;"R$ 329,22";8;2026-03-28-2026-03-28;12099;26.31%;46791;"R$ 1.107,59";"R$ 10.762,19";1;9;"R$ 0,00";0;5.51%;14241
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 9.246,86";196;198;"R$ 9.246,86";196;198;"R$ 0,00";0;"R$ 10.322,46";218;221;"R$ 10.364,64";218;2026-03-28-2026-03-28;109701;0.00%;0;"R$ 785,10";"R$ 10.364,64";0;10;"R$ 0,00";0;2.03%;562561
stephaniepettly;Lv. 0;6818885178338018309;"R$ 0,00";0;0;"R$ 8.990,95";151;152;"R$ 8.954,96";150;151;"R$ 106,93";2;"R$ 9.907,49";169;170;"R$ 10.199,72";166;2026-03-28-2026-03-28;11094;0.00%;0;"R$ 909,54";"R$ 10.342,64";0;9;"R$ 0,00";0;4.09%;272975
planosdaka;Lv. 0;7277304865007682566;"R$ 7.175,07";78;83;"R$ 7.321,11";79;84;"R$ 0,00";0;0;"R$ 7.434,89";86;"R$ 7.457,79";87;92;"R$ 0,00";0;2026-03-28-2026-03-28;8599;49.39%;4456;"R$ 640,39";"R$ 7.580,93";1;0;"R$ 0,00";0;12.50%;440
paulabrigo;Lv. 0;6754367042377892869;"R$ 2.908,65";35;36;"R$ 5.620,46";65;66;"R$ 2.711,81";30;30;"R$ 3.440,47";40;"R$ 6.730,02";74;76;"R$ 3.114,36";34;2026-03-28-2026-03-28;16630;14.95%;3646;"R$ 686,80";"R$ 6.554,83";1;2;"R$ 0,00";0;5.04%;76902
kahrouul;Lv. 0;6812048966706185222;"R$ 5.959,76";13;13;"R$ 6.925,47";17;17;"R$ 965,71";4;4;"R$ 6.147,96";14;"R$ 6.235,41";18;18;"R$ 358,71";4;2026-03-28-2026-03-28;18340;11.71%;22013;"R$ 538,77";"R$ 6.506,67";6;15;"R$ 759,88";5;7.73%;21253
