author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
empoderyas;Lv. 0;6814645518830388229;"R$ 21.772,18";149;150;"R$ 21.826,37";151;152;"R$ 54,19";2;2;"R$ 22.456,47";154;"R$ 22.486,56";158;159;"R$ 161,77";4;2026-02-18-2026-02-18;24157;20.70%;42555;"R$ 1.969,82";"R$ 22.618,24";2;3;"R$ 0,00";0;6.47%;12002
exitus.shop;Lv. 0;7465784835714614278;"R$ 9.016,94";100;100;"R$ 9.397,55";103;103;"R$ 380,61";3;3;"R$ 10.289,37";110;"R$ 11.324,41";114;117;"R$ 433,41";4;2026-02-18-2026-02-18;21889;11.59%;18636;"R$ 1.543,57";"R$ 10.722,78";3;0;"R$ 0,00";0;3.43%;6444
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 8.148,33";194;197;"R$ 8.867,07";211;214;"R$ 621,08";13;13;"R$ 9.102,03";213;"R$ 10.020,53";236;239;"R$ 732,83";15;2026-02-18-2026-02-18;15850;21.39%;30592;"R$ 899,15";"R$ 10.094,08";2;1;"R$ 0,00";0;4.34%;5674
_marigil;Lv. 0;6812034214969426949;"R$ 6.222,80";49;51;"R$ 7.566,00";74;78;"R$ 1.343,20";25;27;"R$ 6.626,80";54;"R$ 9.119,46";88;94;"R$ 2.260,70";34;2026-02-18-2026-02-18;15722;26.38%;12345;"R$ 914,95";"R$ 8.887,50";1;5;"R$ 676,18";14;10.52%;255596
realmente_thais;Lv. 0;6830838183241532422;"R$ 6.474,73";35;36;"R$ 7.231,33";51;52;"R$ 756,60";16;16;"R$ 6.622,13";36;"R$ 7.701,77";54;55;"R$ 848,08";18;2026-02-18-2026-02-18;11519;12.56%;30726;"R$ 559,48";"R$ 7.470,21";3;0;"R$ 0,00";0;5.27%;6276
kahrouul;Lv. 0;6812048966706185222;"R$ 4.581,69";63;65;"R$ 5.771,82";66;68;"R$ 1.190,13";3;3;"R$ 4.936,20";68;"R$ 7.151,84";72;74;"R$ 2.164,13";4;2026-02-18-2026-02-18;17193;24.84%;10741;"R$ 530,45";"R$ 7.100,33";5;4;"R$ 0,00";0;5.93%;4636
fabiecleon;Lv. 0;6795096179774424069;"R$ 6.451,06";115;115;"R$ 6.667,07";120;120;"R$ 216,01";5;5;"R$ 6.761,16";120;"R$ 7.199,24";126;126;"R$ 248,21";6;2026-02-18-2026-02-18;9717;24.34%;21007;"R$ 681,32";"R$ 7.009,37";2;0;"R$ 0,00";0;5.66%;15524
jotamatiotti;Lv. 0;6973353133683426309;"R$ 5.904,55";42;46;"R$ 6.042,40";44;48;"R$ 137,85";2;2;"R$ 6.049,61";47;"R$ 6.657,40";49;53;"R$ 137,85";2;2026-02-18-2026-02-18;18293;18.00%;9490;"R$ 666,03";"R$ 6.187,46";5;4;"R$ 0,00";0;12.17%;16043
stephaniepettly;Lv. 0;6818885178338018309;"R$ 4.098,48";76;76;"R$ 5.281,57";113;113;"R$ 1.183,09";37;37;"R$ 4.374,57";82;"R$ 5.440,10";123;123;"R$ 1.257,89";39;2026-02-18-2026-02-18;2924;36.38%;11098;"R$ 503,18";"R$ 5.742,44";2;4;"R$ 0,00";0;4.84%;67792
elenaratrindade;Lv. 0;6532062669149618177;"R$ 3.623,65";42;42;"R$ 4.414,19";51;51;"R$ 629,96";7;7;"R$ 3.822,64";44;"R$ 4.742,46";53;53;"R$ 629,96";7;2026-02-18-2026-02-18;21152;34.64%;14418;"R$ 419,42";"R$ 4.613,18";2;0;"R$ 0,00";0;7.80%;20076
casatiktokshop;Lv. 0;7279022943836242949;"R$ 4.170,06";50;50;"R$ 4.290,84";52;52;"R$ 120,78";2;2;"R$ 4.396,88";52;"R$ 4.800,50";54;54;"R$ 120,78";2;2026-02-18-2026-02-18;10329;9.19%;19262;"R$ 514,73";"R$ 4.517,66";2;0;"R$ 0,00";0;5.87%;2745
paulabrigo;Lv. 0;6754367042377892869;"R$ 0,00";0;0;"R$ 3.804,29";70;74;"R$ 3.804,29";70;74;"R$ 0,00";0;"R$ 4.052,98";75;79;"R$ 4.114,07";75;2026-02-18-2026-02-18;15089;0.00%;0;"R$ 319,53";"R$ 4.114,07";0;21;"R$ 387,70";5;3.47%;136459
