author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
_marigil;Lv. 0;6812034214969426949;"R$ 26.805,51";161;161;"R$ 29.158,78";192;194;"R$ 2.353,27";31;33;"R$ 28.825,29";175;"R$ 34.486,04";219;222;"R$ 3.945,60";44;2026-02-25-2026-02-25;16195;42.68%;20805;"R$ 4.161,37";"R$ 32.770,89";2;4;"R$ 535,56";11;5.75%;206021
empoderyas;Lv. 0;6814645518830388229;"R$ 13.623,69";93;94;"R$ 13.934,67";95;96;"R$ 310,98";2;2;"R$ 14.264,21";97;"R$ 14.765,77";104;105;"R$ 658,67";7;2026-02-25-2026-02-25;24667;18.18%;30453;"R$ 1.318,33";"R$ 14.922,88";1;1;"R$ 0,00";0;5.71%;7736
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 10.902,22";131;132;"R$ 12.178,03";137;138;"R$ 1.275,81";6;6;"R$ 11.093,73";133;"R$ 12.295,28";139;140;"R$ 1.275,81";6;2026-02-25-2026-02-25;5688;21.87%;25195;"R$ 953,95";"R$ 12.369,54";3;1;"R$ 0,00";0;4.47%;14721
elenaratrindade;Lv. 0;6532062669149618177;"R$ 6.727,58";81;81;"R$ 7.294,27";90;90;"R$ 566,69";9;9;"R$ 7.280,03";87;"R$ 8.372,99";101;101;"R$ 1.081,35";14;2026-02-25-2026-02-25;21741;41.65%;20723;"R$ 636,07";"R$ 8.361,38";2;0;"R$ 0,00";0;7.19%;20210
bdgroupshop;Lv. 0;7477153061481694214;"R$ 7.342,81";11;11;"R$ 7.342,81";11;11;"R$ 0,00";0;0;"R$ 8.220,81";12;"R$ 7.771,04";12;12;"R$ 0,00";0;2026-02-25-2026-02-25;3303;13.75%;12134;"R$ 504,76";"R$ 8.220,81";3;7;"R$ 0,00";0;4.99%;2404
kahrouul;Lv. 0;6812048966706185222;"R$ 6.235,49";20;20;"R$ 6.360,76";22;22;"R$ 125,27";2;2;"R$ 6.334,18";21;"R$ 7.326,21";24;24;"R$ 1.180,17";3;2026-02-25-2026-02-25;17456;13.21%;14226;"R$ 604,86";"R$ 7.514,35";14;2;"R$ 98,69";1;5.87%;4579
exitus.shop;Lv. 0;7465784835714614278;"R$ 6.107,92";78;82;"R$ 6.356,92";79;83;"R$ 249,00";1;1;"R$ 6.777,28";86;"R$ 7.597,09";88;93;"R$ 288,89";2;2026-02-25-2026-02-25;22946;14.80%;12907;"R$ 1.213,29";"R$ 7.066,17";2;5;"R$ 0,00";0;1.80%;15038
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 5.871,52";68;68;"R$ 6.005,21";71;72;"R$ 133,69";3;4;"R$ 6.475,60";75;"R$ 7.120,98";78;79;"R$ 133,69";3;2026-02-25-2026-02-25;3859;33.12%;6975;"R$ 1.037,12";"R$ 6.609,29";5;6;"R$ 0,00";0;2.09%;14023
ester_promoedicas;Lv. 0;7481339450396705797;"R$ 4.446,75";80;85;"R$ 4.962,82";99;104;"R$ 516,07";19;19;"R$ 4.650,35";83;"R$ 5.110,31";106;112;"R$ 755,26";23;2026-02-25-2026-02-25;8558;46.56%;16281;"R$ 474,42";"R$ 5.405,61";3;2;"R$ 0,00";0;5.02%;20284
stephaniepettly;Lv. 0;6818885178338018309;"R$ 2.535,08";48;48;"R$ 4.418,25";86;87;"R$ 1.883,17";38;39;"R$ 2.848,71";54;"R$ 4.827,43";101;102;"R$ 2.336,11";47;2026-02-25-2026-02-25;3465;31.79%;12304;"R$ 480,31";"R$ 5.184,82";3;0;"R$ 0,00";0;5.57%;83910
