author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
exitus.shop;Lv. 0;7465784835714614278;"R$ 75.913,55";752;797;"R$ 76.524,40";761;806;"R$ 610,85";9;9;"R$ 79.606,33";797;"R$ 88.717,37";807;853;"R$ 725,72";10;2026-02-26-2026-02-26;23025;22.79%;49992;"R$ 14.497,00";"R$ 80.332,05";1;0;"R$ 0,00";0;1.83%;33126
_marigil;Lv. 0;6812034214969426949;"R$ 9.035,00";53;55;"R$ 15.482,87";129;140;"R$ 6.447,87";76;85;"R$ 10.005,42";58;"R$ 19.539,16";152;165;"R$ 8.285,62";94;2026-02-26-2026-02-26;16253;41.18%;8645;"R$ 2.468,55";"R$ 18.291,04";2;4;"R$ 4.930,02";62;6.23%;211184
bdgroupshop;Lv. 0;7477153061481694214;"R$ 15.529,06";26;26;"R$ 15.529,06";26;26;"R$ 0,00";0;0;"R$ 16.269,14";30;"R$ 15.496,29";30;30;"R$ 0,00";0;2026-02-26-2026-02-26;3334;17.55%;12802;"R$ 880,28";"R$ 16.269,14";4;0;"R$ 0,00";0;4.70%;1512
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 15.514,75";148;158;"R$ 15.514,75";148;158;"R$ 0,00";0;"R$ 17.546,66";155;164;"R$ 15.987,72";154;2026-02-26-2026-02-26;102415;0.00%;0;"R$ 3.006,67";"R$ 16.031,52";0;9;"R$ 14.640,36";143;3.56%;618165
jotamatiotti;Lv. 0;6973353133683426309;"R$ 9.047,90";78;84;"R$ 9.214,35";80;86;"R$ 166,45";2;2;"R$ 9.656,41";83;"R$ 10.504,53";86;92;"R$ 248,06";3;2026-02-26-2026-02-26;18523;27.16%;10932;"R$ 1.189,50";"R$ 9.904,47";4;2;"R$ 0,00";0;3.90%;4929
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 8.315,43";104;104;"R$ 9.045,09";108;108;"R$ 729,66";4;4;"R$ 8.372,97";105;"R$ 9.559,97";110;110;"R$ 925,18";5;2026-02-26-2026-02-26;5853;27.36%;11419;"R$ 740,60";"R$ 9.298,15";1;0;"R$ 0,00";0;5.71%;8708
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 8.296,20";147;148;"R$ 8.491,92";150;151;"R$ 195,72";3;3;"R$ 8.772,51";153;"R$ 9.517,99";156;158;"R$ 195,72";3;2026-02-26-2026-02-26;16549;27.00%;22139;"R$ 1.223,92";"R$ 8.968,23";3;1;"R$ 0,00";0;5.55%;3565
byadrianams;Lv. 0;7516288332260951046;"R$ 5.750,92";56;60;"R$ 6.351,09";63;67;"R$ 600,17";7;7;"R$ 6.875,96";66;"R$ 7.634,21";76;80;"R$ 981,67";10;2026-02-26-2026-02-26;9434;39.25%;9378;"R$ 667,59";"R$ 7.857,63";2;7;"R$ 0,00";0;7.57%;12032
angellamariane;Lv. 0;6803783218137383942;"R$ 6.294,32";64;69;"R$ 6.342,61";65;70;"R$ 48,29";1;1;"R$ 6.919,47";71;"R$ 7.710,87";72;77;"R$ 48,29";1;2026-02-26-2026-02-26;10238;25.66%;3655;"R$ 944,50";"R$ 6.967,76";1;0;"R$ 0,00";0;2.96%;1793
stephaniepettly;Lv. 0;6818885178338018309;"R$ 1.237,72";26;26;"R$ 5.677,71";115;117;"R$ 4.340,68";88;90;"R$ 1.704,08";34;"R$ 6.484,24";133;136;"R$ 4.917,23";98;2026-02-26-2026-02-26;3533;37.89%;3589;"R$ 598,89";"R$ 6.720,62";3;9;"R$ 0,00";0;5.20%;103133
roseanelazzarotto;Lv. 0;7103934273183269893;"R$ 4.851,48";35;36;"R$ 6.057,18";60;61;"R$ 1.205,70";25;25;"R$ 5.303,74";38;"R$ 7.299,90";64;65;"R$ 1.367,75";26;2026-02-26-2026-02-26;6593;15.12%;3367;"R$ 694,50";"R$ 6.671,49";2;18;"R$ 0,00";0;5.85%;12246
casatiktokshop;Lv. 0;7279022943836242949;"R$ 6.463,03";78;79;"R$ 6.549,46";79;80;"R$ 86,43";1;1;"R$ 6.550,86";79;"R$ 7.089,56";80;81;"R$ 86,43";1;2026-02-26-2026-02-26;10759;7.26%;27077;"R$ 722,51";"R$ 6.637,29";4;0;"R$ 0,00";0;7.15%;2167
ester_promoedicas;Lv. 0;7481339450396705797;"R$ 4.646,10";50;52;"R$ 5.058,73";63;65;"R$ 412,63";13;13;"R$ 5.672,62";59;"R$ 6.756,11";74;79;"R$ 477,23";15;2026-02-26-2026-02-26;8589;21.34%;5558;"R$ 880,68";"R$ 6.149,85";3;1;"R$ 0,00";0;4.28%;31925
dicas_daline;Lv. 0;7493168230644270085;"R$ 4.979,92";56;63;"R$ 5.164,02";60;67;"R$ 150,60";3;3;"R$ 5.809,57";64;"R$ 6.633,10";68;76;"R$ 150,60";3;2026-02-26-2026-02-26;9361;19.06%;7431;"R$ 857,87";"R$ 5.993,67";3;0;"R$ 0,00";0;3.34%;7461
isaeiroz;Lv. 0;6813516113005429765;"R$ 0,00";0;0;"R$ 4.027,41";59;59;"R$ 4.027,41";59;59;"R$ 0,00";0;"R$ 5.217,68";74;74;"R$ 5.048,63";74;2026-02-26-2026-02-26;7178;0.00%;0;"R$ 387,45";"R$ 5.048,63";0;16;"R$ 0,00";0;3.06%;82017
