author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
empoderyas;Lv. 0;6814645518830388229;"R$ 35.353,01";240;246;"R$ 35.746,81";248;254;"R$ 393,80";8;8;"R$ 36.137,22";244;"R$ 36.806,67";256;263;"R$ 554,65";12;2026-02-16-2026-02-16;23920;24.99%;66125;"R$ 3.281,41";"R$ 36.691,87";1;0;"R$ 0,00";0;6.28%;15502
kahrouul;Lv. 0;6812048966706185222;"R$ 14.048,38";52;53;"R$ 14.048,38";52;53;"R$ 0,00";0;0;"R$ 15.361,62";56;"R$ 15.679,95";57;58;"R$ 1.037,90";1;2026-02-16-2026-02-16;17135;15.00%;23851;"R$ 1.109,67";"R$ 16.399,52";7;3;"R$ 0,00";0;6.04%;4755
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 13.403,57";231;233;"R$ 13.732,09";236;238;"R$ 328,52";5;5;"R$ 14.305,96";246;"R$ 14.859,00";251;253;"R$ 328,52";5;2026-02-16-2026-02-16;15471;23.87%;38556;"R$ 1.176,20";"R$ 14.634,48";4;0;"R$ 0,00";0;6.68%;4085
elenaratrindade;Lv. 0;6532062669149618177;"R$ 8.863,46";124;124;"R$ 10.300,19";141;141;"R$ 1.436,73";17;17;"R$ 9.491,91";132;"R$ 11.504,55";150;150;"R$ 1.541,53";18;2026-02-16-2026-02-16;21055;41.84%;18536;"R$ 1.078,34";"R$ 11.033,44";1;0;"R$ 0,00";0;8.98%;20185
exitus.shop;Lv. 0;7465784835714614278;"R$ 9.403,15";94;97;"R$ 9.706,60";98;101;"R$ 303,45";4;4;"R$ 10.278,93";104;"R$ 11.381,61";108;112;"R$ 303,45";4;2026-02-16-2026-02-16;21771;11.39%;16922;"R$ 1.545,36";"R$ 10.582,38";2;0;"R$ 0,00";0;1.65%;14201
cristieleoliveira_;Lv. 0;6880494754335343621;"R$ 8.768,22";378;383;"R$ 8.768,22";378;383;"R$ 0,00";0;0;"R$ 8.840,75";381;"R$ 8.060,88";381;386;"R$ 0,00";0;2026-02-16-2026-02-16;69537;41.50%;33272;"R$ 761,48";"R$ 8.840,75";3;0;"R$ 0,00";0;5.04%;2363
_marigil;Lv. 0;6812034214969426949;"R$ 5.414,18";40;40;"R$ 7.026,91";59;69;"R$ 1.612,73";19;29;"R$ 5.828,02";45;"R$ 8.722,23";74;85;"R$ 2.766,23";29;2026-02-16-2026-02-16;15455;24.39%;8939;"R$ 774,72";"R$ 8.594,25";1;2;"R$ 539,70";7;6.85%;150518
casatiktokshop;Lv. 0;7279022943836242949;"R$ 7.066,48";86;87;"R$ 7.066,48";86;87;"R$ 0,00";0;0;"R$ 7.341,27";90;"R$ 7.678,00";90;91;"R$ 0,00";0;2026-02-16-2026-02-16;10257;10.49%;23832;"R$ 817,34";"R$ 7.341,27";2;0;"R$ 0,00";0;9.33%;1029
byadrianams;Lv. 0;7516288332260951046;"R$ 5.204,36";35;35;"R$ 5.640,95";42;42;"R$ 436,59";7;7;"R$ 5.528,02";37;"R$ 6.437,09";47;47;"R$ 728,64";10;2026-02-16-2026-02-16;9127;33.48%;10034;"R$ 575,04";"R$ 6.256,66";3;4;"R$ 101,60";1;7.85%;16069
fabiecleon;Lv. 0;6795096179774424069;"R$ 4.441,65";65;66;"R$ 4.765,35";70;71;"R$ 323,70";5;5;"R$ 4.617,73";68;"R$ 5.410,89";78;79;"R$ 519,39";9;2026-02-16-2026-02-16;9496;27.55%;18405;"R$ 504,61";"R$ 5.226,47";2;2;"R$ 0,00";0;5.60%;15436
jotamatiotti;Lv. 0;6973353133683426309;"R$ 3.990,34";33;36;"R$ 4.401,91";37;40;"R$ 411,57";4;4;"R$ 4.418,41";37;"R$ 5.127,73";43;46;"R$ 566,37";6;2026-02-16-2026-02-16;18207;16.26%;8396;"R$ 590,41";"R$ 4.984,78";4;2;"R$ 158,69";4;5.50%;3944
lucilenecreator;Lv. 0;7175618308203807749;"R$ 3.775,96";118;119;"R$ 4.194,93";127;128;"R$ 418,97";9;9;"R$ 3.828,50";120;"R$ 4.401,42";135;136;"R$ 677,39";15;2026-02-16-2026-02-16;390195;22.10%;10129;"R$ 352,18";"R$ 4.505,89";5;10;"R$ 0,00";0;1.87%;82106
jumuriel.a;Lv. 0;7288359799254516741;"R$ 3.870,28";63;64;"R$ 4.061,48";65;66;"R$ 191,20";2;2;"R$ 4.161,11";68;"R$ 4.090,74";71;72;"R$ 291,10";3;2026-02-16-2026-02-16;16452;19.93%;23532;"R$ 490,43";"R$ 4.452,21";2;0;"R$ 0,00";0;5.30%;8302
