author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 32.136,82";74;75;"R$ 32.308,49";77;78;"R$ 40,81";1;1;"R$ 33.097,35";76;"R$ 30.394,64";79;80;"R$ 40,81";1;2026-02-06-2026-02-06;16827;36.64%;22249;"R$ 1.929,43";"R$ 33.269,02";8;2;"R$ 0,00";0;8.00%;8890
exitus.shop;Lv. 0;7465784835714614278;"R$ 10.828,34";110;112;"R$ 11.149,57";113;115;"R$ 321,23";3;3;"R$ 12.080,03";124;"R$ 13.117,88";127;129;"R$ 321,23";3;2026-02-06-2026-02-06;21103;16.71%;15667;"R$ 2.081,98";"R$ 12.401,26";2;2;"R$ 0,00";0;7.47%;2036
jumuriel.a;Lv. 0;7288359799254516741;"R$ 11.083,11";192;194;"R$ 11.149,01";193;195;"R$ 65,90";1;1;"R$ 11.409,31";198;"R$ 10.304,07";199;201;"R$ 65,90";1;2026-02-06-2026-02-06;14817;38.78%;30108;"R$ 1.311,66";"R$ 11.475,21";1;0;"R$ 0,00";0;5.15%;15004
_marigil;Lv. 0;6812034214969426949;"R$ 4.915,98";32;32;"R$ 6.889,77";71;76;"R$ 1.973,79";39;44;"R$ 5.292,97";34;"R$ 8.830,64";92;97;"R$ 3.221,38";57;2026-02-06-2026-02-06;14457;27.46%;9974;"R$ 892,15";"R$ 8.538,54";3;0;"R$ 1.236,37";27;4.42%;176465
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 7.437,99";131;131;"R$ 7.496,19";132;132;"R$ 58,20";1;1;"R$ 7.673,19";134;"R$ 7.794,25";135;135;"R$ 58,20";1;2026-02-06-2026-02-06;14211;28.27%;23948;"R$ 823,38";"R$ 7.731,39";5;0;"R$ 0,00";0;6.50%;2614
jotamatiotti;Lv. 0;6973353133683426309;"R$ 5.868,92";48;50;"R$ 6.593,22";55;57;"R$ 724,30";7;7;"R$ 6.249,82";52;"R$ 7.401,18";59;61;"R$ 699,96";7;2026-02-06-2026-02-06;17858;23.58%;9591;"R$ 1.001,51";"R$ 6.949,78";6;3;"R$ 0,00";0;4.91%;3465
corposaudavelshop;Lv. 0;7436549500640265271;"R$ 5.685,73";17;19;"R$ 5.731,74";19;21;"R$ 46,01";2;2;"R$ 5.999,25";18;"R$ 6.468,01";20;22;"R$ 46,01";2;2026-02-06-2026-02-06;8056;26.23%;1498;"R$ 495,59";"R$ 6.045,26";1;0;"R$ 0,00";0;2.35%;2893
fabiecleon;Lv. 0;6795096179774424069;"R$ 4.910,73";59;59;"R$ 5.441,06";67;67;"R$ 530,33";8;8;"R$ 5.435,37";65;"R$ 6.283,75";74;74;"R$ 530,33";8;2026-02-06-2026-02-06;8370;36.62%;9835;"R$ 651,09";"R$ 6.009,94";1;1;"R$ 0,00";0;6.85%;10234
freirevictoria2;Lv. 0;6812000906612884485;"R$ 4.843,63";93;95;"R$ 4.843,63";93;95;"R$ 0,00";0;0;"R$ 5.068,36";97;"R$ 5.204,72";97;99;"R$ 0,00";0;2026-02-06-2026-02-06;4844;40.38%;9555;"R$ 513,35";"R$ 5.068,36";16;0;"R$ 0,00";0;3.16%;190
bdgroupshop;Lv. 0;7477153061481694214;"R$ 4.903,78";8;8;"R$ 4.903,78";8;8;"R$ 0,00";0;0;"R$ 4.903,78";8;"R$ 4.728,39";8;8;"R$ 0,00";0;2026-02-06-2026-02-06;2985;14.79%;9819;"R$ 225,67";"R$ 4.903,78";4;0;"R$ 0,00";0;9.35%;834
elenaratrindade;Lv. 0;6532062669149618177;"R$ 2.770,08";43;43;"R$ 3.787,32";58;58;"R$ 1.017,24";15;15;"R$ 3.278,03";49;"R$ 4.309,90";65;65;"R$ 1.084,13";16;2026-02-06-2026-02-06;20217;42.27%;7152;"R$ 410,68";"R$ 4.362,16";1;2;"R$ 0,00";0;7.72%;19922
byadrianams;Lv. 0;7516288332260951046;"R$ 3.662,60";24;24;"R$ 3.827,90";27;27;"R$ 165,30";3;3;"R$ 3.958,45";26;"R$ 4.350,68";31;31;"R$ 319,30";5;2026-02-06-2026-02-06;8758;38.34%;4272;"R$ 432,99";"R$ 4.277,75";2;4;"R$ 27,30";1;4.99%;17645
dudaabragaa_;Lv. 0;7551623487204131851;"R$ 4.133,43";16;16;"R$ 4.133,43";16;16;"R$ 0,00";0;0;"R$ 4.271,20";18;"R$ 4.355,31";18;18;"R$ 0,00";0;2026-02-06-2026-02-06;3248;22.50%;4023;"R$ 403,74";"R$ 4.271,20";1;1;"R$ 0,00";0;5.03%;1550
paulabrigo;Lv. 0;6754367042377892869;"R$ 49,49";1;1;"R$ 3.678,37";73;80;"R$ 3.628,88";72;79;"R$ 49,49";1;"R$ 4.350,09";86;96;"R$ 4.167,41";84;2026-02-06-2026-02-06;14489;0.00%;0;"R$ 333,19";"R$ 4.248,92";0;5;"R$ 97,50";3;4.01%;161213
jokimura;Lv. 0;7065151738303267845;"R$ 3.173,49";51;55;"R$ 3.261,87";53;57;"R$ 88,38";2;2;"R$ 3.553,65";58;"R$ 3.756,48";60;64;"R$ 88,38";2;2026-02-06-2026-02-06;7097;35.91%;10394;"R$ 379,24";"R$ 3.642,03";1;3;"R$ 0,00";0;4.13%;7196
lucilenecreator;Lv. 0;7175618308203807749;"R$ 2.360,68";54;58;"R$ 3.215,22";71;75;"R$ 854,54";17;17;"R$ 2.738,39";60;"R$ 3.555,09";78;84;"R$ 892,95";18;2026-02-06-2026-02-06;390101;20.79%;9968;"R$ 258,05";"R$ 3.631,34";5;9;"R$ 0,00";0;3.91%;34486
belinharmoura;Lv. 0;6973414703167489030;"R$ 2.648,84";40;40;"R$ 2.771,58";42;42;"R$ 122,74";2;2;"R$ 2.952,13";45;"R$ 3.449,14";49;49;"R$ 249,06";4;2026-02-06-2026-02-06;8943;49.38%;4277;"R$ 310,47";"R$ 3.201,19";3;0;"R$ 0,00";0;8.96%;2981
daioliver_;Lv. 0;7287644158680122373;"R$ 2.637,26";35;35;"R$ 2.792,28";38;38;"R$ 155,02";3;3;"R$ 2.710,05";36;"R$ 3.187,43";41;41;"R$ 349,82";5;2026-02-06-2026-02-06;3763;9.74%;6551;"R$ 288,73";"R$ 3.059,87";1;6;"R$ 264,10";3;6.95%;6201
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 2.559,95";35;35;"R$ 2.601,65";36;36;"R$ 41,70";1;1;"R$ 2.744,85";37;"R$ 3.103,47";42;42;"R$ 300,28";5;2026-02-06-2026-02-06;3738;22.00%;4787;"R$ 317,42";"R$ 3.045,13";6;7;"R$ 80,70";2;8.54%;8418
casatiktokshop;Lv. 0;7279022943836242949;"R$ 2.490,12";29;29;"R$ 2.490,12";29;29;"R$ 0,00";0;0;"R$ 2.642,35";31;"R$ 2.709,29";31;31;"R$ 0,00";0;2026-02-06-2026-02-06;9761;7.99%;15840;"R$ 287,33";"R$ 2.642,35";4;0;"R$ 0,00";0;7.15%;671
gabeatrixx;Lv. 0;6807282920202519558;"R$ 0,00";0;0;"R$ 1.022,29";24;25;"R$ 1.022,29";24;25;"R$ 0,00";0;"R$ 2.771,41";44;46;"R$ 2.536,38";44;2026-02-06-2026-02-06;6010;0.00%;0;"R$ 123,12";"R$ 2.536,38";0;35;"R$ 0,00";0;12.58%;259379
anatashagomesc;Lv. 0;7458032352510346245;"R$ 1.708,06";23;24;"R$ 1.708,06";23;24;"R$ 0,00";0;0;"R$ 2.166,98";30;"R$ 2.381,33";31;32;"R$ 0,00";0;2026-02-06-2026-02-06;11424;28.40%;4388;"R$ 209,75";"R$ 2.234,88";3;0;"R$ 0,00";0;4.82%;2198
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 1.823,88";25;25;"R$ 1.823,88";25;25;"R$ 0,00";0;"R$ 2.296,79";30;30;"R$ 2.153,73";30;2026-02-06-2026-02-06;102492;0.00%;0;"R$ 224,38";"R$ 2.153,73";0;0;"R$ 342,30";3;4.56%;76810
danielakley;Lv. 0;6813729904343319557;"R$ 1.881,86";22;22;"R$ 1.910,97";23;24;"R$ 29,11";1;2;"R$ 1.971,17";23;"R$ 2.157,01";26;27;"R$ 81,99";3;2026-02-06-2026-02-06;21823;4.46%;18423;"R$ 238,16";"R$ 2.053,16";3;4;"R$ 0,00";0;4.04%;3963
ester_promoedicas;Lv. 0;7481339450396705797;"R$ 796,57";8;8;"R$ 1.208,81";18;18;"R$ 412,24";10;10;"R$ 1.352,00";13;"R$ 2.138,89";29;29;"R$ 668,38";16;2026-02-06-2026-02-06;8236;15.36%;1367;"R$ 252,13";"R$ 2.020,38";3;2;"R$ 0,00";0;1.79%;39515
samara_1580;Lv. 0;7225327765163492358;"R$ 1.643,57";55;56;"R$ 1.735,57";57;58;"R$ 92,00";2;2;"R$ 1.695,08";57;"R$ 1.864,19";60;61;"R$ 261,90";3;2026-02-06-2026-02-06;39983;27.08%;5233;"R$ 240,79";"R$ 1.956,98";2;2;"R$ 0,00";0;5.01%;2376
dicas_daline;Lv. 0;7493168230644270085;"R$ 654,25";5;6;"R$ 1.670,88";28;30;"R$ 1.016,63";23;24;"R$ 763,25";6;"R$ 1.809,07";31;33;"R$ 1.081,15";25;2026-02-06-2026-02-06;9244;15.70%;1350;"R$ 188,19";"R$ 1.844,40";1;1;"R$ 0,00";0;4.63%;17745
gi.med.f;Lv. 0;6875426932315440134;"R$ 0,00";0;0;"R$ 1.479,31";24;25;"R$ 1.438,81";23;24;"R$ 0,00";0;"R$ 1.633,31";28;29;"R$ 1.713,87";27;2026-02-06-2026-02-06;6461;0.00%;0;"R$ 142,68";"R$ 1.754,37";0;0;"R$ 0,00";0;7.32%;43146
sayshopttk;Lv. 0;7473520966178653239;"R$ 0,00";0;0;"R$ 1.575,83";112;114;"R$ 1.575,83";112;114;"R$ 0,00";0;"R$ 1.534,37";122;124;"R$ 1.711,34";122;2026-02-06-2026-02-06;2131;0.00%;0;"R$ 115,66";"R$ 1.711,34";0;3;"R$ 0,00";0;1.52%;113845
morganakoerich;Lv. 0;6813070438303548421;"R$ 0,00";0;0;"R$ 1.084,12";19;19;"R$ 1.084,12";19;19;"R$ 0,00";0;"R$ 1.662,09";29;29;"R$ 1.690,50";29;2026-02-06-2026-02-06;29699;0.00%;0;"R$ 172,42";"R$ 1.690,50";0;8;"R$ 611,02";11;14.56%;99938
