author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
exitus.shop;Lv. 0;7465784835714614278;"R$ 19.154,84";187;196;"R$ 19.422,47";191;202;"R$ 267,63";4;6;"R$ 21.339,49";211;"R$ 23.209,70";218;230;"R$ 398,73";7;2026-02-12-2026-02-12;21425;14.65%;25105;"R$ 3.139,34";"R$ 21.738,22";4;0;"R$ 0,00";0;5.42%;4096
kahrouul;Lv. 0;6812048966706185222;"R$ 11.792,02";25;25;"R$ 11.792,02";25;25;"R$ 0,00";0;0;"R$ 12.645,62";26;"R$ 12.173,47";27;27;"R$ 243,10";1;2026-02-12-2026-02-12;17007;10.40%;18431;"R$ 1.033,92";"R$ 12.888,72";7;1;"R$ 243,10";1;6.47%;5036
empoderyas;Lv. 0;6814645518830388229;"R$ 11.618,72";79;79;"R$ 11.900,91";82;82;"R$ 282,19";3;3;"R$ 11.924,66";81;"R$ 12.229,43";86;86;"R$ 373,42";5;2026-02-12-2026-02-12;23356;22.09%;29151;"R$ 1.073,36";"R$ 12.298,08";3;6;"R$ 0,00";0;5.18%;18641
jumuriel.a;Lv. 0;7288359799254516741;"R$ 8.599,20";145;145;"R$ 8.599,20";145;145;"R$ 0,00";0;0;"R$ 9.279,08";158;"R$ 8.288,53";159;159;"R$ 0,00";0;2026-02-12-2026-02-12;15784;27.69%;28730;"R$ 1.056,98";"R$ 9.311,08";1;3;"R$ 233,51";1;5.68%;7467
casatiktokshop;Lv. 0;7279022943836242949;"R$ 8.753,83";109;109;"R$ 8.839,82";110;110;"R$ 85,99";1;1;"R$ 8.924,91";111;"R$ 9.538,70";112;112;"R$ 85,99";1;2026-02-12-2026-02-12;10001;9.28%;27115;"R$ 1.004,13";"R$ 9.010,90";2;0;"R$ 0,00";0;4.70%;1639
_marigil;Lv. 0;6812034214969426949;"R$ 3.143,56";19;19;"R$ 5.114,18";49;54;"R$ 1.970,62";30;35;"R$ 3.928,19";23;"R$ 7.375,19";65;70;"R$ 2.980,82";42;2026-02-12-2026-02-12;14824;30.55%;8212;"R$ 726,94";"R$ 6.909,01";2;6;"R$ 1.700,94";24;6.17%;114036
jotamatiotti;Lv. 0;6973353133683426309;"R$ 5.143,96";40;43;"R$ 5.214,66";41;44;"R$ 70,70";1;1;"R$ 5.676,38";47;"R$ 5.911,12";48;51;"R$ 70,70";1;2026-02-12-2026-02-12;18084;14.80%;9414;"R$ 365,13";"R$ 5.747,08";6;14;"R$ 0,00";0;5.64%;2836
fabiecleon;Lv. 0;6795096179774424069;"R$ 3.963,47";56;57;"R$ 4.438,64";61;62;"R$ 475,17";5;5;"R$ 4.370,02";61;"R$ 5.064,56";69;70;"R$ 614,71";8;2026-02-12-2026-02-12;8993;24.24%;13378;"R$ 467,13";"R$ 4.984,73";2;2;"R$ 0,00";0;6.64%;13564
edyrecomenda;Lv. 0;7537862263157408773;"R$ 4.092,13";235;238;"R$ 4.794,71";241;245;"R$ 702,58";6;7;"R$ 4.131,73";237;"R$ 4.185,77";242;246;"R$ 645,28";5;2026-02-12-2026-02-12;7452;5.64%;29370;"R$ 442,79";"R$ 4.777,01";1;0;"R$ 0,00";0;7.10%;10386
isaeiroz;Lv. 0;6813516113005429765;"R$ 0,00";0;0;"R$ 3.675,99";52;53;"R$ 3.675,99";52;53;"R$ 0,00";0;"R$ 4.488,00";63;64;"R$ 4.536,00";63;2026-02-12-2026-02-12;6703;0.00%;0;"R$ 422,56";"R$ 4.536,00";0;17;"R$ 0,00";0;5.15%;144230
