author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
_marigil;Lv. 0;6812034214969426949;"R$ 15.506,83";114;115;"R$ 16.712,03";132;133;"R$ 1.205,20";18;18;"R$ 16.897,43";121;"R$ 19.151,92";147;148;"R$ 2.078,80";26;2026-02-15-2026-02-15;15334;27.93%;19961;"R$ 1.732,84";"R$ 18.976,23";1;11;"R$ 311,68";8;7.80%;252302
empoderyas;Lv. 0;6814645518830388229;"R$ 16.589,72";114;115;"R$ 16.853,32";120;121;"R$ 263,60";6;6;"R$ 16.804,21";115;"R$ 17.074,84";122;123;"R$ 324,30";7;2026-02-15-2026-02-15;23794;17.22%;42672;"R$ 1.519,45";"R$ 17.128,51";2;2;"R$ 0,00";0;4.26%;21366
jumuriel.a;Lv. 0;7288359799254516741;"R$ 8.475,71";146;146;"R$ 8.863,39";151;151;"R$ 387,68";5;5;"R$ 9.344,25";159;"R$ 8.829,24";165;165;"R$ 460,48";6;2026-02-15-2026-02-15;16170;22.51%;36306;"R$ 1.101,33";"R$ 9.804,73";2;2;"R$ 0,00";0;6.15%;7351
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 7.634,29";133;135;"R$ 7.746,19";135;137;"R$ 111,90";2;2;"R$ 8.477,09";145;"R$ 8.766,86";148;150;"R$ 170,10";3;2026-02-15-2026-02-15;15247;27.26%;26438;"R$ 818,63";"R$ 8.647,19";4;0;"R$ 0,00";0;6.29%;4006
belaechic;Lv. 0;6808183359027741701;"R$ 7.585,83";213;227;"R$ 7.674,12";215;229;"R$ 88,29";2;2;"R$ 8.120,78";227;"R$ 7.263,64";229;246;"R$ 88,29";2;2026-02-15-2026-02-15;61001;24.85%;18458;"R$ 467,61";"R$ 8.209,07";2;1;"R$ 64,90";1;6.40%;3532
elenaratrindade;Lv. 0;6532062669149618177;"R$ 3.779,75";42;42;"R$ 5.905,30";64;64;"R$ 2.044,76";21;21;"R$ 4.031,09";45;"R$ 6.925,56";73;73;"R$ 2.306,54";24;2026-02-15-2026-02-15;20961;33.53%;20397;"R$ 615,85";"R$ 6.759,81";1;3;"R$ 0,00";0;8.98%;27980
samara_1580;Lv. 0;7225327765163492358;"R$ 6.001,62";162;163;"R$ 6.001,62";162;163;"R$ 0,00";0;0;"R$ 6.333,15";171;"R$ 6.323,18";171;172;"R$ 0,00";0;2026-02-15-2026-02-15;40087;30.10%;14473;"R$ 658,95";"R$ 6.333,15";2;0;"R$ 0,00";0;5.16%;1278
isaeiroz;Lv. 0;6813516113005429765;"R$ 0,00";0;0;"R$ 5.057,01";64;65;"R$ 5.057,01";64;65;"R$ 0,00";0;"R$ 5.875,39";74;75;"R$ 5.849,21";74;2026-02-15-2026-02-15;6904;0.00%;0;"R$ 453,59";"R$ 5.849,21";0;9;"R$ 0,00";0;2.75%;175493
realmente_thais;Lv. 0;6830838183241532422;"R$ 4.663,19";23;24;"R$ 5.221,13";33;34;"R$ 557,94";10;10;"R$ 4.860,68";24;"R$ 5.415,16";35;36;"R$ 609,93";11;2026-02-15-2026-02-15;11463;8.92%;31584;"R$ 400,05";"R$ 5.470,61";2;0;"R$ 0,00";0;4.35%;4598
byadrianams;Lv. 0;7516288332260951046;"R$ 4.259,64";30;30;"R$ 4.642,63";35;35;"R$ 382,99";5;5;"R$ 4.921,61";34;"R$ 5.579,62";41;41;"R$ 507,48";7;2026-02-15-2026-02-15;9094;46.19%;7774;"R$ 542,90";"R$ 5.429,09";1;0;"R$ 0,00";0;6.05%;17754
casatiktokshop;Lv. 0;7279022943836242949;"R$ 4.910,91";81;81;"R$ 4.985,45";82;82;"R$ 74,54";1;1;"R$ 5.314,30";88;"R$ 5.460,70";89;89;"R$ 74,54";1;2026-02-15-2026-02-15;10210;13.17%;26961;"R$ 600,48";"R$ 5.388,84";2;0;"R$ 0,00";0;5.33%;1914
kahrouul;Lv. 0;6812048966706185222;"R$ 3.372,39";11;11;"R$ 3.719,05";15;17;"R$ 346,66";4;6;"R$ 4.778,52";17;"R$ 4.886,19";21;23;"R$ 346,66";4;2026-02-15-2026-02-15;17090;55.08%;19780;"R$ 371,26";"R$ 5.125,18";2;0;"R$ 0,00";0;7.27%;6506
fabiecleon;Lv. 0;6795096179774424069;"R$ 3.924,52";83;83;"R$ 4.294,50";89;89;"R$ 369,98";6;6;"R$ 4.365,93";93;"R$ 4.701,17";99;99;"R$ 369,98";6;2026-02-15-2026-02-15;9383;20.83%;23504;"R$ 566,99";"R$ 4.735,91";2;4;"R$ 64,01";1;5.47%;16808
jotamatiotti;Lv. 0;6973353133683426309;"R$ 3.963,77";35;35;"R$ 4.102,77";36;36;"R$ 139,00";1;1;"R$ 4.188,87";37;"R$ 4.472,62";38;38;"R$ 139,00";1;2026-02-15-2026-02-15;18180;14.16%;11986;"R$ 564,35";"R$ 4.327,87";6;3;"R$ 230,35";4;2.89%;8700
shirley.santos.to1;Lv. 0;7555650286108591160;"R$ 0,00";0;0;"R$ 2.841,31";16;17;"R$ 2.841,31";16;17;"R$ 0,00";0;"R$ 3.182,21";18;19;"R$ 3.311,56";18;2026-02-15-2026-02-15;3647;0.00%;0;"R$ 155,67";"R$ 3.311,56";0;15;"R$ 0,00";0;7.13%;22447
