author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
jotamatiotti;Lv. 0;6973353133683426309;"R$ 9.294,59";64;66;"R$ 9.294,59";64;66;"R$ 0,00";0;0;"R$ 9.740,36";69;"R$ 10.207,78";69;71;"R$ 0,00";0;2026-02-19-2026-02-19;18319;22.29%;9322;"R$ 1.078,14";"R$ 9.740,36";4;3;"R$ 0,00";0;6.28%;9213
empoderyas;Lv. 0;6814645518830388229;"R$ 8.611,68";58;58;"R$ 8.611,68";58;58;"R$ 0,00";0;0;"R$ 8.750,00";59;"R$ 8.763,03";60;60;"R$ 55,08";1;2026-02-19-2026-02-19;24187;21.45%;24060;"R$ 785,15";"R$ 8.805,08";2;3;"R$ 0,00";0;6.66%;10399
_marigil;Lv. 0;6812034214969426949;"R$ 3.435,83";28;28;"R$ 5.890,76";60;67;"R$ 2.454,93";32;39;"R$ 3.965,58";33;"R$ 7.137,67";73;80;"R$ 3.116,30";40;2026-02-19-2026-02-19;15782;28.79%;6762;"R$ 703,92";"R$ 7.081,88";1;2;"R$ 505,63";11;8.09%;202468
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 6.071,93";126;126;"R$ 6.335,20";129;129;"R$ 175,68";2;2;"R$ 6.535,98";134;"R$ 6.796,17";137;137;"R$ 175,68";2;2026-02-19-2026-02-19;15935;29.77%;17607;"R$ 609,66";"R$ 6.799,25";2;1;"R$ 0,00";0;3.19%;13463
jumuriel.a;Lv. 0;7288359799254516741;"R$ 6.105,83";97;98;"R$ 6.253,83";99;100;"R$ 148,00";2;2;"R$ 6.358,52";100;"R$ 6.500,18";104;105;"R$ 368,55";4;2026-02-19-2026-02-19;16774;25.52%;24687;"R$ 745,74";"R$ 6.727,07";1;0;"R$ 0,00";0;3.32%;13457
casatiktokshop;Lv. 0;7279022943836242949;"R$ 6.031,15";74;74;"R$ 6.190,13";76;76;"R$ 158,98";2;2;"R$ 6.108,54";75;"R$ 6.643,78";77;77;"R$ 158,98";2;2026-02-19-2026-02-19;10351;10.03%;21653;"R$ 675,96";"R$ 6.267,52";3;0;"R$ 0,00";0;7.56%;1481
kahrouul;Lv. 0;6812048966706185222;"R$ 4.934,35";21;21;"R$ 4.934,35";21;21;"R$ 0,00";0;0;"R$ 5.502,04";23;"R$ 5.474,37";25;25;"R$ 177,80";1;2026-02-19-2026-02-19;17214;12.98%;18694;"R$ 416,78";"R$ 5.705,72";4;11;"R$ 0,00";0;5.65%;5401
fabiecleon;Lv. 0;6795096179774424069;"R$ 4.841,84";107;108;"R$ 5.043,92";110;111;"R$ 202,08";3;3;"R$ 5.320,00";115;"R$ 5.708,61";120;122;"R$ 236,28";4;2026-02-19-2026-02-19;9839;20.34%;21449;"R$ 524,55";"R$ 5.600,21";2;3;"R$ 0,00";0;6.56%;15010
stephaniepettly;Lv. 0;6818885178338018309;"R$ 1.570,57";28;28;"R$ 4.076,68";104;106;"R$ 2.430,98";74;76;"R$ 1.704,50";30;"R$ 4.232,13";108;110;"R$ 2.581,70";76;2026-02-19-2026-02-19;2995;44.43%;5840;"R$ 387,09";"R$ 4.361,33";1;2;"R$ 0,00";0;4.23%;87959
jokimura;Lv. 0;7065151738303267845;"R$ 3.293,79";54;55;"R$ 3.293,79";54;55;"R$ 0,00";0;0;"R$ 3.746,98";61;"R$ 4.032,94";63;64;"R$ 171,90";2;2026-02-19-2026-02-19;8028;27.19%;16014;"R$ 390,27";"R$ 3.918,88";3;3;"R$ 0,00";0;5.47%;9744
morganafuchter;Lv. 0;6813070438303548421;"R$ 0,00";0;0;"R$ 2.528,24";42;42;"R$ 2.528,24";42;42;"R$ 0,00";0;"R$ 3.863,18";60;60;"R$ 3.650,71";60;2026-02-19-2026-02-19;31045;0.00%;0;"R$ 363,50";"R$ 3.650,71";0;5;"R$ 738,12";11;8.85%;260263
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 2.930,60";30;31;"R$ 3.589,81";36;37;"R$ 613,31";5;5;"R$ 2.930,60";30;"R$ 3.681,66";36;37;"R$ 613,31";5;2026-02-19-2026-02-19;5363;12.06%;7855;"R$ 390,59";"R$ 3.589,81";5;1;"R$ 0,00";0;4.44%;6616
samara_1580;Lv. 0;7225327765163492358;"R$ 2.623,34";50;50;"R$ 2.641,76";51;51;"R$ 18,42";1;1;"R$ 2.646,53";51;"R$ 3.374,52";53;53;"R$ 669,52";2;2026-02-19-2026-02-19;40145;27.63%;6192;"R$ 291,62";"R$ 3.316,05";2;1;"R$ 0,00";0;6.22%;1125
byadrianams;Lv. 0;7516288332260951046;"R$ 1.391,31";9;9;"R$ 2.431,50";21;21;"R$ 864,07";11;11;"R$ 1.546,61";10;"R$ 3.180,68";28;28;"R$ 1.508,01";17;2026-02-19-2026-02-19;9177;30.51%;4618;"R$ 307,98";"R$ 3.230,74";3;0;"R$ 158,39";2;5.82%;18530
isaeiroz;Lv. 0;6813516113005429765;"R$ 0,00";0;0;"R$ 2.818,34";35;37;"R$ 2.818,34";35;37;"R$ 0,00";0;"R$ 3.206,00";39;41;"R$ 3.135,12";39;2026-02-19-2026-02-19;7052;0.00%;0;"R$ 251,40";"R$ 3.135,12";0;22;"R$ 0,00";0;2.70%;126092
