author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
exitus.shop;Lv. 0;7465784835714614278;"R$ 16.277,69";251;257;"R$ 16.697,32";257;263;"R$ 419,63";6;6;"R$ 18.352,27";280;"R$ 21.238,77";287;294;"R$ 483,28";7;2026-01-09-2026-01-09;17511;11.94%;35819;"R$ 3.704,82";"R$ 18.835,55";2;1;"R$ 0,00";0;4.88%;8333
kahrouul;Lv. 0;6812048966706185222;"R$ 16.377,55";32;32;"R$ 16.476,14";36;36;"R$ 98,59";4;4;"R$ 16.921,69";33;"R$ 16.796,12";37;37;"R$ 243,46";4;2026-01-09-2026-01-09;13959;25.00%;11542;"R$ 2.035,64";"R$ 17.165,15";3;3;"R$ 0,00";0;6.40%;5249
paulabrigo;Lv. 0;6754367042377892869;"R$ 140,86";2;2;"R$ 14.246,49";365;415;"R$ 14.074,59";362;412;"R$ 125,98";2;"R$ 15.702,51";395;450;"R$ 15.396,17";392;2026-01-09-2026-01-09;10764;0.00%;0;"R$ 1.083,71";"R$ 15.553,19";0;17;"R$ 332,35";8;2.97%;670278
realmente_thais;Lv. 0;6830838183241532422;"R$ 13.149,01";84;85;"R$ 13.532,78";87;88;"R$ 383,77";3;3;"R$ 14.057,02";86;"R$ 15.870,73";89;90;"R$ 383,77";3;2026-01-09-2026-01-09;9115;20.11%;26362;"R$ 1.073,98";"R$ 14.440,79";2;0;"R$ 0,00";0;14.68%;83721
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 11.986,63";239;239;"R$ 12.081,50";241;241;"R$ 43,90";1;1;"R$ 12.200,30";243;"R$ 14.055,67";246;246;"R$ 115,90";2;2026-01-09-2026-01-09;10024;37.02%;21957;"R$ 1.258,88";"R$ 12.367,17";3;0;"R$ 0,00";0;7.96%;2009
gabeatrixx;Lv. 0;6807282920202519558;"R$ 8.523,49";136;148;"R$ 10.379,98";196;209;"R$ 1.856,49";60;61;"R$ 9.215,71";147;"R$ 13.265,68";228;241;"R$ 2.753,43";81;2026-01-09-2026-01-09;5284;38.14%;14519;"R$ 1.017,08";"R$ 11.969,14";2;25;"R$ 454,69";6;4.05%;284718
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 8.481,35";61;66;"R$ 8.481,35";61;66;"R$ 0,00";0;"R$ 11.073,80";78;81;"R$ 10.593,74";78;2026-01-09-2026-01-09;101770;0.00%;0;"R$ 640,02";"R$ 10.593,74";0;1;"R$ 1.470,54";14;5.22%;411991
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 8.822,39";109;109;"R$ 9.331,70";115;115;"R$ 509,31";6;6;"R$ 9.769,88";120;"R$ 11.890,54";127;127;"R$ 570,02";7;2026-01-09-2026-01-09;3286;44.56%;7992;"R$ 1.758,42";"R$ 10.339,90";2;4;"R$ 257,00";3;4.55%;14256
dicas_daline;Lv. 0;7493168230644270085;"R$ 6.978,06";66;67;"R$ 8.774,92";110;111;"R$ 1.796,86";44;44;"R$ 7.573,28";73;"R$ 10.424,22";117;118;"R$ 1.742,26";44;2026-01-09-2026-01-09;8709;13.85%;9005;"R$ 1.045,49";"R$ 9.315,54";3;0;"R$ 0,00";0;2.43%;69227
bruhellen.ofc;Lv. 0;7299167177645523974;"R$ 6.813,22";92;96;"R$ 7.075,75";96;100;"R$ 262,53";4;4;"R$ 8.530,21";115;"R$ 9.373,60";121;134;"R$ 346,02";6;2026-01-09-2026-01-09;14760;22.72%;22429;"R$ 899,96";"R$ 8.876,23";1;1;"R$ 0,00";0;6.39%;9743
