author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 27.724,09";149;151;"R$ 27.784,01";152;154;"R$ 59,92";3;3;"R$ 31.197,94";159;"R$ 31.921,30";164;166;"R$ 79,60";5;2026-01-12-2026-01-12;14316;18.05%;28925;"R$ 2.844,15";"R$ 31.277,54";5;0;"R$ 379,46";3;5.13%;4273
exitus.shop;Lv. 0;7465784835714614278;"R$ 13.410,92";203;220;"R$ 13.778,97";209;228;"R$ 368,05";6;8;"R$ 14.689,23";219;"R$ 17.216,59";229;252;"R$ 598,98";8;2026-01-12-2026-01-12;18080;10.06%;49694;"R$ 2.396,46";"R$ 15.382,80";1;4;"R$ 0,00";0;3.97%;26597
gabeatrixx;Lv. 0;6807282920202519558;"R$ 10.870,77";171;173;"R$ 11.738,61";198;200;"R$ 867,84";27;27;"R$ 12.010,93";190;"R$ 15.487,48";232;234;"R$ 1.919,10";42;2026-01-12-2026-01-12;5446;26.58%;14317;"R$ 1.038,17";"R$ 13.930,03";3;22;"R$ 690,34";5;7.13%;140907
paulabrigo;Lv. 0;6754367042377892869;"R$ 209,27";5;5;"R$ 11.875,77";271;290;"R$ 11.636,20";265;284;"R$ 336,58";8;"R$ 13.220,61";290;311;"R$ 12.318,66";281;2026-01-12-2026-01-12;11731;25.00%;28;"R$ 999,81";"R$ 12.685,54";0;7;"R$ 156,00";4;3.99%;483106
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 9.878,76";203;203;"R$ 9.927,58";204;204;"R$ 48,82";1;1;"R$ 10.297,05";211;"R$ 11.527,47";211;211;"R$ 0,00";0;2026-01-12-2026-01-12;10758;43.99%;17737;"R$ 1.029,74";"R$ 10.297,05";2;2;"R$ 0,00";0;7.60%;2040
gleicysoares4;Lv. 0;196392495411240960;"R$ 8.587,45";87;121;"R$ 8.902,75";92;126;"R$ 315,30";5;5;"R$ 9.886,15";100;"R$ 10.875,39";104;142;"R$ 175,21";4;2026-01-12-2026-01-12;8988;33.58%;14719;"R$ 977,76";"R$ 10.061,36";3;2;"R$ 0,00";0;3.26%;3769
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 8.515,90";111;111;"R$ 8.730,60";114;114;"R$ 214,70";3;3;"R$ 9.532,39";124;"R$ 11.409,61";129;129;"R$ 342,50";5;2026-01-12-2026-01-12;3357;42.37%;7993;"R$ 1.378,75";"R$ 9.874,89";3;3;"R$ 109,00";1;5.24%;12239
dicas_daline;Lv. 0;7493168230644270085;"R$ 6.874,24";67;67;"R$ 7.725,56";90;90;"R$ 851,32";23;23;"R$ 7.430,32";73;"R$ 9.398,27";94;95;"R$ 803,06";21;2026-01-12-2026-01-12;8782;16.06%;10800;"R$ 1.013,36";"R$ 8.233,38";4;1;"R$ 0,00";0;2.17%;40778
bruhellen.ofc;Lv. 0;7299167177645523974;"R$ 5.584,31";70;71;"R$ 5.754,92";72;73;"R$ 170,61";2;2;"R$ 7.043,43";85;"R$ 7.667,14";89;91;"R$ 277,59";4;2026-01-12-2026-01-12;14941;32.67%;9963;"R$ 749,35";"R$ 7.321,02";1;2;"R$ 0,00";0;6.53%;7295
_marigil;Lv. 0;6812034214969426949;"R$ 2.975,60";34;36;"R$ 4.232,49";44;46;"R$ 1.256,89";10;10;"R$ 3.268,82";39;"R$ 5.939,44";61;63;"R$ 2.250,22";22;2026-01-12-2026-01-12;12881;22.50%;5511;"R$ 676,47";"R$ 5.519,04";1;10;"R$ 217,00";3;5.66%;62968
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 3.620,10";45;46;"R$ 3.620,10";45;46;"R$ 0,00";0;"R$ 5.186,46";54;55;"R$ 4.985,76";54;2026-01-12-2026-01-12;101798;0.00%;0;"R$ 347,71";"R$ 4.985,76";0;4;"R$ 463,15";5;8.27%;106772
jotamatiotti;Lv. 0;6973353133683426309;"R$ 4.547,38";34;40;"R$ 4.636,26";36;42;"R$ 51,05";1;1;"R$ 4.879,13";40;"R$ 5.502,97";42;50;"R$ 51,05";1;2026-01-12-2026-01-12;17068;17.04%;7654;"R$ 505,08";"R$ 4.968,01";5;0;"R$ 117,73";2;2.17%;1660
lekaoindica;Lv. 0;7420153397300626438;"R$ 4.508,60";111;111;"R$ 4.508,60";111;111;"R$ 0,00";0;0;"R$ 4.673,47";116;"R$ 4.433,43";116;116;"R$ 0,00";0;2026-01-12-2026-01-12;3255;8.11%;35191;"R$ 389,45";"R$ 4.673,47";2;2;"R$ 0,00";0;2.77%;1879
dudaabragaa_;Lv. 0;7551623487204131851;"R$ 4.114,07";33;33;"R$ 4.162,36";34;34;"R$ 48,29";1;1;"R$ 4.114,07";33;"R$ 4.715,78";34;34;"R$ 48,29";1;2026-01-12-2026-01-12;2757;10.46%;11868;"R$ 469,97";"R$ 4.162,36";3;0;"R$ 0,00";0;3.20%;3410
baacarvalho_;Lv. 0;6807182721396868102;"R$ 3.966,58";40;40;"R$ 3.966,58";40;40;"R$ 0,00";0;0;"R$ 4.056,88";41;"R$ 4.741,99";41;41;"R$ 0,00";0;2026-01-12-2026-01-12;10146;10.56%;4648;"R$ 427,21";"R$ 4.056,88";3;8;"R$ 0,00";0;2.12%;5332
