author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
exitus.shop;Lv. 0;7465784835714614278;"R$ 11.551,45";149;153;"R$ 12.302,89";164;168;"R$ 751,44";15;15;"R$ 13.027,72";166;"R$ 15.469,50";185;190;"R$ 1.120,21";19;2026-01-08-2026-01-08;17459;10.10%;34102;"R$ 2.398,64";"R$ 14.147,93";2;9;"R$ 0,00";0;4.22%;20579
paulabrigo;Lv. 0;6754367042377892869;"R$ 0,00";0;0;"R$ 9.565,78";265;285;"R$ 9.565,78";265;285;"R$ 29,90";1;"R$ 10.539,77";288;312;"R$ 10.456,90";287;2026-01-08-2026-01-08;10489;100.00%;4;"R$ 747,52";"R$ 10.486,80";0;11;"R$ 352,20";10;2.97%;558685
gabeatrixx;Lv. 0;6807282920202519558;"R$ 7.501,42";123;134;"R$ 8.556,98";154;166;"R$ 1.055,56";31;32;"R$ 8.042,55";132;"R$ 10.348,96";177;191;"R$ 1.478,76";45;2026-01-08-2026-01-08;5222;37.56%;9744;"R$ 749,29";"R$ 9.521,31";2;21;"R$ 0,00";0;13.82%;233378
belinharmoura;Lv. 0;6973414703167489030;"R$ 5.027,96";77;79;"R$ 5.552,57";84;86;"R$ 524,61";7;7;"R$ 5.660,12";86;"R$ 7.191,68";98;100;"R$ 831,74";12;2026-01-08-2026-01-08;8785;46.03%;6266;"R$ 645,23";"R$ 6.491,86";2;1;"R$ 0,00";0;11.24%;10548
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 6.047,24";99;101;"R$ 6.047,24";99;101;"R$ 0,00";0;0;"R$ 6.310,72";103;"R$ 7.122,01";103;105;"R$ 0,00";0;2026-01-08-2026-01-08;9791;36.25%;13517;"R$ 617,43";"R$ 6.310,72";1;2;"R$ 0,00";0;10.46%;1969
realmente_thais;Lv. 0;6830838183241532422;"R$ 5.569,10";32;32;"R$ 5.652,38";34;34;"R$ 83,28";2;2;"R$ 5.892,88";34;"R$ 6.473,76";36;36;"R$ 83,28";2;2026-01-08-2026-01-08;9030;11.91%;22551;"R$ 458,54";"R$ 5.976,16";4;10;"R$ 0,00";0;4.50%;4488
bruhellen.ofc;Lv. 0;7299167177645523974;"R$ 4.640,92";74;78;"R$ 5.120,69";86;90;"R$ 410,77";11;11;"R$ 5.267,02";84;"R$ 6.364,07";98;102;"R$ 488,64";13;2026-01-08-2026-01-08;14695;19.80%;16511;"R$ 658,23";"R$ 5.824,66";1;3;"R$ 0,00";0;5.41%;18390
kahrouul;Lv. 0;6812048966706185222;"R$ 4.720,14";11;11;"R$ 4.758,54";12;13;"R$ 38,40";1;2;"R$ 5.656,71";16;"R$ 5.254,11";21;25;"R$ 143,18";5;2026-01-08-2026-01-08;13928;26.82%;2539;"R$ 493,09";"R$ 5.799,89";0;9;"R$ 0,00";0;7.11%;4793
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 3.194,05";28;30;"R$ 3.146,05";27;29;"R$ 0,00";0;"R$ 4.057,37";34;37;"R$ 3.950,45";33;2026-01-08-2026-01-08;101743;0.00%;0;"R$ 322,30";"R$ 3.998,45";0;0;"R$ 647,05";6;9.95%;135143
jotamatiotti;Lv. 0;6973353133683426309;"R$ 3.366,99";34;35;"R$ 3.509,73";35;38;"R$ 142,74";1;3;"R$ 3.832,97";38;"R$ 4.415,19";39;42;"R$ 142,74";1;2026-01-08-2026-01-08;16891;18.59%;5056;"R$ 434,48";"R$ 3.975,71";5;6;"R$ 153,36";3;3.12%;2309
lucilenecreator;Lv. 0;7175618308203807749;"R$ 2.656,76";95;95;"R$ 3.489,52";117;117;"R$ 832,76";22;22;"R$ 2.724,55";98;"R$ 3.689,07";124;124;"R$ 998,23";26;2026-01-08-2026-01-08;390045;32.92%;7666;"R$ 367,43";"R$ 3.722,78";5;13;"R$ 0,00";0;2.54%;37335
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 2.639,46";32;32;"R$ 3.089,67";41;42;"R$ 450,21";9;10;"R$ 3.191,32";39;"R$ 4.063,39";49;50;"R$ 479,56";10;2026-01-08-2026-01-08;3287;31.32%;4997;"R$ 479,05";"R$ 3.670,88";3;8;"R$ 87,95";3;2.61%;25729
freirevictoria2;Lv. 0;6812000906612884485;"R$ 3.606,08";75;75;"R$ 3.606,08";75;75;"R$ 0,00";0;0;"R$ 3.668,86";76;"R$ 4.150,91";76;76;"R$ 0,00";0;2026-01-08-2026-01-08;4374;62.06%;7871;"R$ 370,88";"R$ 3.668,86";1;0;"R$ 0,00";0;0.72%;138
gleicysoares4;Lv. 0;196392495411240960;"R$ 3.124,61";57;57;"R$ 3.124,61";57;57;"R$ 0,00";0;0;"R$ 3.553,60";64;"R$ 3.974,48";64;64;"R$ 0,00";0;2026-01-08-2026-01-08;8370;38.82%;11372;"R$ 383,61";"R$ 3.553,60";1;0;"R$ 0,00";0;7.49%;2362
elenaratrindade;Lv. 0;6532062669149618177;"R$ 2.358,56";29;29;"R$ 2.764,88";34;34;"R$ 406,32";5;5;"R$ 2.546,80";31;"R$ 3.820,73";42;42;"R$ 936,30";11;2026-01-08-2026-01-08;18148;36.14%;10474;"R$ 348,48";"R$ 3.483,10";2;0;"R$ 0,00";0;9.28%;12890
ka_maedosgemeos;Lv. 0;6816152278040691717;"R$ 0,00";0;0;"R$ 3.152,11";91;94;"R$ 3.152,11";91;94;"R$ 0,00";0;"R$ 3.354,86";93;97;"R$ 3.257,08";93;2026-01-08-2026-01-08;14412;0.00%;0;"R$ 258,91";"R$ 3.257,08";0;2;"R$ 0,00";0;3.13%;62990
alex.e.denise;Lv. 0;7524184363413029893;"R$ 2.991,33";74;80;"R$ 2.991,33";74;80;"R$ 0,00";0;0;"R$ 2.991,33";74;"R$ 3.177,18";75;82;"R$ 249,98";1;2026-01-08-2026-01-08;3176;4.85%;23919;"R$ 410,24";"R$ 3.241,31";1;1;"R$ 0,00";0;3.45%;1304
_marigil;Lv. 0;6812034214969426949;"R$ 801,29";9;9;"R$ 2.377,04";24;25;"R$ 1.575,75";15;16;"R$ 801,29";9;"R$ 3.368,72";38;40;"R$ 2.421,62";29;2026-01-08-2026-01-08;12792;26.23%;2608;"R$ 372,26";"R$ 3.222,91";1;7;"R$ 333,58";6;6.04%;48177
empoderyas;Lv. 0;6814645518830388229;"R$ 44,46";1;1;"R$ 1.925,62";36;37;"R$ 1.881,16";35;36;"R$ 413,21";5;"R$ 3.416,42";50;52;"R$ 2.723,63";45;2026-01-08-2026-01-08;22320;11.11%;9;"R$ 358,13";"R$ 3.136,84";0;8;"R$ 0,00";0;2.76%;176081
oi.dudaoliveira;Lv. 0;7254961629494199301;"R$ 0,00";0;0;"R$ 1.912,61";27;27;"R$ 1.912,61";27;27;"R$ 0,00";0;"R$ 3.036,73";42;42;"R$ 3.002,56";42;2026-01-08-2026-01-08;17833;0.00%;0;"R$ 301,35";"R$ 3.002,56";0;5;"R$ 0,00";0;10.44%;53113
estefanecris;Lv. 0;6697614969733776385;"R$ 0,00";0;0;"R$ 2.442,33";63;65;"R$ 2.442,33";63;65;"R$ 0,00";0;"R$ 2.787,59";75;77;"R$ 2.868,54";75;2026-01-08-2026-01-08;16205;0.00%;0;"R$ 235,24";"R$ 2.868,54";0;10;"R$ 43,40";1;4.29%;84290
jumuriel.a;Lv. 0;7288359799254516741;"R$ 2.016,31";34;34;"R$ 2.410,37";37;37;"R$ 394,06";3;3;"R$ 2.385,94";40;"R$ 2.905,12";43;43;"R$ 394,06";3;2026-01-08-2026-01-08;10712;29.17%;11671;"R$ 334,98";"R$ 2.780,00";2;10;"R$ 0,00";0;4.81%;7031
