author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 16.278,31";40;40;"R$ 16.398,27";42;42;"R$ 119,96";2;2;"R$ 16.762,91";41;"R$ 17.583,52";46;47;"R$ 220,68";5;2026-01-29-2026-01-29;16247;28.37%;15287;"R$ 1.499,04";"R$ 16.983,59";5;2;"R$ 0,00";0;0.95%;20129
_marigil;Lv. 0;6812034214969426949;"R$ 9.099,35";72;74;"R$ 11.467,68";109;120;"R$ 2.368,33";37;46;"R$ 10.478,49";84;"R$ 14.212,39";127;138;"R$ 3.270,18";43;2026-01-29-2026-01-29;14097;45.82%;6017;"R$ 1.466,09";"R$ 13.748,67";1;16;"R$ 1.642,09";29;5.96%;84098
exitus.shop;Lv. 0;7465784835714614278;"R$ 8.865,23";116;123;"R$ 9.551,83";131;139;"R$ 686,60";15;16;"R$ 10.091,76";132;"R$ 11.972,32";149;161;"R$ 851,97";17;2026-01-29-2026-01-29;20232;5.08%;72870;"R$ 1.873,71";"R$ 10.943,73";1;1;"R$ 0,00";0;3.52%;11022
fabiecleon;Lv. 0;6795096179774424069;"R$ 7.872,32";119;120;"R$ 8.248,01";129;130;"R$ 375,69";10;10;"R$ 8.838,84";135;"R$ 9.586,45";145;146;"R$ 375,69";10;2026-01-29-2026-01-29;7398;42.50%;17904;"R$ 962,90";"R$ 9.214,53";2;1;"R$ 0,00";0;9.06%;14026
byadrianams;Lv. 0;7516288332260951046;"R$ 5.235,57";33;33;"R$ 5.388,86";35;35;"R$ 153,29";2;2;"R$ 5.843,88";37;"R$ 6.504,13";43;43;"R$ 485,94";6;2026-01-29-2026-01-29;8494;22.68%;6071;"R$ 596,33";"R$ 6.329,82";2;4;"R$ 0,00";0;7.32%;7527
ka_maedosgemeos;Lv. 0;6816152278040691717;"R$ 4.795,59";76;83;"R$ 5.652,66";101;108;"R$ 857,07";25;25;"R$ 4.904,47";78;"R$ 5.744,55";104;111;"R$ 886,14";26;2026-01-29-2026-01-29;14641;21.78%;8548;"R$ 504,86";"R$ 5.790,61";2;2;"R$ 0,00";0;3.72%;20605
alex.e.denise;Lv. 0;7524184363413029893;"R$ 5.323,94";44;47;"R$ 5.385,94";45;48;"R$ 62,00";1;1;"R$ 5.361,58";46;"R$ 5.921,51";47;51;"R$ 62,00";1;2026-01-29-2026-01-29;4045;15.71%;9697;"R$ 1.091,32";"R$ 5.423,58";2;0;"R$ 0,00";0;4.10%;8970
casatiktokshop;Lv. 0;7279022943836242949;"R$ 5.184,58";70;70;"R$ 5.184,58";70;70;"R$ 0,00";0;0;"R$ 5.338,09";72;"R$ 5.843,28";72;72;"R$ 0,00";0;2026-01-29-2026-01-29;9449;15.15%;16058;"R$ 609,07";"R$ 5.338,09";2;0;"R$ 0,00";0;4.46%;583
roseanelazzarotto;Lv. 0;7103934273183269893;"R$ 2.888,03";26;26;"R$ 4.626,29";59;59;"R$ 1.738,26";33;33;"R$ 3.036,72";27;"R$ 5.730,23";61;61;"R$ 2.177,14";34;2026-01-29-2026-01-29;6354;19.95%;5324;"R$ 480,10";"R$ 5.213,86";3;6;"R$ 98,52";1;5.35%;41211
leosoaressilva01;Lv. 0;6579606751364481029;"R$ 4.093,91";25;25;"R$ 4.124,61";26;26;"R$ 30,70";1;1;"R$ 5.066,86";30;"R$ 5.261,90";31;31;"R$ 30,70";1;2026-01-29-2026-01-29;14149;58.41%;3539;"R$ 421,35";"R$ 5.097,56";1;3;"R$ 43,14";1;2.41%;3987
dudaabragaa_;Lv. 0;7551623487204131851;"R$ 4.124,52";14;14;"R$ 4.239,24";16;16;"R$ 114,72";2;2;"R$ 4.498,90";16;"R$ 4.884,14";19;19;"R$ 170,84";3;2026-01-29-2026-01-29;3167;26.70%;5210;"R$ 539,64";"R$ 4.669,74";3;0;"R$ 112,24";2;4.06%;2391
lucilenecreator;Lv. 0;7175618308203807749;"R$ 3.576,78";126;135;"R$ 4.048,21";138;147;"R$ 471,43";12;12;"R$ 3.988,71";141;"R$ 4.406,83";156;166;"R$ 595,17";15;2026-01-29-2026-01-29;390053;22.31%;18878;"R$ 414,74";"R$ 4.583,88";10;0;"R$ 0,00";0;1.81%;80722
jotamatiotti;Lv. 0;6973353133683426309;"R$ 3.178,33";32;33;"R$ 3.655,69";37;41;"R$ 477,36";5;8;"R$ 3.936,46";40;"R$ 4.777,97";45;49;"R$ 477,36";5;2026-01-29-2026-01-29;17461;26.32%;4623;"R$ 483,47";"R$ 4.413,82";4;0;"R$ 140,09";3;6.13%;2137
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 3.329,70";17;17;"R$ 3.811,65";24;26;"R$ 481,95";7;9;"R$ 3.676,12";24;"R$ 4.643,42";37;40;"R$ 687,93";13;2026-01-29-2026-01-29;3655;36.72%;5506;"R$ 366,18";"R$ 4.364,05";2;1;"R$ 299,02";9;8.63%;24080
bdgroupshop;Lv. 0;7477153061481694214;"R$ 3.470,65";7;7;"R$ 3.470,65";7;7;"R$ 0,00";0;0;"R$ 4.029,45";8;"R$ 3.719,73";8;8;"R$ 0,00";0;2026-01-29-2026-01-29;2828;17.45%;6844;"R$ 260,58";"R$ 4.029,45";4;4;"R$ 0,00";0;4.30%;2817
adayindica;Lv. 0;7510036874955834424;"R$ 3.317,33";30;34;"R$ 3.317,33";30;34;"R$ 0,00";0;0;"R$ 3.657,43";32;"R$ 3.932,57";32;36;"R$ 0,00";0;2026-01-29-2026-01-29;15924;50.19%;8613;"R$ 293,05";"R$ 3.657,43";4;0;"R$ 0,00";0;2.72%;1836
corposaudavelshop;Lv. 0;7436549500640265271;"R$ 3.152,67";8;8;"R$ 3.189,67";9;9;"R$ 37,00";1;1;"R$ 3.152,67";8;"R$ 3.518,10";11;11;"R$ 404,49";3;2026-01-29-2026-01-29;7845;14.85%;7082;"R$ 277,96";"R$ 3.557,16";2;7;"R$ 0,00";0;3.19%;3576
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 3.335,74";57;57;"R$ 3.335,74";57;57;"R$ 0,00";0;"R$ 3.405,27";57;57;"R$ 3.349,69";57;2026-01-29-2026-01-29;102619;0.00%;0;"R$ 295,26";"R$ 3.349,69";0;1;"R$ 545,08";7;7.04%;94802
maduh_maduh;Lv. 0;6785325983413355525;"R$ 2.491,42";21;22;"R$ 2.700,02";24;25;"R$ 208,60";3;3;"R$ 2.780,26";23;"R$ 3.448,70";27;28;"R$ 259,12";4;2026-01-29-2026-01-29;11274;52.18%;8698;"R$ 267,01";"R$ 3.039,38";1;7;"R$ 0,00";0;5.40%;16715
paulabrigo;Lv. 0;6754367042377892869;"R$ 48,29";1;1;"R$ 2.335,94";54;55;"R$ 2.287,65";53;54;"R$ 48,29";1;"R$ 2.986,55";66;69;"R$ 2.958,66";65;2026-01-29-2026-01-29;14115;0.00%;0;"R$ 275,49";"R$ 3.006,95";0;3;"R$ 360,83";9;8.63%;96204
gabeatrixx;Lv. 0;6807282920202519558;"R$ 163,13";3;3;"R$ 1.472,17";33;33;"R$ 1.309,04";30;30;"R$ 211,53";4;"R$ 3.222,25";56;56;"R$ 2.664,95";52;2026-01-29-2026-01-29;5865;100.00%;1;"R$ 177,75";"R$ 2.876,48";0;51;"R$ 35,90";1;12.14%;202346
le.shimokawa;Lv. 0;7576410231854466069;"R$ 0,00";0;0;"R$ 2.607,52";99;112;"R$ 2.607,52";99;112;"R$ 0,00";0;"R$ 3.446,42";100;112;"R$ 2.672,58";100;2026-01-29-2026-01-29;1385;0.00%;0;"R$ 278,81";"R$ 2.672,58";0;4;"R$ 0,00";0;7.65%;56049
luanacanedo1;Lv. 0;6782460551748486149;"R$ 0,00";0;0;"R$ 2.003,68";36;37;"R$ 2.003,68";36;37;"R$ 0,00";0;"R$ 2.689,96";42;43;"R$ 2.571,66";42;2026-01-29-2026-01-29;6628;0.00%;0;"R$ 283,23";"R$ 2.571,66";0;54;"R$ 90,21";1;7.34%;34491
lekaoindica;Lv. 0;7420153397300626438;"R$ 2.452,55";57;57;"R$ 2.452,55";57;57;"R$ 0,00";0;0;"R$ 2.452,55";57;"R$ 2.175,03";58;58;"R$ 33,49";1;2026-01-29-2026-01-29;3494;9.43%;14415;"R$ 193,22";"R$ 2.486,04";2;0;"R$ 0,00";0;3.24%;5934
baacarvalho_;Lv. 0;6807182721396868102;"R$ 2.226,26";88;93;"R$ 2.226,26";88;93;"R$ 0,00";0;0;"R$ 2.414,76";94;"R$ 2.414,19";94;101;"R$ 0,00";0;2026-01-29-2026-01-29;10648;32.46%;11819;"R$ 182,17";"R$ 2.414,76";5;5;"R$ 0,00";0;3.53%;2695
morganakoerich;Lv. 0;6813070438303548421;"R$ 0,00";0;0;"R$ 2.080,69";55;56;"R$ 2.080,69";55;56;"R$ 0,00";0;"R$ 2.532,45";62;63;"R$ 2.391,06";62;2026-01-29-2026-01-29;29086;0.00%;0;"R$ 307,76";"R$ 2.391,06";0;3;"R$ 1.969,03";53;7.88%;225110
oi.dudaoliveira;Lv. 0;7254961629494199301;"R$ 58,71";1;1;"R$ 1.562,45";19;19;"R$ 1.503,74";18;18;"R$ 0,00";0;"R$ 2.367,18";28;28;"R$ 1.844,49";24;2026-01-29-2026-01-29;18096;0.00%;0;"R$ 214,26";"R$ 2.316,00";0;6;"R$ 0,00";0;6.27%;54463
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 1.491,23";29;29;"R$ 2.045,57";39;40;"R$ 72,14";1;1;"R$ 1.659,07";32;"R$ 2.318,98";42;43;"R$ 72,14";1;2026-01-29-2026-01-29;13348;18.39%;8685;"R$ 208,97";"R$ 2.213,41";2;0;"R$ 0,00";0;5.50%;1308
cleidealmeidabr;Lv. 0;6580676376294424581;"R$ 1.477,42";20;20;"R$ 1.477,42";20;20;"R$ 0,00";0;0;"R$ 2.124,71";25;"R$ 2.264,55";25;25;"R$ 0,00";0;2026-01-29-2026-01-29;8845;26.29%;4583;"R$ 204,50";"R$ 2.124,71";3;2;"R$ 178,02";1;3.36%;298
jokimura;Lv. 0;7065151738303267845;"R$ 1.350,25";22;22;"R$ 1.529,92";26;27;"R$ 35,29";1;1;"R$ 1.861,34";31;"R$ 2.102,43";35;36;"R$ 35,29";1;2026-01-29-2026-01-29;6677;30.23%;3920;"R$ 219,45";"R$ 2.041,01";1;3;"R$ 0,00";0;7.46%;2090
angellamariane;Lv. 0;6803783218137383942;"R$ 1.864,64";37;40;"R$ 1.864,64";37;40;"R$ 0,00";0;0;"R$ 2.020,11";40;"R$ 2.172,45";40;43;"R$ 0,00";0;2026-01-29-2026-01-29;9944;29.73%;3397;"R$ 163,70";"R$ 2.020,11";1;4;"R$ 0,00";0;4.46%;1548
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 0,00";0;0;"R$ 1.644,68";6;6;"R$ 1.644,68";6;6;"R$ 0,00";0;"R$ 2.147,45";7;7;"R$ 1.979,08";7;2026-01-29-2026-01-29;5012;0.00%;3;"R$ 60,86";"R$ 1.979,08";0;2;"R$ 0,00";0;14.17%;35804
