author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 11.781,51";99;115;"R$ 11.885,33";102;118;"R$ 103,82";3;3;"R$ 12.098,10";102;"R$ 13.563,89";108;124;"R$ 202,45";6;2026-01-16-2026-01-16;14458;21.72%;27103;"R$ 1.391,44";"R$ 12.300,55";9;1;"R$ 334,74";2;2.39%;13716
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 9.993,12";169;170;"R$ 10.205,17";174;175;"R$ 180,41";4;4;"R$ 10.262,98";174;"R$ 11.850,07";179;180;"R$ 180,41";4;2026-01-16-2026-01-16;11383;36.66%;17144;"R$ 1.069,39";"R$ 10.475,03";1;0;"R$ 0,00";0;8.19%;1977
alex.e.denise;Lv. 0;7524184363413029893;"R$ 8.778,38";120;121;"R$ 8.778,38";120;121;"R$ 0,00";0;0;"R$ 8.995,16";123;"R$ 9.680,00";123;124;"R$ 0,00";0;2026-01-16-2026-01-16;3442;16.44%;38039;"R$ 2.002,86";"R$ 8.995,16";2;0;"R$ 0,00";0;3.08%;1722
fabiecleon;Lv. 0;6795096179774424069;"R$ 8.291,11";170;170;"R$ 8.594,42";173;174;"R$ 303,31";3;4;"R$ 8.482,00";173;"R$ 9.728,73";176;177;"R$ 303,31";3;2026-01-16-2026-01-16;4473;45.18%;15529;"R$ 889,71";"R$ 8.785,31";1;3;"R$ 0,00";0;9.82%;5568
_marigil;Lv. 0;6812034214969426949;"R$ 6.706,24";54;56;"R$ 7.622,31";65;68;"R$ 916,07";11;12;"R$ 7.151,07";59;"R$ 8.990,79";74;77;"R$ 1.364,74";15;2026-01-16-2026-01-16;13191;33.27%;8387;"R$ 1.140,25";"R$ 8.515,81";1;6;"R$ 403,46";7;5.19%;53189
byadrianams;Lv. 0;7516288332260951046;"R$ 7.354,57";27;27;"R$ 7.605,31";31;31;"R$ 250,74";4;4;"R$ 7.507,68";28;"R$ 8.365,55";33;33;"R$ 335,58";5;2026-01-16-2026-01-16;7886;11.35%;27085;"R$ 728,41";"R$ 7.843,26";3;2;"R$ 48,27";1;6.60%;4830
paulabrigo;Lv. 0;6754367042377892869;"R$ 49,99";1;1;"R$ 4.930,96";127;131;"R$ 4.880,97";126;130;"R$ 109,98";2;"R$ 5.699,59";144;148;"R$ 5.463,89";142;2026-01-16-2026-01-16;12196;0.00%;0;"R$ 415,93";"R$ 5.573,87";0;12;"R$ 370,73";9;6.15%;241872
empoderyas;Lv. 0;6814645518830388229;"R$ 2.747,49";53;54;"R$ 4.609,61";89;90;"R$ 1.862,12";36;36;"R$ 2.897,43";56;"R$ 5.864,23";101;106;"R$ 2.514,95";45;2026-01-16-2026-01-16;22644;17.87%;8734;"R$ 550,08";"R$ 5.412,38";3;12;"R$ 0,00";0;3.98%;136876
gabeatrixx;Lv. 0;6807282920202519558;"R$ 3.675,97";63;64;"R$ 4.189,45";77;78;"R$ 513,48";14;14;"R$ 4.037,70";69;"R$ 5.903,91";96;97;"R$ 1.276,04";27;2026-01-16-2026-01-16;5600;27.59%;7695;"R$ 399,56";"R$ 5.313,74";2;24;"R$ 0,00";0;7.91%;119420
adayindica;Lv. 0;7510036874955834424;"R$ 4.736,92";34;42;"R$ 4.776,82";35;43;"R$ 39,90";1;1;"R$ 4.945,77";36;"R$ 5.537,50";37;45;"R$ 39,90";1;2026-01-16-2026-01-16;15894;53.88%;8423;"R$ 298,95";"R$ 4.985,67";3;3;"R$ 0,00";0;4.13%;2468
jumuriel.a;Lv. 0;7288359799254516741;"R$ 3.720,17";70;70;"R$ 3.720,17";70;70;"R$ 0,00";0;0;"R$ 3.974,67";75;"R$ 3.699,01";75;75;"R$ 0,00";0;2026-01-16-2026-01-16;11745;22.96%;16401;"R$ 476,95";"R$ 3.974,67";1;1;"R$ 0,00";0;6.31%;5181
elenaratrindade;Lv. 0;6532062669149618177;"R$ 2.903,02";50;50;"R$ 3.272,00";55;55;"R$ 368,98";5;5;"R$ 2.971,02";51;"R$ 4.179,00";59;59;"R$ 746,27";8;2026-01-16-2026-01-16;18866;37.88%;15482;"R$ 380,72";"R$ 3.717,29";5;0;"R$ 0,00";0;8.71%;14229
casatiktokshop;Lv. 0;7279022943836242949;"R$ 3.156,29";44;45;"R$ 3.222,25";45;46;"R$ 0,00";0;0;"R$ 3.421,51";47;"R$ 3.782,74";48;49;"R$ 0,00";0;2026-01-16-2026-01-16;8820;12.55%;17922;"R$ 292,30";"R$ 3.487,47";2;0;"R$ 0,00";0;1.37%;1091
bruhellen.ofc;Lv. 0;7299167177645523974;"R$ 2.263,16";34;34;"R$ 2.501,84";37;37;"R$ 238,68";3;3;"R$ 2.886,76";40;"R$ 3.265,77";43;43;"R$ 238,68";3;2026-01-16-2026-01-16;15176;33.78%;5095;"R$ 307,96";"R$ 3.125,44";1;2;"R$ 0,00";0;5.91%;5587
exitus.shop;Lv. 0;7465784835714614278;"R$ 2.549,43";39;39;"R$ 2.549,43";39;39;"R$ 0,00";0;0;"R$ 2.861,98";44;"R$ 3.230,58";44;44;"R$ 0,00";0;2026-01-16-2026-01-16;18628;8.13%;9941;"R$ 577,64";"R$ 2.861,98";3;9;"R$ 0,00";0;5.27%;4800
lucilenecreator;Lv. 0;7175618308203807749;"R$ 2.181,99";70;70;"R$ 2.526,37";81;81;"R$ 344,38";11;11;"R$ 2.305,24";73;"R$ 2.618,30";85;85;"R$ 383,99";12;2026-01-16-2026-01-16;390011;17.36%;10605;"R$ 250,53";"R$ 2.689,23";3;8;"R$ 0,00";0;1.61%;90647
oi.dudaoliveira;Lv. 0;7254961629494199301;"R$ 449,67";6;6;"R$ 1.717,07";33;35;"R$ 1.267,40";27;29;"R$ 449,67";6;"R$ 2.549,81";44;46;"R$ 1.981,96";38;2026-01-16-2026-01-16;17969;28.15%;1634;"R$ 261,31";"R$ 2.431,63";1;5;"R$ 0,00";0;9.25%;48469
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 2.285,47";44;44;"R$ 2.344,37";45;45;"R$ 58,90";1;1;"R$ 2.285,47";44;"R$ 2.629,60";45;45;"R$ 58,90";1;2026-01-16-2026-01-16;5019;22.65%;8711;"R$ 232,30";"R$ 2.344,37";2;1;"R$ 0,00";0;4.04%;2106
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 1.936,85";38;42;"R$ 1.936,85";38;42;"R$ 0,00";0;"R$ 2.285,74";44;49;"R$ 2.295,00";44;2026-01-16-2026-01-16;85699;0.00%;0;"R$ 257,31";"R$ 2.295,00";0;8;"R$ 0,00";0;3.08%;61737
schepaesugc;Lv. 0;7510012444408923152;"R$ 1.890,76";32;33;"R$ 1.927,04";33;34;"R$ 36,28";1;1;"R$ 2.220,23";38;"R$ 2.414,41";39;40;"R$ 36,28";1;2026-01-16-2026-01-16;2679;13.48%;7723;"R$ 336,35";"R$ 2.256,51";3;0;"R$ 0,00";0;7.86%;560
gleicysoares4;Lv. 0;196392495411240960;"R$ 1.991,94";34;35;"R$ 1.991,94";34;35;"R$ 0,00";0;0;"R$ 2.247,73";38;"R$ 2.478,08";38;39;"R$ 0,00";0;2026-01-16-2026-01-16;9260;28.51%;7527;"R$ 214,87";"R$ 2.247,73";3;0;"R$ 0,00";0;4.98%;3273
lelehelena98;Lv. 0;6789761976480728070;"R$ 0,00";0;0;"R$ 1.220,79";11;11;"R$ 1.220,79";11;11;"R$ 0,00";0;"R$ 2.095,28";17;17;"R$ 2.004,89";17;2026-01-16-2026-01-16;102127;0.00%;0;"R$ 276,05";"R$ 2.004,89";0;3;"R$ 975,00";8;6.05%;129727
stefannyszeremeta;Lv. 0;6782565354968499205;"R$ 0,00";0;0;"R$ 2.053,64";43;43;"R$ 2.053,64";43;43;"R$ 0,00";0;"R$ 1.908,73";42;42;"R$ 1.991,08";42;2026-01-16-2026-01-16;6769;0.00%;0;"R$ 149,48";"R$ 1.991,08";0;34;"R$ 0,00";0;1.55%;67401
byluizdanyell;Lv. 0;6592688737821392901;"R$ 1.502,94";11;11;"R$ 1.545,17";12;12;"R$ 42,23";1;1;"R$ 1.899,14";15;"R$ 2.141,32";16;16;"R$ 42,23";1;2026-01-16-2026-01-16;119058;23.19%;2471;"R$ 241,18";"R$ 1.941,37";4;3;"R$ 248,25";2;11.66%;13360
dicas_daline;Lv. 0;7493168230644270085;"R$ 0,00";0;0;"R$ 1.236,57";28;28;"R$ 1.236,57";28;28;"R$ 417,00";1;"R$ 1.811,82";35;37;"R$ 1.521,57";34;2026-01-16-2026-01-16;8896;6.07%;1368;"R$ 147,45";"R$ 1.938,57";2;6;"R$ 0,00";0;6.21%;16550
leosoaressilva01;Lv. 0;6579606751364481029;"R$ 1.650,20";12;12;"R$ 1.855,79";18;20;"R$ 205,59";6;8;"R$ 1.708,20";13;"R$ 2.098,22";19;21;"R$ 205,59";6;2026-01-16-2026-01-16;13825;46.34%;1256;"R$ 187,73";"R$ 1.913,79";1;0;"R$ 45,89";1;1.54%;10774
