author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
belinharmoura;Lv. 0;6973414703167489030;"R$ 12.723,43";200;202;"R$ 13.669,20";213;215;"R$ 945,77";13;13;"R$ 13.462,72";211;"R$ 16.370,18";225;227;"R$ 924,02";13;2026-01-26-2026-01-26;8890;68.31%;8131;"R$ 1.473,90";"R$ 14.457,99";1;2;"R$ 0,00";0;9.29%;11401
anatashagomesc;Lv. 0;7458032352510346245;"R$ 12.674,44";191;194;"R$ 12.674,44";191;194;"R$ 0,00";0;0;"R$ 14.374,89";216;"R$ 16.245,55";216;219;"R$ 0,00";0;2026-01-26-2026-01-26;11379;57.21%;11287;"R$ 1.449,42";"R$ 14.374,89";1;0;"R$ 0,00";0;8.56%;3319
_marigil;Lv. 0;6812034214969426949;"R$ 9.904,66";78;79;"R$ 10.609,21";88;90;"R$ 704,55";10;11;"R$ 10.482,93";83;"R$ 12.253,40";99;100;"R$ 1.004,58";16;2026-01-26-2026-01-26;13858;42.20%;9221;"R$ 1.154,08";"R$ 11.487,51";2;5;"R$ 456,27";6;6.59%;42880
exitus.shop;Lv. 0;7465784835714614278;"R$ 9.664,30";94;118;"R$ 9.741,40";96;120;"R$ 47,20";1;1;"R$ 11.264,32";113;"R$ 12.519,63";117;143;"R$ 177,60";3;2026-01-26-2026-01-26;19801;7.83%;27528;"R$ 1.832,35";"R$ 11.471,82";3;3;"R$ 0,00";0;3.19%;9406
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 9.924,57";188;188;"R$ 9.979,56";189;189;"R$ 54,99";1;1;"R$ 10.481,78";198;"R$ 11.290,26";199;199;"R$ 54,99";1;2026-01-26-2026-01-26;13145;28.75%;19226;"R$ 1.025,17";"R$ 10.536,77";1;0;"R$ 169,92";1;6.50%;2584
kahrouul;Lv. 0;6812048966706185222;"R$ 7.346,83";44;44;"R$ 7.992,46";51;51;"R$ 130,92";3;3;"R$ 8.034,10";48;"R$ 9.518,71";57;57;"R$ 252,58";5;2026-01-26-2026-01-26;15166;40.56%;4532;"R$ 1.005,32";"R$ 8.801,39";1;3;"R$ 0,00";0;4.18%;4643
corposaudavelshop;Lv. 0;7436549500640265271;"R$ 7.788,50";20;20;"R$ 7.788,50";20;20;"R$ 0,00";0;0;"R$ 8.157,50";21;"R$ 8.169,00";21;21;"R$ 0,00";0;2026-01-26-2026-01-26;7786;8.04%;14389;"R$ 551,46";"R$ 8.157,50";3;2;"R$ 0,00";0;4.16%;1681
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 4.776,61";81;81;"R$ 4.912,91";83;83;"R$ 136,30";2;2;"R$ 5.433,11";92;"R$ 6.372,93";96;96;"R$ 270,08";4;2026-01-26-2026-01-26;3596;26.61%;8189;"R$ 584,48";"R$ 5.703,19";2;7;"R$ 59,40";1;9.34%;27696
byadrianams;Lv. 0;7516288332260951046;"R$ 4.756,49";33;34;"R$ 5.004,10";37;38;"R$ 247,61";4;4;"R$ 4.867,63";34;"R$ 5.450,14";38;39;"R$ 247,61";4;2026-01-26-2026-01-26;8433;23.74%;10519;"R$ 498,04";"R$ 5.115,24";3;3;"R$ 0,00";0;5.13%;5339
paulabrigo;Lv. 0;6754367042377892869;"R$ 2.134,50";46;48;"R$ 3.918,54";84;89;"R$ 1.784,04";38;41;"R$ 2.189,49";47;"R$ 4.964,70";93;100;"R$ 2.407,14";46;2026-01-26-2026-01-26;13906;8.39%;7341;"R$ 370,89";"R$ 4.596,63";1;18;"R$ 408,88";9;10.29%;118252
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 4.396,42";64;68;"R$ 4.396,42";64;68;"R$ 0,00";0;0;"R$ 4.396,42";64;"R$ 4.220,78";64;68;"R$ 0,00";0;2026-01-26-2026-01-26;4841;8.81%;17565;"R$ 307,38";"R$ 4.396,42";4;0;"R$ 0,00";0;12.73%;11166
