author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 24.913,82";78;78;"R$ 24.944,91";79;79;"R$ 31,09";1;1;"R$ 25.438,87";82;"R$ 25.374,01";85;85;"R$ 50,38";3;2026-01-25-2026-01-25;15126;33.57%;26913;"R$ 2.254,69";"R$ 25.489,25";3;0;"R$ 0,00";0;3.37%;5543
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 21.041,62";417;421;"R$ 21.540,30";427;431;"R$ 190,08";3;3;"R$ 21.583,04";427;"R$ 24.141,07";437;440;"R$ 190,08";3;2026-01-25-2026-01-25;13142;33.58%;35778;"R$ 2.170,71";"R$ 22.081,72";1;1;"R$ 0,00";0;6.34%;2335
gleicysoares4;Lv. 0;196392495411240960;"R$ 8.094,86";145;146;"R$ 8.335,55";149;150;"R$ 240,69";4;4;"R$ 8.455,49";152;"R$ 9.683,99";156;157;"R$ 240,69";4;2026-01-25-2026-01-25;10251;34.64%;27363;"R$ 971,51";"R$ 8.696,18";1;0;"R$ 0,00";0;3.76%;11847
paulabrigo;Lv. 0;6754367042377892869;"R$ 5.368,69";116;119;"R$ 7.675,65";166;173;"R$ 2.306,96";50;54;"R$ 5.461,17";118;"R$ 8.849,20";177;186;"R$ 2.729,74";59;2026-01-25-2026-01-25;13787;9.53%;23014;"R$ 662,16";"R$ 8.190,91";1;8;"R$ 294,26";5;8.11%;124754
giovaniemiliano;Lv. 0;6771260286038197253;"R$ 5.229,68";92;95;"R$ 5.415,01";94;97;"R$ 185,33";2;2;"R$ 5.449,42";96;"R$ 6.223,20";98;101;"R$ 185,33";2;2026-01-25-2026-01-25;153065;14.99%;17793;"R$ 652,75";"R$ 5.634,75";1;32;"R$ 0,00";0;2.79%;7527
elenaratrindade;Lv. 0;6532062669149618177;"R$ 721,94";9;9;"R$ 4.726,06";109;109;"R$ 4.004,12";100;100;"R$ 1.170,57";14;"R$ 5.542,76";122;122;"R$ 4.291,31";108;2026-01-25-2026-01-25;19598;40.91%;5356;"R$ 567,58";"R$ 5.461,88";2;0;"R$ 0,00";0;3.59%;139967
realmente_thais;Lv. 0;6830838183241532422;"R$ 4.805,07";29;29;"R$ 5.139,85";30;30;"R$ 334,78";1;1;"R$ 4.978,69";30;"R$ 5.750,39";31;31;"R$ 334,78";1;2026-01-25-2026-01-25;11050;12.83%;18401;"R$ 436,38";"R$ 5.313,47";2;3;"R$ 0,00";0;11.43%;16855
roseanelazzarotto;Lv. 0;7103934273183269893;"R$ 3.851,23";25;27;"R$ 4.838,45";31;34;"R$ 987,22";6;7;"R$ 4.003,12";26;"R$ 5.776,36";34;37;"R$ 1.236,11";8;2026-01-25-2026-01-25;6124;14.01%;5231;"R$ 526,19";"R$ 5.239,23";2;4;"R$ 0,00";0;6.15%;5760
alex.e.denise;Lv. 0;7524184363413029893;"R$ 4.687,10";99;101;"R$ 5.073,28";104;106;"R$ 386,18";5;5;"R$ 4.751,65";100;"R$ 5.399,60";106;109;"R$ 460,52";6;2026-01-25-2026-01-25;3741;13.67%;15907;"R$ 635,23";"R$ 5.212,17";4;1;"R$ 0,00";0;3.28%;6492
fabiecleon;Lv. 0;6795096179774424069;"R$ 4.514,11";71;73;"R$ 4.556,05";72;74;"R$ 41,94";1;1;"R$ 4.895,33";76;"R$ 5.632,53";78;80;"R$ 76,93";2;2026-01-25-2026-01-25;6666;23.79%;12506;"R$ 534,73";"R$ 4.972,26";1;1;"R$ 0,00";0;8.76%;4941
exitus.shop;Lv. 0;7465784835714614278;"R$ 3.974,87";62;63;"R$ 4.158,72";65;66;"R$ 183,85";3;3;"R$ 4.495,40";69;"R$ 5.198,96";73;75;"R$ 224,87";4;2026-01-25-2026-01-25;19734;10.40%;14572;"R$ 890,17";"R$ 4.720,27";1;0;"R$ 0,00";0;7.63%;4285
maduh_maduh;Lv. 0;6785325983413355525;"R$ 3.324,09";30;34;"R$ 3.604,99";35;39;"R$ 280,90";5;5;"R$ 3.538,25";35;"R$ 4.462,68";44;48;"R$ 499,58";9;2026-01-25-2026-01-25;11156;45.70%;12973;"R$ 253,32";"R$ 4.037,83";3;0;"R$ 0,00";0;5.80%;24993
jumuriel.a;Lv. 0;7288359799254516741;"R$ 3.211,31";60;60;"R$ 3.306,40";61;61;"R$ 95,09";1;1;"R$ 3.296,00";62;"R$ 3.108,70";63;63;"R$ 95,09";1;2026-01-25-2026-01-25;12907;20.08%;18967;"R$ 520,82";"R$ 3.391,09";1;0;"R$ 0,00";0;6.50%;4843
lucilenecreator;Lv. 0;7175618308203807749;"R$ 2.176,06";70;71;"R$ 3.152,88";92;93;"R$ 976,82";22;22;"R$ 2.237,33";72;"R$ 3.157,61";96;97;"R$ 1.034,56";24;2026-01-25-2026-01-25;390060;10.85%;23733;"R$ 372,37";"R$ 3.271,89";3;13;"R$ 0,00";0;2.79%;71023
jotamatiotti;Lv. 0;6973353133683426309;"R$ 2.626,99";26;26;"R$ 2.769,28";28;28;"R$ 142,29";2;2;"R$ 2.989,69";30;"R$ 3.520,37";32;32;"R$ 142,29";2;2026-01-25-2026-01-25;17375;18.93%;7200;"R$ 346,48";"R$ 3.131,98";4;9;"R$ 141,55";2;3.27%;2355
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 3.041,84";51;57;"R$ 3.071,83";52;58;"R$ 0,00";0;0;"R$ 3.041,84";51;"R$ 3.338,33";52;58;"R$ 0,00";0;2026-01-25-2026-01-25;5320;36.37%;4485;"R$ 299,90";"R$ 3.071,83";1;2;"R$ 0,00";0;3.48%;3101
schepaesugc;Lv. 0;7510012444408923152;"R$ 2.708,59";46;47;"R$ 2.766,09";47;48;"R$ 0,00";0;0;"R$ 2.940,70";50;"R$ 3.144,29";51;52;"R$ 0,00";0;2026-01-25-2026-01-25;3063;15.81%;16763;"R$ 615,47";"R$ 2.998,20";3;0;"R$ 0,00";0;3.10%;452
