author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 19.649,62";95;95;"R$ 19.703,21";98;99;"R$ 53,59";3;4;"R$ 21.449,06";101;"R$ 22.598,52";107;108;"R$ 83,19";6;2026-01-17-2026-01-17;14549;34.43%;18713;"R$ 2.267,44";"R$ 21.532,25";4;0;"R$ 0,00";0;4.54%;3657
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 11.000,61";189;189;"R$ 11.172,36";192;192;"R$ 114,89";2;2;"R$ 11.674,37";200;"R$ 13.561,13";204;204;"R$ 114,89";2;2026-01-17-2026-01-17;11532;35.92%;20632;"R$ 1.214,79";"R$ 11.904,31";1;0;"R$ 0,00";0;6.90%;1667
elenaratrindade;Lv. 0;6532062669149618177;"R$ 9.082,11";109;109;"R$ 9.590,17";114;114;"R$ 508,06";5;5;"R$ 9.334,64";112;"R$ 11.421,74";120;120;"R$ 793,75";8;2026-01-17-2026-01-17;19021;45.26%;22167;"R$ 1.059,68";"R$ 10.128,39";2;0;"R$ 0,00";0;8.27%;17717
fabiecleon;Lv. 0;6795096179774424069;"R$ 9.055,32";157;157;"R$ 9.092,74";158;158;"R$ 37,42";1;1;"R$ 9.901,83";170;"R$ 10.993,53";172;172;"R$ 83,26";2;2026-01-17-2026-01-17;4817;35.96%;25963;"R$ 1.015,82";"R$ 9.985,09";2;8;"R$ 0,00";0;8.38%;8899
dicas_daline;Lv. 0;7493168230644270085;"R$ 7.475,44";77;79;"R$ 8.367,22";95;98;"R$ 891,78";18;19;"R$ 7.584,44";78;"R$ 9.721,14";98;102;"R$ 1.046,65";20;2026-01-17-2026-01-17;8915;29.56%;4574;"R$ 1.094,78";"R$ 8.631,09";1;1;"R$ 0,00";0;4.77%;19666
paulabrigo;Lv. 0;6754367042377892869;"R$ 2.927,42";63;63;"R$ 7.764,48";188;198;"R$ 4.837,06";125;135;"R$ 3.020,46";65;"R$ 8.817,24";203;216;"R$ 5.390,18";138;2026-01-17-2026-01-17;12317;10.38%;12732;"R$ 627,39";"R$ 8.410,64";1;14;"R$ 156,40";3;5.06%;273497
_marigil;Lv. 0;6812034214969426949;"R$ 5.607,50";45;45;"R$ 6.260,09";52;52;"R$ 652,59";7;7;"R$ 6.222,54";49;"R$ 7.752,17";63;65;"R$ 1.123,09";14;2026-01-17-2026-01-17;13193;36.70%;7466;"R$ 812,91";"R$ 7.345,63";1;10;"R$ 44,70";3;3.70%;80931
exitus.shop;Lv. 0;7465784835714614278;"R$ 6.323,52";96;100;"R$ 6.370,51";97;101;"R$ 46,99";1;1;"R$ 6.819,85";105;"R$ 7.970,23";107;111;"R$ 194,54";2;2026-01-17-2026-01-17;18651;14.96%;13500;"R$ 1.417,55";"R$ 7.014,39";2;2;"R$ 0,00";0;5.73%;4083
gabeatrixx;Lv. 0;6807282920202519558;"R$ 3.724,21";63;63;"R$ 4.072,76";75;75;"R$ 348,55";12;12;"R$ 4.263,73";69;"R$ 5.815,79";93;93;"R$ 1.004,56";24;2026-01-17-2026-01-17;5646;23.51%;10042;"R$ 374,49";"R$ 5.268,29";2;30;"R$ 90,76";2;6.56%;133749
gleicysoares4;Lv. 0;196392495411240960;"R$ 4.530,67";88;89;"R$ 4.719,69";91;92;"R$ 189,02";3;3;"R$ 4.686,03";90;"R$ 5.506,99";93;94;"R$ 189,02";3;2026-01-17-2026-01-17;9325;36.76%;16881;"R$ 510,40";"R$ 4.875,05";2;1;"R$ 0,00";0;5.36%;3230
