author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 5;6812048966706185222;"R$ 17.003,82";37;37;"R$ 17.505,78";42;43;"R$ 501,96";5;6;"R$ 17.523,89";38;"R$ 17.980,21";45;46;"R$ 570,86";6;2026-06-16-2026-06-16;22725;8.56%;26389;"R$ 1.276,49";"R$ 18.129,65";3;0;"R$ 0,00";0;4.07%;8135
marcelafranciscato;Lv. 5;6822687419646215174;"R$ 13.790,12";92;92;"R$ 15.712,21";110;110;"R$ 1.922,09";18;18;"R$ 14.252,09";95;"R$ 17.681,03";115;115;"R$ 2.086,13";20;2026-06-16-2026-06-16;10779;31.99%;10225;"R$ 1.818,47";"R$ 16.338,22";2;6;"R$ 64,50";1;10.61%;17858
empoderyas;Lv. 5;6814645518830388229;"R$ 14.559,73";138;138;"R$ 14.559,73";138;138;"R$ 0,00";0;0;"R$ 14.559,73";138;"R$ 15.374,20";139;139;"R$ 114,00";1;2026-06-16-2026-06-16;31019;14.36%;35736;"R$ 1.388,89";"R$ 14.673,73";1;18;"R$ 0,00";0;3.59%;9372
abner_mrios;Lv. 5;6812245507281585158;"R$ 13.420,86";57;61;"R$ 13.420,86";57;61;"R$ 0,00";0;0;"R$ 13.533,87";59;"R$ 15.108,02";59;63;"R$ 0,00";0;2026-06-16-2026-06-16;5160;8.53%;16078;"R$ 563,49";"R$ 13.533,87";2;0;"R$ 0,00";0;1.71%;4091
jotamatiotti;Lv. 4;6973353133683426309;"R$ 10.734,22";20;20;"R$ 11.185,49";23;24;"R$ 451,27";3;4;"R$ 11.239,81";21;"R$ 11.251,08";26;27;"R$ 451,27";3;2026-06-16-2026-06-16;22700;10.59%;10646;"R$ 823,87";"R$ 11.741,86";4;7;"R$ 0,00";0;4.33%;10098
glowfit.club1;Lv. 5;7483243610416464902;"R$ 9.120,56";155;156;"R$ 10.003,12";166;167;"R$ 882,56";11;11;"R$ 9.461,08";165;"R$ 10.711,12";179;180;"R$ 1.142,70";14;2026-06-16-2026-06-16;6169;29.79%;20141;"R$ 1.065,30";"R$ 10.603,78";1;12;"R$ 0,00";0;5.79%;15904
_marigil;Lv. 5;6812034214969426949;"R$ 1.299,47";22;22;"R$ 6.959,38";78;79;"R$ 5.659,91";56;57;"R$ 1.689,92";29;"R$ 10.888,34";114;116;"R$ 8.777,11";85;2026-06-16-2026-06-16;24470;9.36%;7059;"R$ 910,55";"R$ 10.467,03";1;8;"R$ 1.964,19";23;7.02%;186357
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 8.483,13";186;192;"R$ 8.462,14";185;191;"R$ 0,00";0;"R$ 9.008,11";202;208;"R$ 8.979,70";201;2026-06-16-2026-06-16;140584;0.00%;0;"R$ 669,82";"R$ 9.000,69";0;9;"R$ 93,48";1;4.07%;810246
elenaratrindade;Lv. 5;6532062669149618177;"R$ 4.909,95";37;37;"R$ 7.087,59";61;61;"R$ 2.177,64";24;24;"R$ 5.523,23";41;"R$ 9.167,03";74;74;"R$ 3.115,19";33;2026-06-16-2026-06-16;32536;26.13%;20114;"R$ 772,77";"R$ 8.638,42";4;2;"R$ 0,00";0;9.41%;43450
rafaella.samara;Lv. 4;7325890451452740614;"R$ 6.806,52";87;87;"R$ 7.263,93";95;95;"R$ 457,41";8;8;"R$ 7.326,47";94;"R$ 7.983,46";105;105;"R$ 672,86";11;2026-06-16-2026-06-16;5972;29.80%;18532;"R$ 720,09";"R$ 7.999,33";1;6;"R$ 0,00";0;5.84%;15107
