author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
_marigil;Lv. 5;6812034214969426949;"R$ 15.619,52";251;264;"R$ 21.795,20";323;338;"R$ 6.175,68";72;74;"R$ 19.922,41";319;"R$ 33.055,14";439;457;"R$ 10.637,26";120;2026-06-06-2026-06-06;23875;12.89%;38697;"R$ 4.018,57";"R$ 30.559,67";1;8;"R$ 1.639,05";24;4.24%;371847
realmente_thais;Lv. 4;6830838183241532422;"R$ 26.292,06";150;150;"R$ 28.601,63";187;188;"R$ 2.309,57";37;38;"R$ 26.810,24";153;"R$ 32.513,46";194;195;"R$ 2.557,64";41;2026-06-06-2026-06-06;12839;11.76%;68557;"R$ 2.368,01";"R$ 29.367,88";3;11;"R$ 255,78";3;1.94%;95460
elenaratrindade;Lv. 5;6532062669149618177;"R$ 15.816,22";122;122;"R$ 19.130,00";154;154;"R$ 3.209,32";30;30;"R$ 17.535,71";135;"R$ 23.748,77";182;182;"R$ 4.684,32";43;2026-06-06-2026-06-06;31503;37.03%;22349;"R$ 2.104,17";"R$ 22.516,74";2;0;"R$ 0,00";0;8.82%;41199
kahrouul;Lv. 5;6812048966706185222;"R$ 14.346,71";34;34;"R$ 14.545,83";37;37;"R$ 199,12";3;3;"R$ 19.785,35";49;"R$ 22.823,57";53;53;"R$ 217,55";4;2026-06-06-2026-06-06;22348;6.03%;45346;"R$ 1.121,10";"R$ 20.002,90";8;4;"R$ 0,00";0;4.20%;8864
bandeira7616;Lv. 5;7452082627856794630;"R$ 14.006,48";53;89;"R$ 14.590,21";55;93;"R$ 583,73";2;4;"R$ 15.464,62";63;"R$ 17.732,72";65;104;"R$ 583,73";2;2026-06-06-2026-06-06;6568;17.32%;19139;"R$ 1.517,27";"R$ 16.048,35";2;1;"R$ 0,00";0;7.30%;4973
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 14.513,54";362;363;"R$ 14.513,54";362;363;"R$ 0,00";0;"R$ 14.288,28";374;375;"R$ 15.020,42";374;2026-06-06-2026-06-06;138428;0.00%;0;"R$ 746,49";"R$ 15.020,42";0;6;"R$ 109,94";1;2.31%;590972
abner_mrios;Lv. 5;6812245507281585158;"R$ 13.711,84";76;81;"R$ 13.732,54";77;82;"R$ 0,00";0;0;"R$ 14.568,15";82;"R$ 16.733,53";84;89;"R$ 35,09";1;2026-06-06-2026-06-06;5064;12.72%;21077;"R$ 640,15";"R$ 14.623,94";1;1;"R$ 0,00";0;1.19%;16101
precisopramim;Lv. 3;7249868912258073606;"R$ 9.295,46";77;77;"R$ 9.658,00";81;81;"R$ 362,54";4;4;"R$ 10.810,97";89;"R$ 11.757,81";93;93;"R$ 362,54";4;2026-06-06-2026-06-06;12208;47.35%;21403;"R$ 1.084,79";"R$ 11.173,51";2;0;"R$ 0,00";0;3.77%;6386
bdgroupshop;Lv. 5;7477153061481694214;"R$ 8.395,86";18;18;"R$ 8.395,86";18;18;"R$ 0,00";0;0;"R$ 9.508,88";21;"R$ 10.287,32";21;21;"R$ 0,00";0;2026-06-06-2026-06-06;5873;10.92%;17243;"R$ 712,11";"R$ 9.508,88";4;1;"R$ 0,00";0;3.07%;879
jokimura;Lv. 5;7065151738303267845;"R$ 7.948,30";142;142;"R$ 8.249,64";146;146;"R$ 301,34";4;4;"R$ 8.588,38";152;"R$ 9.461,98";159;160;"R$ 484,97";7;2026-06-06-2026-06-06;18055;6.92%;45678;"R$ 781,27";"R$ 9.073,35";1;5;"R$ 0,00";0;3.50%;11295
samiaaragaomorais;Lv. 5;7388147391822119942;"R$ 0,00";0;0;"R$ 7.626,42";289;299;"R$ 7.626,42";289;299;"R$ 0,00";0;"R$ 8.686,27";328;341;"R$ 9.009,92";328;2026-06-06-2026-06-06;17251;0.00%;0;"R$ 794,65";"R$ 9.009,92";0;12;"R$ 0,00";0;2.98%;281814
exitus.shop;Lv. 4;7465784835714614278;"R$ 6.548,45";87;91;"R$ 6.661,53";88;92;"R$ 113,08";1;1;"R$ 8.363,73";111;"R$ 8.994,41";112;116;"R$ 113,08";1;2026-06-06-2026-06-06;29610;13.83%;17296;"R$ 804,85";"R$ 8.476,81";4;0;"R$ 4.396,34";61;4.97%;2051
