author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 30.705,08";722;734;"R$ 30.705,08";722;734;"R$ 0,00";0;"R$ 32.668,31";768;784;"R$ 33.097,51";768;2026-06-25-2026-06-25;151522;0.00%;0;"R$ 2.456,69";"R$ 33.097,51";0;1;"R$ 0,00";0;2.25%;2639700
lucilenecreator;Lv. 3;7175618308203807749;"R$ 20.924,63";802;843;"R$ 20.948,47";803;844;"R$ 0,00";0;0;"R$ 21.497,86";824;"R$ 20.309,57";825;866;"R$ 0,00";0;2026-06-25-2026-06-25;390714;38.76%;34259;"R$ 1.910,05";"R$ 21.521,70";4;5;"R$ 0,00";0;2.88%;3891
byluizdanyell;Lv. 4;6592688737821392901;"R$ 15.100,20";61;62;"R$ 18.202,23";80;84;"R$ 2.842,44";18;21;"R$ 16.424,92";66;"R$ 21.811,51";91;97;"R$ 3.219,91";24;2026-06-25-2026-06-25;120878;31.86%;18246;"R$ 1.776,48";"R$ 19.904,42";2;3;"R$ 330,71";2;6.90%;57103
nai.lenhardt;Lv. 4;7005969763944875014;"R$ 18.891,98";139;139;"R$ 18.891,98";139;139;"R$ 0,00";0;0;"R$ 19.435,56";143;"R$ 21.536,45";143;143;"R$ 0,00";0;2026-06-25-2026-06-25;11327;39.82%;15862;"R$ 1.020,21";"R$ 19.435,56";1;3;"R$ 0,00";0;5.34%;4795
laizmacaneiro;Lv. 6;6787028951971316742;"R$ 0,00";0;0;"R$ 15.611,22";363;365;"R$ 15.578,26";362;364;"R$ 0,00";0;"R$ 19.609,83";435;437;"R$ 19.062,50";434;2026-06-25-2026-06-25;269518;0.00%;0;"R$ 1.601,28";"R$ 19.095,46";0;23;"R$ 0,00";0;4.76%;1055005
marcelafranciscato;Lv. 5;6822687419646215174;"R$ 13.241,60";98;99;"R$ 14.614,12";111;112;"R$ 1.372,52";13;13;"R$ 13.599,79";100;"R$ 17.085,65";117;118;"R$ 1.763,29";17;2026-06-25-2026-06-25;11104;30.67%;14459;"R$ 1.651,26";"R$ 15.363,08";2;5;"R$ 0,00";0;8.96%;31821
armandoindica;Lv. 4;7510670089017443334;"R$ 0,00";0;0;"R$ 13.376,29";412;458;"R$ 13.376,29";412;458;"R$ 0,00";0;"R$ 14.911,51";438;487;"R$ 14.255,25";438;2026-06-25-2026-06-25;27688;0.00%;0;"R$ 1.145,51";"R$ 14.255,25";0;6;"R$ 0,00";0;1.14%;1141194
laerte.surfly;Lv. 5;7611650967038133255;"R$ 11.293,69";66;66;"R$ 11.293,69";66;66;"R$ 0,00";0;0;"R$ 12.157,96";72;"R$ 13.177,90";72;72;"R$ 0,00";0;2026-06-25-2026-06-25;34232;11.22%;31565;"R$ 1.205,39";"R$ 12.157,96";3;4;"R$ 0,00";0;8.49%;3816
planosdaka;Lv. 5;7277304865007682566;"R$ 9.166,76";79;79;"R$ 9.166,76";79;79;"R$ 0,00";0;0;"R$ 10.067,31";88;"R$ 11.161,37";88;88;"R$ 0,00";0;2026-06-25-2026-06-25;12388;54.14%;6189;"R$ 977,78";"R$ 10.067,31";2;0;"R$ 0,00";0;4.27%;773
elisdlpereira;Lv. 3;7566023901030827064;"R$ 9.676,96";20;20;"R$ 9.676,96";20;20;"R$ 0,00";0;0;"R$ 9.676,96";20;"R$ 9.633,40";20;20;"R$ 0,00";0;2026-06-25-2026-06-25;3742;7.80%;11880;"R$ 470,14";"R$ 9.676,96";3;1;"R$ 0,00";0;1.24%;1530
jotamatiotti;Lv. 5;6973353133683426309;"R$ 8.813,24";16;16;"R$ 9.483,30";21;21;"R$ 670,06";5;5;"R$ 8.813,24";16;"R$ 9.525,90";21;21;"R$ 670,06";5;2026-06-25-2026-06-25;22863;9.55%;13650;"R$ 526,59";"R$ 9.483,30";6;10;"R$ 0,00";0;3.73%;8330
jokimura;Lv. 5;7065151738303267845;"R$ 6.304,32";45;45;"R$ 6.914,47";50;50;"R$ 610,15";5;5;"R$ 7.800,92";56;"R$ 9.228,96";63;63;"R$ 774,53";7;2026-06-25-2026-06-25;19651;13.51%;21567;"R$ 774,64";"R$ 8.575,45";0;1;"R$ 0,00";0;4.36%;9984
_marigil;Lv. 5;6812034214969426949;"R$ 40,70";1;1;"R$ 5.550,14";52;52;"R$ 5.289,12";50;50;"R$ 40,70";1;"R$ 7.545,23";69;70;"R$ 7.165,72";67;2026-06-25-2026-06-25;25052;0.00%;0;"R$ 679,56";"R$ 7.426,74";0;15;"R$ 1.376,21";14;8.29%;170788
by.luanadias;Lv. 4;7190388902812894213;"R$ 6.462,97";51;51;"R$ 6.788,00";55;55;"R$ 325,03";4;4;"R$ 7.082,11";57;"R$ 7.724,59";61;61;"R$ 325,03";4;2026-06-25-2026-06-25;5762;29.44%;16914;"R$ 699,26";"R$ 7.407,14";2;5;"R$ 0,00";0;7.85%;7837
alexxcreator;Lv. 5;7568983106017248267;"R$ 7.133,67";15;15;"R$ 7.133,67";15;15;"R$ 0,00";0;0;"R$ 7.133,67";15;"R$ 7.186,00";15;15;"R$ 0,00";0;2026-06-25-2026-06-25;3645;15.68%;5324;"R$ 614,42";"R$ 7.133,67";2;1;"R$ 0,00";0;4.52%;708
eu.julioindica;Lv. 4;190350162744147968;"R$ 5.250,42";152;168;"R$ 6.278,63";171;190;"R$ 1.028,21";19;22;"R$ 5.430,05";157;"R$ 6.783,18";176;195;"R$ 1.028,21";19;2026-06-25-2026-06-25;18448;10.13%;27747;"R$ 598,21";"R$ 6.458,26";2;3;"R$ 0,00";0;12.12%;55979
achadospor_ana;Lv. 1;7360753196325176326;"R$ 0,00";0;0;"R$ 4.228,88";75;79;"R$ 4.228,88";75;79;"R$ 0,00";0;"R$ 7.109,30";99;110;"R$ 5.839,47";99;2026-06-25-2026-06-25;2674;3.61%;249;"R$ 256,30";"R$ 5.839,47";1;9;"R$ 0,00";0;5.26%;992988
exitus.shop;Lv. 4;7465784835714614278;"R$ 4.888,61";32;33;"R$ 5.048,02";33;34;"R$ 159,41";1;1;"R$ 5.553,02";37;"R$ 6.299,46";38;39;"R$ 159,41";1;2026-06-25-2026-06-25;29841;5.85%;8148;"R$ 803,95";"R$ 5.712,43";3;3;"R$ 62,31";1;0.15%;51291
mae.atipica.na.rotina;Lv. 4;7240823469725271045;"R$ 5.152,20";62;62;"R$ 5.240,34";63;63;"R$ 88,14";1;1;"R$ 5.603,60";65;"R$ 6.173,40";66;66;"R$ 88,14";1;2026-06-25-2026-06-25;6196;32.89%;11121;"R$ 552,93";"R$ 5.691,74";2;1;"R$ 0,00";0;4.12%;6194
dicasdamay62;Lv. 5;7597815478207693832;"R$ 3.720,39";45;45;"R$ 4.953,47";64;64;"R$ 1.233,08";19;19;"R$ 4.062,66";49;"R$ 5.634,34";70;70;"R$ 1.383,09";21;2026-06-25-2026-06-25;12229;18.38%;15290;"R$ 497,91";"R$ 5.445,75";8;5;"R$ 0,00";0;3.49%;35566
elenaratrindade;Lv. 5;6532062669149618177;"R$ 1.561,90";12;12;"R$ 2.859,44";24;24;"R$ 1.297,54";12;12;"R$ 2.688,12";20;"R$ 5.248,75";41;41;"R$ 2.183,28";19;2026-06-25-2026-06-25;33163;22.70%;8507;"R$ 444,39";"R$ 5.001,26";1;0;"R$ 0,00";0;9.06%;23611
edimaradesouzaindica;Lv. 5;7472770986627482679;"R$ 2.884,10";31;31;"R$ 4.500,09";47;47;"R$ 1.615,99";16;16;"R$ 3.380,46";34;"R$ 5.023,67";51;52;"R$ 1.371,30";17;2026-06-25-2026-06-25;5415;18.74%;5049;"R$ 426,13";"R$ 4.751,76";1;6;"R$ 0,00";0;5.44%;12500
endryu.daniel;Lv. 4;6790144905530524678;"R$ 4.555,12";57;64;"R$ 4.555,12";57;64;"R$ 0,00";0;0;"R$ 4.555,12";57;"R$ 4.661,10";57;64;"R$ 0,00";0;2026-06-25-2026-06-25;2745;13.68%;7032;"R$ 356,62";"R$ 4.555,12";5;0;"R$ 0,00";0;3.43%;204
samara_1580;Lv. 5;7225327765163492358;"R$ 3.795,16";29;29;"R$ 3.892,08";30;30;"R$ 0,00";0;0;"R$ 4.141,98";32;"R$ 4.582,26";33;33;"R$ 0,00";0;2026-06-25-2026-06-25;45705;14.35%;9480;"R$ 286,71";"R$ 4.238,90";4;0;"R$ 0,00";0;7.27%;1939
bitinfordicas;Lv. 2;7516619488175997957;"R$ 0,00";0;0;"R$ 2.916,24";4;5;"R$ 2.916,24";4;5;"R$ 0,00";0;"R$ 4.182,06";5;6;"R$ 2.916,24";3;2026-06-25-2026-06-25;11822;0.00%;0;"R$ 156,53";"R$ 4.152,97";0;10;"R$ 0,00";0;6.60%;6258
mairaog;Lv. 5;6789280832538215430;"R$ 2.436,69";18;18;"R$ 3.315,24";37;37;"R$ 878,55";19;19;"R$ 2.955,46";22;"R$ 4.420,92";45;45;"R$ 1.174,00";23;2026-06-25-2026-06-25;9513;22.83%;5400;"R$ 384,08";"R$ 4.129,46";3;4;"R$ 0,00";0;10.48%;36796
empoderyas;Lv. 5;6814645518830388229;"R$ 3.357,99";20;20;"R$ 3.460,95";22;22;"R$ 102,96";2;2;"R$ 3.357,99";20;"R$ 4.162,93";24;25;"R$ 429,29";4;2026-06-25-2026-06-25;32089;6.86%;21352;"R$ 257,69";"R$ 3.787,28";2;13;"R$ 149,80";1;6.05%;11087
samialimatiktokshop;Lv. 5;7388147391822119942;"R$ 0,00";0;0;"R$ 3.318,05";124;127;"R$ 3.318,05";124;127;"R$ 0,00";0;"R$ 3.600,67";138;141;"R$ 3.764,87";138;2026-06-25-2026-06-25;19453;0.00%;0;"R$ 257,07";"R$ 3.764,87";0;12;"R$ 0,00";0;2.37%;190109
nathesteta;Lv. 5;6813395814204425222;"R$ 0,00";0;0;"R$ 3.582,88";49;49;"R$ 3.582,88";49;49;"R$ 0,00";0;"R$ 3.469,26";51;51;"R$ 3.733,36";51;2026-06-25-2026-06-25;26587;0.00%;0;"R$ 198,82";"R$ 3.733,36";0;10;"R$ 133,08";3;3.89%;74773
thauana.amorimm;Lv. 5;7480891124002489350;"R$ 0,00";0;0;"R$ 3.086,47";79;81;"R$ 3.086,47";79;81;"R$ 0,00";0;"R$ 3.649,41";92;94;"R$ 3.616,26";92;2026-06-25-2026-06-25;101964;0.00%;0;"R$ 307,27";"R$ 3.616,26";0;6;"R$ 0,00";0;3.93%;120325
luana_vargas8;Lv. 3;7458348253454582790;"R$ 0,00";0;0;"R$ 3.237,27";108;111;"R$ 3.237,27";108;111;"R$ 0,00";0;"R$ 3.576,77";119;122;"R$ 3.580,63";119;2026-06-25-2026-06-25;7678;0.00%;0;"R$ 259,02";"R$ 3.580,63";0;15;"R$ 0,00";0;5.42%;170513
keilianebarros_;Lv. 3;7395007496437662726;"R$ 3.117,33";17;17;"R$ 3.117,33";17;17;"R$ 0,00";0;0;"R$ 3.457,33";19;"R$ 3.660,00";19;19;"R$ 0,00";0;2026-06-25-2026-06-25;2442;13.18%;3695;"R$ 263,52";"R$ 3.457,33";3;7;"R$ 0,00";0;2.97%;1145
bandeira7616;Lv. 5;7452082627856794630;"R$ 2.414,45";12;13;"R$ 2.819,10";13;17;"R$ 0,00";0;0;"R$ 2.938,88";13;"R$ 3.563,20";14;19;"R$ 0,00";0;2026-06-25-2026-06-25;7344;15.34%;8396;"R$ 329,87";"R$ 3.343,53";1;4;"R$ 0,00";0;4.00%;4747
_gaabimarques;Lv. 5;7112933341599826949;"R$ 0,00";0;0;"R$ 2.779,90";96;96;"R$ 2.779,90";96;96;"R$ 0,00";0;"R$ 3.217,23";110;110;"R$ 3.273,41";110;2026-06-25-2026-06-25;15650;0.00%;0;"R$ 271,29";"R$ 3.273,41";0;10;"R$ 0,00";0;3.12%;213074
glowfit.club1;Lv. 5;7483243610416464902;"R$ 195,12";4;4;"R$ 2.834,51";53;55;"R$ 2.639,39";49;51;"R$ 294,26";5;"R$ 3.170,46";59;63;"R$ 2.909,61";54;2026-06-25-2026-06-25;7044;0.00%;0;"R$ 212,83";"R$ 3.203,87";0;14;"R$ 0,00";0;3.08%;87569
rafaelmunarocreator;Lv. 4;7094338910360372229;"R$ 0,00";0;0;"R$ 3.312,88";51;54;"R$ 3.312,88";51;54;"R$ 0,00";0;"R$ 3.227,98";49;52;"R$ 3.193,32";49;2026-06-25-2026-06-25;18011;0.00%;0;"R$ 160,84";"R$ 3.193,32";0;24;"R$ 0,00";0;1.45%;110443
