author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 5;6812048966706185222;"R$ 22.854,30";52;52;"R$ 22.936,10";54;54;"R$ 81,80";2;2;"R$ 24.351,65";55;"R$ 25.153,02";59;59;"R$ 1.119,80";4;2026-06-15-2026-06-15;22689;6.41%;31812;"R$ 1.820,13";"R$ 25.471,45";3;3;"R$ 0,00";0;7.63%;8580
bdgroupshop;Lv. 5;7477153061481694214;"R$ 16.986,61";33;33;"R$ 16.986,61";33;33;"R$ 0,00";0;0;"R$ 17.941,69";35;"R$ 17.445,69";35;35;"R$ 0,00";0;2026-06-15-2026-06-15;5978;9.63%;19622;"R$ 1.289,47";"R$ 17.941,69";3;11;"R$ 0,00";0;2.70%;1517
empoderyas;Lv. 5;6814645518830388229;"R$ 13.135,17";125;126;"R$ 13.135,17";125;126;"R$ 0,00";0;0;"R$ 13.464,47";128;"R$ 14.324,00";129;130;"R$ 0,00";0;2026-06-15-2026-06-15;30856;11.45%;36710;"R$ 1.289,03";"R$ 13.525,36";2;8;"R$ 0,00";0;4.11%;8003
rafaella.samara;Lv. 4;7325890451452740614;"R$ 12.153,79";156;157;"R$ 12.417,18";160;161;"R$ 263,39";4;4;"R$ 13.102,76";168;"R$ 13.391,98";173;174;"R$ 263,39";4;2026-06-15-2026-06-15;5901;25.91%;25443;"R$ 1.203,21";"R$ 13.404,15";1;10;"R$ 0,00";0;4.69%;20383
mairaog;Lv. 5;6789280832538215430;"R$ 8.423,87";63;63;"R$ 9.777,55";98;99;"R$ 1.353,68";35;36;"R$ 10.591,29";78;"R$ 13.206,00";118;120;"R$ 1.484,85";39;2026-06-15-2026-06-15;9269;24.32%;21028;"R$ 1.190,47";"R$ 12.161,23";6;0;"R$ 0,00";0;3.39%;52407
leticiacanedof;Lv. 3;6728426166426371077;"R$ 10.570,78";29;29;"R$ 11.425,84";35;35;"R$ 855,06";6;6;"R$ 10.917,02";30;"R$ 11.957,40";36;36;"R$ 855,06";6;2026-06-15-2026-06-15;26294;11.12%;14233;"R$ 809,68";"R$ 11.772,08";3;0;"R$ 0,00";0;4.90%;9486
jotamatiotti;Lv. 4;6973353133683426309;"R$ 9.926,14";22;22;"R$ 10.404,48";26;26;"R$ 478,34";4;4;"R$ 10.588,01";23;"R$ 10.515,44";27;27;"R$ 478,34";4;2026-06-15-2026-06-15;22684;9.24%;11202;"R$ 742,00";"R$ 11.066,35";9;7;"R$ 0,00";0;3.94%;7900
alexxcreator;Lv. 4;7568983106017248267;"R$ 10.253,26";72;85;"R$ 10.253,26";72;85;"R$ 0,00";0;0;"R$ 10.623,42";75;"R$ 11.590,03";75;88;"R$ 0,00";0;2026-06-15-2026-06-15;3513;28.09%;6710;"R$ 1.148,03";"R$ 10.623,42";2;2;"R$ 0,00";0;3.32%;2863
_marigil;Lv. 5;6812034214969426949;"R$ 66,18";1;1;"R$ 6.499,84";77;78;"R$ 6.433,66";76;77;"R$ 193,93";3;"R$ 7.787,45";90;91;"R$ 7.328,85";87;2026-06-15-2026-06-15;24374;0.00%;1;"R$ 602,18";"R$ 7.522,78";0;1;"R$ 914,96";14;6.84%;180855
thauana.amorimm;Lv. 5;7480891124002489350;"R$ 0,00";0;0;"R$ 5.037,87";137;140;"R$ 5.006,37";136;139;"R$ 0,00";0;"R$ 6.017,71";159;165;"R$ 6.084,95";158;2026-06-15-2026-06-15;100263;0.00%;0;"R$ 608,67";"R$ 6.116,45";0;0;"R$ 0,00";0;3.49%;236595
nathesteta;Lv. 4;6813395814204425222;"R$ 0,00";0;0;"R$ 5.643,56";80;80;"R$ 5.643,56";80;80;"R$ 0,00";0;"R$ 5.901,43";86;86;"R$ 6.021,21";86;2026-06-15-2026-06-15;25103;0.00%;0;"R$ 348,07";"R$ 6.021,21";0;5;"R$ 0,00";0;3.88%;118435
samiaaragaomorais;Lv. 5;7388147391822119942;"R$ 0,00";0;0;"R$ 4.656,80";193;199;"R$ 4.656,80";193;199;"R$ 0,00";0;"R$ 5.325,37";219;227;"R$ 5.594,00";219;2026-06-15-2026-06-15;18757;0.00%;0;"R$ 412,79";"R$ 5.594,00";0;11;"R$ 0,00";0;2.92%;189223
alinesantanaugc;Lv. 4;7248388461992215558;"R$ 4.432,32";40;40;"R$ 4.953,37";44;44;"R$ 521,05";4;4;"R$ 4.783,96";43;"R$ 5.847,09";48;48;"R$ 667,15";5;2026-06-15-2026-06-15;32143;21.08%;4986;"R$ 640,30";"R$ 5.451,11";1;4;"R$ 0,00";0;6.04%;15933
prifelipe.oficial;Lv. 5;7552538105918653496;"R$ 4.752,42";33;33;"R$ 4.965,92";37;37;"R$ 213,50";4;4;"R$ 4.752,42";33;"R$ 5.298,50";37;37;"R$ 213,50";4;2026-06-15-2026-06-15;12205;5.65%;19826;"R$ 475,12";"R$ 4.965,92";4;1;"R$ 0,00";0;4.34%;10183
rafaelmunarocreator;Lv. 4;7094338910360372229;"R$ 0,00";0;0;"R$ 5.498,08";85;88;"R$ 5.498,08";85;88;"R$ 0,00";0;"R$ 4.972,73";77;81;"R$ 4.939,19";77;2026-06-15-2026-06-15;17919;0.00%;0;"R$ 244,94";"R$ 4.939,19";0;19;"R$ 0,00";0;1.60%;127480
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 4.251,08";103;105;"R$ 4.251,08";103;105;"R$ 0,00";0;"R$ 4.829,28";114;117;"R$ 4.759,59";114;2026-06-15-2026-06-15;140133;0.00%;0;"R$ 403,12";"R$ 4.759,59";0;12;"R$ 0,00";0;4.99%;422668
bandeira7616;Lv. 5;7452082627856794630;"R$ 3.389,99";14;19;"R$ 3.606,06";16;22;"R$ 216,07";2;3;"R$ 3.907,59";18;"R$ 4.458,00";22;29;"R$ 216,07";2;2026-06-15-2026-06-15;6805;16.62%;17013;"R$ 412,40";"R$ 4.388,67";3;6;"R$ 0,00";0;9.03%;4830
exitus.shop;Lv. 4;7465784835714614278;"R$ 3.954,47";58;59;"R$ 3.986,86";59;60;"R$ 32,39";1;1;"R$ 4.220,07";61;"R$ 4.415,86";63;64;"R$ 82,51";2;2026-06-15-2026-06-15;29729;11.84%;11305;"R$ 363,58";"R$ 4.302,58";5;7;"R$ 3.550,54";51;4.87%;1521
luanna.gomide;Lv. 5;6807131825984996357;"R$ 3.433,47";23;23;"R$ 3.433,47";23;23;"R$ 0,00";0;0;"R$ 4.256,97";28;"R$ 4.604,26";28;28;"R$ 0,00";0;2026-06-15-2026-06-15;6889;17.53%;13679;"R$ 413,97";"R$ 4.256,97";2;0;"R$ 0,00";0;12.42%;1127
elenaratrindade;Lv. 5;6532062669149618177;"R$ 0,00";0;0;"R$ 3.002,35";26;28;"R$ 3.002,35";26;28;"R$ 402,99";3;"R$ 4.271,25";34;36;"R$ 3.736,04";31;2026-06-15-2026-06-15;32408;21.10%;1289;"R$ 349,59";"R$ 4.139,03";1;0;"R$ 0,00";0;7.81%;39888
carlaf.bitencourt;Lv. 5;7203798203405108230;"R$ 3.388,56";46;46;"R$ 3.608,76";49;49;"R$ 220,20";3;3;"R$ 3.581,15";49;"R$ 3.818,69";52;52;"R$ 220,20";3;2026-06-15-2026-06-15;23085;21.30%;10657;"R$ 285,16";"R$ 3.801,35";4;5;"R$ 0,00";0;6.41%;4774
by.luanadias;Lv. 4;7190388902812894213;"R$ 3.371,98";23;23;"R$ 3.410,97";24;24;"R$ 38,99";1;1;"R$ 3.515,07";24;"R$ 4.135,75";28;28;"R$ 277,80";4;2026-06-15-2026-06-15;5483;16.92%;16313;"R$ 371,78";"R$ 3.792,87";3;4;"R$ 0,00";0;6.77%;6879
byadrianams;Lv. 5;7516288332260951046;"R$ 0,00";0;0;"R$ 2.902,77";40;40;"R$ 2.902,77";40;40;"R$ 0,00";0;"R$ 3.718,10";45;45;"R$ 3.762,01";45;2026-06-15-2026-06-15;14750;0.00%;0;"R$ 312,33";"R$ 3.762,01";0;10;"R$ 237,66";1;5.66%;39160
caiorelha;Lv. 4;7516247718911444024;"R$ 3.649,19";7;7;"R$ 3.649,19";7;7;"R$ 0,00";0;0;"R$ 3.649,19";7;"R$ 3.940,19";8;8;"R$ 27,19";1;2026-06-15-2026-06-15;2876;4.89%;11275;"R$ 278,24";"R$ 3.676,38";4;0;"R$ 0,00";0;6.14%;1596
edimaradesouzaindica;Lv. 5;7472770986627482679;"R$ 2.210,57";26;27;"R$ 2.707,78";37;38;"R$ 497,21";11;11;"R$ 2.957,66";39;"R$ 3.976,57";50;52;"R$ 541,41";11;2026-06-15-2026-06-15;5338;23.63%;4299;"R$ 342,75";"R$ 3.499,07";1;7;"R$ 0,00";0;5.32%;11288
joycesouzzam_;Lv. 4;7198010592409125894;"R$ 0,00";0;0;"R$ 3.016,58";76;79;"R$ 3.016,58";76;79;"R$ 0,00";0;"R$ 3.555,03";86;89;"R$ 3.391,88";86;2026-06-15-2026-06-15;22703;0.00%;0;"R$ 316,64";"R$ 3.391,88";0;3;"R$ 0,00";0;1.59%;175464
gustavo.moraezz;Lv. 4;7025279338368599045;"R$ 3.316,82";24;24;"R$ 3.328,12";25;25;"R$ 11,30";1;1;"R$ 3.316,82";24;"R$ 3.380,24";26;26;"R$ 22,64";2;2026-06-15-2026-06-15;3664;1.66%;64220;"R$ 303,18";"R$ 3.339,46";4;0;"R$ 0,00";0;2.92%;1265
marcelafranciscato;Lv. 5;6822687419646215174;"R$ 395,50";4;4;"R$ 2.513,26";21;21;"R$ 2.117,76";17;17;"R$ 473,40";5;"R$ 3.368,51";27;27;"R$ 2.815,27";22;2026-06-15-2026-06-15;10733;0.00%;1;"R$ 225,16";"R$ 3.288,67";0;5;"R$ 0,00";0;10.21%;22725
casatiktokshop;Lv. 4;7279022943836242949;"R$ 3.132,45";35;35;"R$ 3.132,45";35;35;"R$ 0,00";0;0;"R$ 3.132,45";35;"R$ 3.236,16";35;35;"R$ 0,00";0;2026-06-15-2026-06-15;15468;7.98%;13115;"R$ 467,66";"R$ 3.132,45";2;0;"R$ 0,00";0;5.01%;599
carlos_indica;Lv. 4;6797026394187678725;"R$ 1.378,14";57;57;"R$ 2.691,77";115;116;"R$ 1.313,63";58;59;"R$ 1.461,27";60;"R$ 2.847,57";123;125;"R$ 1.444,17";63;2026-06-15-2026-06-15;15861;16.31%;11525;"R$ 271,08";"R$ 2.905,44";1;4;"R$ 0,00";0;2.62%;93703
cleidesilvaoficiall;Lv. 4;7035713187929441286;"R$ 2.356,52";45;50;"R$ 2.356,52";45;50;"R$ 0,00";0;0;"R$ 2.851,75";55;"R$ 2.855,90";55;60;"R$ 0,00";0;2026-06-15-2026-06-15;10117;16.50%;11779;"R$ 298,04";"R$ 2.851,75";1;3;"R$ 0,00";0;5.47%;2102
