author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 5;6812048966706185222;"R$ 92.353,30";207;209;"R$ 92.856,25";214;216;"R$ 502,95";7;7;"R$ 101.435,86";231;"R$ 118.930,85";240;242;"R$ 555,35";9;2026-06-04-2026-06-04;22214;12.48%;93974;"R$ 5.522,58";"R$ 101.991,21";4;0;"R$ 168,35";2;6.40%;9650
samara_1580;Lv. 5;7225327765163492358;"R$ 30.370,40";246;246;"R$ 30.801,34";251;251;"R$ 123,89";2;2;"R$ 32.235,32";260;"R$ 34.939,82";267;267;"R$ 381,75";4;2026-06-04-2026-06-04;44971;25.95%;33039;"R$ 1.978,69";"R$ 32.924,12";2;2;"R$ 0,00";0;8.60%;4593
caiorelha;Lv. 4;7516247718911444024;"R$ 21.718,22";45;46;"R$ 21.769,97";46;47;"R$ 51,75";1;1;"R$ 22.752,22";49;"R$ 27.264,58";50;51;"R$ 51,75";1;2026-06-04-2026-06-04;2788;12.01%;18533;"R$ 1.136,57";"R$ 22.803,97";1;3;"R$ 0,00";0;4.68%;5043
bandeira7616;Lv. 5;7452082627856794630;"R$ 17.370,01";57;111;"R$ 17.370,01";57;111;"R$ 0,00";0;0;"R$ 20.661,65";68;"R$ 23.308,11";71;135;"R$ 235,96";3;2026-06-04-2026-06-04;6453;20.33%;30387;"R$ 2.017,13";"R$ 20.897,61";2;1;"R$ 0,00";0;8.09%;5004
_marigil;Lv. 5;6812034214969426949;"R$ 3.744,37";9;9;"R$ 13.784,06";112;116;"R$ 10.039,69";103;107;"R$ 4.377,58";15;"R$ 21.900,08";184;190;"R$ 15.726,73";167;2026-06-04-2026-06-04;23625;5.41%;2087;"R$ 1.655,94";"R$ 20.357,80";1;6;"R$ 2.569,37";29;4.73%;416663
marcelafranciscato;Lv. 5;6822687419646215174;"R$ 14.966,97";97;97;"R$ 17.595,09";118;118;"R$ 2.628,12";21;21;"R$ 15.663,82";102;"R$ 20.414,19";130;130;"R$ 3.103,07";28;2026-06-04-2026-06-04;10358;37.82%;11606;"R$ 2.030,10";"R$ 18.766,89";2;5;"R$ 0,00";0;7.61%;24775
alexxcreator;Lv. 4;7568983106017248267;"R$ 17.174,15";45;48;"R$ 17.174,15";45;48;"R$ 0,00";0;0;"R$ 18.003,16";49;"R$ 21.842,99";49;52;"R$ 0,00";0;2026-06-04-2026-06-04;3388;25.76%;8705;"R$ 1.086,69";"R$ 18.003,16";4;0;"R$ 0,00";0;4.78%;314
elenaratrindade;Lv. 5;6532062669149618177;"R$ 10.622,77";87;87;"R$ 13.542,03";112;113;"R$ 2.919,26";25;26;"R$ 11.999,82";96;"R$ 16.448,02";127;128;"R$ 3.661,89";31;2026-06-04-2026-06-04;31167;31.16%;25720;"R$ 1.442,39";"R$ 15.661,71";4;0;"R$ 0,00";0;9.05%;47754
jokimura;Lv. 5;7065151738303267845;"R$ 13.755,26";247;249;"R$ 14.156,86";252;254;"R$ 401,60";5;5;"R$ 14.441,02";260;"R$ 15.931,60";265;267;"R$ 401,60";5;2026-06-04-2026-06-04;17559;9.06%;51279;"R$ 1.294,74";"R$ 14.842,62";1;3;"R$ 163,43";1;4.04%;13586
petmusicpet;Lv. 3;7110061922221589509;"R$ 11.854,72";106;114;"R$ 11.854,72";106;114;"R$ 0,00";0;0;"R$ 13.180,78";116;"R$ 11.154,33";116;124;"R$ 0,00";0;2026-06-04-2026-06-04;4197;5.96%;67585;"R$ 845,46";"R$ 13.180,78";9;0;"R$ 0,00";0;4.72%;1908
