author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 18.344,35";198;201;"R$ 18.725,49";201;204;"R$ 381,14";3;3;"R$ 18.931,57";205;"R$ 20.047,00";209;212;"R$ 411,79";4;2026-04-28-2026-04-28;9399;18.63%;26710;"R$ 1.708,39";"R$ 19.343,36";2;2;"R$ 0,00";0;4.18%;4636
luanna.gomide;Lv. 0;6807131825984996357;"R$ 12.193,55";81;82;"R$ 12.193,55";81;82;"R$ 0,00";0;0;"R$ 13.560,78";91;"R$ 14.225,95";91;92;"R$ 0,00";0;2026-04-28-2026-04-28;4039;23.29%;21525;"R$ 1.283,33";"R$ 13.560,78";3;0;"R$ 0,00";0;4.84%;2520
planosdaka;Lv. 0;7277304865007682566;"R$ 12.118,86";85;88;"R$ 12.118,86";85;88;"R$ 0,00";0;0;"R$ 12.844,43";95;"R$ 13.851,95";95;98;"R$ 0,00";0;2026-04-28-2026-04-28;10214;61.13%;6923;"R$ 1.284,16";"R$ 12.844,43";1;0;"R$ 0,00";0;8.88%;1769
kahrouul;Lv. 0;6812048966706185222;"R$ 8.180,61";15;15;"R$ 8.447,95";20;20;"R$ 134,31";3;3;"R$ 8.686,91";16;"R$ 8.656,17";22;22;"R$ 149,21";4;2026-04-28-2026-04-28;20054;12.46%;9091;"R$ 605,09";"R$ 8.969,15";3;14;"R$ 0,00";0;5.75%;7373
_marigil;Lv. 0;6812034214969426949;"R$ 0,00";0;0;"R$ 5.911,18";83;90;"R$ 5.911,18";83;90;"R$ 0,00";0;"R$ 7.657,98";104;112;"R$ 7.799,18";104;2026-04-28-2026-04-28;19982;0.00%;1;"R$ 756,19";"R$ 7.799,18";0;10;"R$ 3.389,94";48;5.09%;284880
janissosweet;Lv. 0;6784391150204912645;"R$ 6.391,56";37;37;"R$ 6.391,56";37;37;"R$ 0,00";0;0;"R$ 6.952,03";40;"R$ 7.058,99";40;40;"R$ 0,00";0;2026-04-28-2026-04-28;6031;53.13%;8524;"R$ 719,16";"R$ 6.952,03";1;0;"R$ 0,00";0;10.72%;2267
bdgroupshop;Lv. 0;7477153061481694214;"R$ 4.643,17";10;10;"R$ 4.643,17";10;10;"R$ 0,00";0;0;"R$ 6.449,47";13;"R$ 6.106,95";13;13;"R$ 0,00";0;2026-04-28-2026-04-28;4810;12.27%;7463;"R$ 391,81";"R$ 6.449,47";4;13;"R$ 0,00";0;4.38%;1916
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 5.780,34";41;42;"R$ 5.853,49";42;43;"R$ 73,15";1;1;"R$ 6.121,06";44;"R$ 6.783,40";46;47;"R$ 143,05";2;2026-04-28-2026-04-28;8717;22.47%;5688;"R$ 724,67";"R$ 6.264,11";1;8;"R$ 0,00";0;4.02%;7581
ah.barbra;Lv. 0;6810907592987395077;"R$ 2.727,07";29;29;"R$ 5.269,62";57;57;"R$ 2.451,61";27;27;"R$ 3.124,17";34;"R$ 6.278,81";68;68;"R$ 2.977,85";33;2026-04-28-2026-04-28;2459;34.12%;4261;"R$ 593,01";"R$ 6.192,96";3;6;"R$ 0,00";0;11.27%;36728
elenaratrindade;Lv. 0;6532062669149618177;"R$ 2.929,97";34;34;"R$ 4.183,37";47;47;"R$ 1.253,40";13;13;"R$ 4.114,61";46;"R$ 6.028,38";64;64;"R$ 1.631,88";18;2026-04-28-2026-04-28;28165;32.89%;15298;"R$ 533,99";"R$ 5.746,49";2;2;"R$ 0,00";0;7.45%;31508
