author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 17.638,06";32;32;"R$ 18.170,51";40;40;"R$ 241,37";4;4;"R$ 18.956,31";34;"R$ 19.229,98";45;45;"R$ 659,05";7;2026-04-22-2026-04-22;19574;14.22%;26282;"R$ 1.352,53";"R$ 19.906,44";4;14;"R$ 0,00";0;6.63%;14599
lucilenecreator;Lv. 0;7175618308203807749;"R$ 12.129,61";485;509;"R$ 12.385,66";491;515;"R$ 256,05";6;6;"R$ 12.756,02";510;"R$ 12.252,17";516;540;"R$ 256,05";6;2026-04-22-2026-04-22;390601;40.92%;21391;"R$ 1.156,31";"R$ 13.012,07";4;5;"R$ 0,00";0;4.34%;8266
thiagofariastestando;Lv. 0;6797526976879313925;"R$ 12.060,29";188;191;"R$ 12.060,29";188;191;"R$ 0,00";0;0;"R$ 12.323,05";190;"R$ 12.962,27";190;194;"R$ 0,00";0;2026-04-22-2026-04-22;3638;11.39%;28508;"R$ 941,47";"R$ 12.323,05";2;0;"R$ 0,00";0;5.74%;296
luanna.gomide;Lv. 0;6807131825984996357;"R$ 9.546,82";62;62;"R$ 9.546,82";62;62;"R$ 0,00";0;0;"R$ 11.069,07";71;"R$ 11.597,38";71;71;"R$ 0,00";0;2026-04-22-2026-04-22;3492;22.29%;12987;"R$ 1.031,01";"R$ 11.069,07";4;0;"R$ 0,00";0;12.08%;985
planosdaka;Lv. 0;7277304865007682566;"R$ 7.279,49";44;47;"R$ 7.279,49";44;47;"R$ 0,00";0;0;"R$ 7.943,12";51;"R$ 8.846,38";65;69;"R$ 356,57";13;2026-04-22-2026-04-22;9794;62.47%;4133;"R$ 798,20";"R$ 8.325,99";1;0;"R$ 0,00";0;10.01%;2158
jokimura;Lv. 0;7065151738303267845;"R$ 6.290,53";102;106;"R$ 7.108,58";115;119;"R$ 818,05";13;13;"R$ 7.124,46";112;"R$ 8.410,59";127;131;"R$ 882,74";14;2026-04-22-2026-04-22;13542;12.18%;20946;"R$ 777,86";"R$ 8.071,19";1;4;"R$ 0,00";0;4.88%;10543
bandeira7616;Lv. 0;7452082627856794630;"R$ 6.529,34";21;37;"R$ 6.602,44";22;39;"R$ 73,10";1;2;"R$ 7.451,99";23;"R$ 7.888,04";24;44;"R$ 73,10";1;2026-04-22-2026-04-22;3159;26.32%;5027;"R$ 648,48";"R$ 7.525,09";2;1;"R$ 0,00";0;4.77%;1321
_marigil;Lv. 0;6812034214969426949;"R$ 600,36";6;6;"R$ 5.713,22";72;75;"R$ 5.112,86";66;69;"R$ 1.109,96";9;"R$ 6.949,21";84;87;"R$ 6.051,10";75;2026-04-22-2026-04-22;19605;42.18%;2693;"R$ 640,62";"R$ 7.161,06";0;3;"R$ 784,91";12;5.34%;270375
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 5.996,08";82;82;"R$ 6.443,51";88;88;"R$ 447,43";6;6;"R$ 6.295,43";86;"R$ 7.077,07";93;93;"R$ 490,24";7;2026-04-22-2026-04-22;20620;51.72%;10208;"R$ 416,12";"R$ 6.785,67";1;3;"R$ 0,00";0;7.01%;6418
roseanelazzarotto;Lv. 0;7103934273183269893;"R$ 5.523,76";33;33;"R$ 5.808,47";37;37;"R$ 284,71";4;4;"R$ 5.899,45";36;"R$ 6.896,48";42;42;"R$ 598,61";6;2026-04-22-2026-04-22;7349;21.34%;6981;"R$ 411,12";"R$ 6.498,06";2;0;"R$ 0,00";0;6.43%;2830
elenaratrindade;Lv. 0;6532062669149618177;"R$ 3.732,66";42;42;"R$ 5.152,94";56;56;"R$ 1.420,28";14;14;"R$ 4.581,43";51;"R$ 6.443,70";67;67;"R$ 1.617,36";16;2026-04-22-2026-04-22;27396;27.46%;19292;"R$ 505,21";"R$ 6.198,79";4;0;"R$ 0,00";0;7.30%;23744
empoderyas;Lv. 0;6814645518830388229;"R$ 5.250,20";38;38;"R$ 5.250,20";38;38;"R$ 0,00";0;0;"R$ 5.602,03";41;"R$ 6.203,59";45;45;"R$ 345,80";4;2026-04-22-2026-04-22;27019;15.07%;25272;"R$ 548,53";"R$ 5.947,83";3;13;"R$ 0,00";0;4.54%;14092
samara_1580;Lv. 0;7225327765163492358;"R$ 5.376,62";92;93;"R$ 5.451,61";93;94;"R$ 74,99";1;1;"R$ 5.626,30";97;"R$ 5.742,79";98;99;"R$ 74,99";1;2026-04-22-2026-04-22;42947;34.03%;7766;"R$ 441,10";"R$ 5.701,29";4;2;"R$ 0,00";0;6.36%;5208
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 4.808,43";97;101;"R$ 4.808,43";97;101;"R$ 0,00";0;"R$ 5.000,43";107;111;"R$ 5.365,61";107;2026-04-22-2026-04-22;115064;0.00%;0;"R$ 411,71";"R$ 5.365,61";0;10;"R$ 0,00";0;4.28%;126029
mairaog;Lv. 0;6789280832538215430;"R$ 3.110,71";21;21;"R$ 4.447,96";59;59;"R$ 1.337,25";38;38;"R$ 3.430,69";23;"R$ 5.018,49";65;65;"R$ 1.611,41";42;2026-04-22-2026-04-22;6233;27.44%;4683;"R$ 425,52";"R$ 5.042,10";1;3;"R$ 0,00";0;5.50%;31449
rafaella.samara;Lv. 0;7325890451452740614;"R$ 4.248,75";35;35;"R$ 4.469,43";39;39;"R$ 220,68";4;4;"R$ 4.588,72";38;"R$ 5.044,06";45;45;"R$ 353,95";7;2026-04-22-2026-04-22;4516;17.69%;6065;"R$ 786,52";"R$ 4.942,67";2;4;"R$ 0,00";0;7.89%;9448
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 4.458,14";62;62;"R$ 4.629,83";65;65;"R$ 171,69";3;3;"R$ 4.713,74";65;"R$ 5.129,44";68;68;"R$ 171,69";3;2026-04-22-2026-04-22;8720;14.27%;14369;"R$ 424,76";"R$ 4.885,43";5;1;"R$ 0,00";0;6.51%;3180
byadrianams;Lv. 0;7516288332260951046;"R$ 2.217,02";16;17;"R$ 4.091,87";56;57;"R$ 1.874,85";40;40;"R$ 2.303,14";17;"R$ 4.435,76";62;63;"R$ 2.153,84";45;2026-04-22-2026-04-22;11891;33.64%;4958;"R$ 534,71";"R$ 4.456,98";3;6;"R$ 0,00";0;2.30%;70307
augusto_leite1;Lv. 0;6960352274666259462;"R$ 0,00";0;0;"R$ 3.443,08";69;70;"R$ 3.443,08";69;70;"R$ 0,00";0;"R$ 4.305,98";83;85;"R$ 4.154,34";83;2026-04-22-2026-04-22;174743;0.00%;0;"R$ 344,33";"R$ 4.154,34";0;1;"R$ 0,00";0;2.55%;596331
