author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
empoderyas;Lv. 0;6814645518830388229;"R$ 28.021,80";190;192;"R$ 28.519,82";197;200;"R$ 498,02";7;8;"R$ 28.380,34";192;"R$ 28.538,20";199;202;"R$ 498,02";7;2026-04-21-2026-04-21;26967;17.58%;79001;"R$ 2.564,53";"R$ 28.878,36";2;10;"R$ 211,90";4;3.19%;40547
kahrouul;Lv. 0;6812048966706185222;"R$ 15.538,00";42;42;"R$ 16.934,46";55;56;"R$ 1.204,94";10;11;"R$ 18.193,29";46;"R$ 19.118,88";60;61;"R$ 1.294,93";11;2026-04-21-2026-04-21;19415;14.16%;29591;"R$ 1.338,63";"R$ 19.679,74";9;3;"R$ 49,90";1;7.09%;21425
_marigil;Lv. 0;6812034214969426949;"R$ 6.505,19";43;43;"R$ 13.922,56";148;151;"R$ 7.417,37";105;108;"R$ 6.817,39";46;"R$ 16.529,13";171;174;"R$ 9.365,23";125;2026-04-21-2026-04-21;19570;27.53%;9352;"R$ 1.752,88";"R$ 16.182,62";3;3;"R$ 1.923,56";37;5.96%;279895
luanna.gomide;Lv. 0;6807131825984996357;"R$ 12.555,95";80;80;"R$ 12.555,95";80;80;"R$ 0,00";0;0;"R$ 13.250,51";85;"R$ 13.420,50";85;85;"R$ 0,00";0;2026-04-21-2026-04-21;3455;31.75%;7679;"R$ 1.164,59";"R$ 13.250,51";1;0;"R$ 0,00";0;18.67%;1307
bdgroupshop;Lv. 0;7477153061481694214;"R$ 11.446,82";21;21;"R$ 11.507,20";22;22;"R$ 0,00";0;0;"R$ 12.601,09";23;"R$ 12.057,26";24;24;"R$ 0,00";0;2026-04-21-2026-04-21;4697;14.06%;15331;"R$ 1.516,88";"R$ 12.661,47";3;1;"R$ 0,00";0;4.09%;2520
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 10.663,75";146;146;"R$ 10.927,19";149;149;"R$ 190,79";2;2;"R$ 11.724,55";160;"R$ 12.659,99";164;164;"R$ 190,79";2;2026-04-21-2026-04-21;20575;46.85%;23682;"R$ 734,57";"R$ 12.060,64";2;2;"R$ 0,00";0;7.41%;6454
elenaratrindade;Lv. 0;6532062669149618177;"R$ 8.431,32";82;82;"R$ 9.946,74";97;97;"R$ 1.515,42";15;15;"R$ 9.458,73";92;"R$ 12.262,57";114;114;"R$ 2.356,75";22;2026-04-21-2026-04-21;27351;25.58%;24393;"R$ 1.114,32";"R$ 11.815,48";2;1;"R$ 0,00";0;6.34%;37568
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 9.712,04";71;71;"R$ 10.245,98";78;78;"R$ 533,94";7;7;"R$ 10.181,61";74;"R$ 11.461,57";83;83;"R$ 609,19";9;2026-04-21-2026-04-21;8122;22.17%;11965;"R$ 1.214,53";"R$ 10.790,80";2;5;"R$ 41,46";1;4.16%;9851
ah.barbra;Lv. 0;6810907592987395077;"R$ 5.115,69";51;51;"R$ 8.145,77";81;81;"R$ 2.955,40";29;29;"R$ 5.920,63";59;"R$ 9.258,95";94;94;"R$ 3.476,92";34;2026-04-21-2026-04-21;2115;26.64%;6444;"R$ 833,95";"R$ 9.472,23";1;7;"R$ 0,00";0;12.65%;20012
jokimura;Lv. 0;7065151738303267845;"R$ 8.324,50";137;138;"R$ 8.817,72";145;146;"R$ 493,22";8;8;"R$ 8.494,05";140;"R$ 9.660,43";151;152;"R$ 658,80";11;2026-04-21-2026-04-21;13425;13.07%;23697;"R$ 903,51";"R$ 9.152,85";1;5;"R$ 0,00";0;5.38%;11153
thiagofariastestando;Lv. 0;6797526976879313925;"R$ 8.485,25";118;125;"R$ 8.485,25";118;125;"R$ 0,00";0;0;"R$ 8.555,16";119;"R$ 8.582,89";119;126;"R$ 0,00";0;2026-04-21-2026-04-21;3607;15.31%;14596;"R$ 622,39";"R$ 8.555,16";2;3;"R$ 0,00";0;4.28%;725
natanniele_sabino;Lv. 0;6787484867044672517;"R$ 7.738,28";103;105;"R$ 7.738,28";103;105;"R$ 0,00";0;0;"R$ 8.110,08";109;"R$ 7.904,72";110;112;"R$ 21,20";1;2026-04-21-2026-04-21;3117;21.36%;22544;"R$ 729,78";"R$ 8.131,28";5;0;"R$ 0,00";0;3.81%;683
planosdaka;Lv. 0;7277304865007682566;"R$ 6.960,30";50;51;"R$ 6.960,30";50;51;"R$ 0,00";0;0;"R$ 7.863,55";54;"R$ 8.277,14";58;60;"R$ 102,06";4;2026-04-21-2026-04-21;9718;49.45%;5045;"R$ 855,72";"R$ 7.965,61";1;0;"R$ 0,00";0;7.33%;2046
morganafuchter;Lv. 0;6813070438303548421;"R$ 0,00";0;0;"R$ 5.913,25";87;91;"R$ 5.913,25";87;91;"R$ 0,00";0;"R$ 8.454,75";111;116;"R$ 7.848,94";111;2026-04-21-2026-04-21;36656;7.57%;10202;"R$ 826,77";"R$ 7.848,94";2;12;"R$ 6.930,81";96;9.57%;502892
