author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 13.462,94";25;25;"R$ 13.729,42";30;30;"R$ 266,48";5;5;"R$ 15.531,64";30;"R$ 15.220,14";37;37;"R$ 336,38";6;2026-04-24-2026-04-24;19774;9.89%;26881;"R$ 1.096,88";"R$ 15.887,51";4;9;"R$ 98,49";2;4.24%;17251
elenaratrindade;Lv. 0;6532062669149618177;"R$ 10.288,37";92;92;"R$ 11.839,52";108;108;"R$ 1.551,15";16;16;"R$ 11.879,37";107;"R$ 14.632,19";126;126;"R$ 1.840,57";19;2026-04-24-2026-04-24;27764;28.98%;35927;"R$ 1.067,09";"R$ 13.719,94";3;0;"R$ 0,00";0;7.16%;27501
planosdaka;Lv. 0;7277304865007682566;"R$ 9.445,01";77;78;"R$ 9.630,83";81;82;"R$ 0,00";0;0;"R$ 10.731,13";95;"R$ 11.670,26";101;102;"R$ 74,34";2;2026-04-24-2026-04-24;9950;43.25%;7464;"R$ 1.034,13";"R$ 10.991,29";2;0;"R$ 0,00";0;11.53%;3798
luanna.gomide;Lv. 0;6807131825984996357;"R$ 9.626,49";62;62;"R$ 9.672,94";63;63;"R$ 46,45";1;1;"R$ 9.942,65";64;"R$ 10.690,85";65;65;"R$ 46,45";1;2026-04-24-2026-04-24;3782;26.78%;12676;"R$ 962,23";"R$ 9.989,10";1;0;"R$ 0,00";0;10.52%;998
samara_1580;Lv. 0;7225327765163492358;"R$ 6.649,33";114;116;"R$ 7.053,11";117;119;"R$ 403,78";3;3;"R$ 7.555,05";128;"R$ 8.599,82";133;136;"R$ 555,97";4;2026-04-24-2026-04-24;43057;29.58%;10869;"R$ 741,69";"R$ 8.244,24";4;2;"R$ 0,00";0;6.66%;6232
bandeira7616;Lv. 0;7452082627856794630;"R$ 6.497,50";31;45;"R$ 6.497,50";31;45;"R$ 0,00";0;0;"R$ 7.553,72";35;"R$ 8.011,78";35;51;"R$ 0,00";0;2026-04-24-2026-04-24;3234;24.49%;7967;"R$ 676,67";"R$ 7.553,72";3;2;"R$ 0,00";0;5.56%;1278
jokimura;Lv. 0;7065151738303267845;"R$ 5.789,90";89;93;"R$ 6.175,87";95;99;"R$ 385,97";6;6;"R$ 5.846,15";90;"R$ 6.643,26";97;101;"R$ 451,28";7;2026-04-24-2026-04-24;13764;9.21%;29345;"R$ 625,99";"R$ 6.297,43";2;3;"R$ 0,00";0;4.95%;9691
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 4.843,09";35;35;"R$ 5.594,78";41;41;"R$ 713,99";5;5;"R$ 4.890,12";35;"R$ 5.985,41";41;41;"R$ 713,99";5;2026-04-24-2026-04-24;8443;20.13%;7223;"R$ 633,01";"R$ 5.641,81";2;9;"R$ 0,00";0;5.82%;6943
casatiktokshop;Lv. 0;7279022943836242949;"R$ 5.187,35";66;66;"R$ 5.267,25";67;67;"R$ 79,90";1;1;"R$ 5.271,35";67;"R$ 5.537,84";69;69;"R$ 162,40";2;2026-04-24-2026-04-24;14606;4.82%;50145;"R$ 496,19";"R$ 5.433,75";5;0;"R$ 0,00";0;3.23%;929
_marigil;Lv. 0;6812034214969426949;"R$ 99,72";1;2;"R$ 4.100,34";52;60;"R$ 4.000,62";51;58;"R$ 99,72";1;"R$ 5.361,71";64;74;"R$ 5.134,91";63;2026-04-24-2026-04-24;19724;0.00%;0;"R$ 503,02";"R$ 5.234,63";0;0;"R$ 1.089,27";17;6.25%;193477
