author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 22.170,08";57;57;"R$ 25.739,33";73;73;"R$ 3.478,17";15;15;"R$ 22.354,97";59;"R$ 24.747,03";72;72;"R$ 3.303,03";12;2026-04-18-2026-04-18;19179;17.70%;24803;"R$ 1.659,04";"R$ 25.749,08";2;15;"R$ 0,00";0;5.92%;22795
augusto_leite1;Lv. 0;6960352274666259462;"R$ 0,00";0;0;"R$ 13.297,28";228;233;"R$ 13.297,28";228;233;"R$ 0,00";0;"R$ 13.312,03";237;242;"R$ 13.743,54";237;2026-04-18-2026-04-18;174320;0.00%;0;"R$ 960,83";"R$ 13.743,54";0;0;"R$ 0,00";0;2.74%;1528918
empoderyas;Lv. 0;6814645518830388229;"R$ 10.450,96";73;74;"R$ 10.860,44";78;79;"R$ 409,48";5;5;"R$ 10.755,61";75;"R$ 11.593,61";83;85;"R$ 834,73";8;2026-04-18-2026-04-18;26238;17.51%;22751;"R$ 1.038,75";"R$ 11.590,34";4;17;"R$ 0,00";0;2.99%;36974
elenaratrindade;Lv. 0;6532062669149618177;"R$ 5.423,68";53;53;"R$ 7.298,38";71;71;"R$ 1.874,70";18;18;"R$ 5.657,19";55;"R$ 8.767,34";83;83;"R$ 3.051,64";28;2026-04-18-2026-04-18;27099;25.47%;26538;"R$ 765,74";"R$ 8.708,83";3;4;"R$ 0,00";0;8.17%;30897
schepaesugc;Lv. 0;7510012444408923152;"R$ 7.949,44";68;68;"R$ 7.949,44";68;68;"R$ 0,00";0;0;"R$ 8.553,45";74;"R$ 9.010,80";74;74;"R$ 0,00";0;2026-04-18-2026-04-18;4333;18.64%;16354;"R$ 969,48";"R$ 8.553,45";4;3;"R$ 0,00";0;10.60%;2443
casatiktokshop;Lv. 0;7279022943836242949;"R$ 8.073,48";93;93;"R$ 8.073,48";93;93;"R$ 0,00";0;0;"R$ 8.157,48";94;"R$ 8.355,81";94;94;"R$ 0,00";0;2026-04-18-2026-04-18;14059;7.42%;30706;"R$ 761,32";"R$ 8.157,48";2;0;"R$ 0,00";0;1.96%;3065
planosdaka;Lv. 0;7277304865007682566;"R$ 7.120,15";43;43;"R$ 7.120,15";43;43;"R$ 0,00";0;0;"R$ 7.850,86";52;"R$ 8.162,50";56;57;"R$ 95,28";4;2026-04-18-2026-04-18;9604;51.28%;4413;"R$ 813,25";"R$ 7.946,14";1;2;"R$ 0,00";0;9.96%;1998
samara_1580;Lv. 0;7225327765163492358;"R$ 5.815,93";85;85;"R$ 6.467,88";91;91;"R$ 651,95";6;6;"R$ 6.083,38";89;"R$ 6.735,78";97;97;"R$ 842,64";8;2026-04-18-2026-04-18;42814;32.31%;9165;"R$ 589,71";"R$ 6.926,02";1;2;"R$ 0,00";0;7.55%;9593
_marigil;Lv. 0;6812034214969426949;"R$ 0,00";0;0;"R$ 4.840,10";61;63;"R$ 4.840,10";61;63;"R$ 80,69";1;"R$ 6.458,46";78;80;"R$ 6.458,25";77;2026-04-18-2026-04-18;19305;0.00%;0;"R$ 545,67";"R$ 6.538,94";0;13;"R$ 285,74";5;6.95%;257600
jotamatiotti;Lv. 0;6973353133683426309;"R$ 5.362,30";44;49;"R$ 5.362,30";44;49;"R$ 0,00";0;0;"R$ 6.034,83";48;"R$ 6.553,24";49;55;"R$ 84,15";1;2026-04-18-2026-04-18;20259;17.63%;10430;"R$ 833,33";"R$ 6.118,98";4;5;"R$ 545,82";8;2.23%;4708
morganafuchter;Lv. 0;6813070438303548421;"R$ 4.693,60";5;5;"R$ 5.563,40";15;15;"R$ 869,80";10;10;"R$ 4.693,60";5;"R$ 5.476,39";15;15;"R$ 881,60";10;2026-04-18-2026-04-18;36284;12.95%;17024;"R$ 496,67";"R$ 5.575,20";1;5;"R$ 319,78";6;10.38%;152084
jokimura;Lv. 0;7065151738303267845;"R$ 4.187,58";71;71;"R$ 4.744,75";77;77;"R$ 557,17";6;6;"R$ 4.632,38";75;"R$ 5.625,91";82;82;"R$ 805,42";7;2026-04-18-2026-04-18;13154;11.13%;22874;"R$ 528,40";"R$ 5.437,80";2;5;"R$ 0,00";0;4.46%;9707
bandeira7616;Lv. 0;7452082627856794630;"R$ 5.164,93";24;35;"R$ 5.164,93";24;35;"R$ 0,00";0;0;"R$ 5.309,84";26;"R$ 5.484,46";26;37;"R$ 0,00";0;2026-04-18-2026-04-18;3063;19.62%;12928;"R$ 519,86";"R$ 5.309,84";3;1;"R$ 0,00";0;4.66%;1738
analudeoliveiira;Lv. 0;7397489006987052038;"R$ 3.551,91";42;42;"R$ 4.048,81";46;46;"R$ 496,90";4;4;"R$ 4.353,52";52;"R$ 4.854,34";57;57;"R$ 575,49";5;2026-04-18-2026-04-18;5030;17.40%;16683;"R$ 571,55";"R$ 4.929,01";3;1;"R$ 0,00";0;6.29%;3753
