author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
exitus.shop;Lv. 0;7465784835714614278;"R$ 17.895,87";154;159;"R$ 18.626,51";158;165;"R$ 730,64";4;6;"R$ 19.683,87";172;"R$ 22.385,59";180;191;"R$ 1.141,02";8;2026-04-07-2026-04-07;26660;26.46%;16681;"R$ 3.046,41";"R$ 20.824,89";1;1;"R$ 47,33";1;4.31%;5852
kahrouul;Lv. 0;6812048966706185222;"R$ 14.048,65";23;23;"R$ 15.625,56";31;31;"R$ 1.576,91";8;8;"R$ 16.334,18";26;"R$ 17.983,48";36;36;"R$ 2.404,50";10;2026-04-07-2026-04-07;18625;18.69%;9442;"R$ 1.285,11";"R$ 18.738,68";1;7;"R$ 0,00";0;6.63%;16888
roseanelazzarotto;Lv. 0;7103934273183269893;"R$ 16.266,23";114;115;"R$ 16.328,18";116;117;"R$ 61,95";2;2;"R$ 17.471,20";123;"R$ 19.731,82";130;131;"R$ 621,34";7;2026-04-07-2026-04-07;7163;21.59%;10328;"R$ 1.010,64";"R$ 18.092,54";4;0;"R$ 0,00";0;6.02%;4588
elenaratrindade;Lv. 0;6532062669149618177;"R$ 10.051,92";138;139;"R$ 12.024,22";162;163;"R$ 1.972,30";24;24;"R$ 10.448,07";144;"R$ 13.013,35";171;172;"R$ 2.225,88";27;2026-04-07-2026-04-07;25925;40.87%;20304;"R$ 1.131,87";"R$ 12.673,95";1;3;"R$ 0,00";0;9.91%;34689
_marigil;Lv. 0;6812034214969426949;"R$ 0,00";0;0;"R$ 6.438,52";78;80;"R$ 6.438,52";78;80;"R$ 0,00";0;"R$ 10.200,35";109;113;"R$ 9.748,89";109;2026-04-07-2026-04-07;18820;0.00%;0;"R$ 951,03";"R$ 9.748,89";0;8;"R$ 838,36";16;7.01%;243413
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 8.100,73";161;165;"R$ 8.100,73";161;165;"R$ 0,00";0;"R$ 8.814,87";180;184;"R$ 8.921,42";180;2026-04-07-2026-04-07;112441;0.00%;0;"R$ 598,13";"R$ 8.921,42";0;8;"R$ 0,00";0;2.03%;399508
casatiktokshop;Lv. 0;7279022943836242949;"R$ 7.593,00";83;83;"R$ 7.593,00";83;83;"R$ 0,00";0;0;"R$ 7.506,53";82;"R$ 7.955,00";82;82;"R$ 0,00";0;2026-04-07-2026-04-07;13078;6.52%;23624;"R$ 1.073,52";"R$ 7.506,53";3;0;"R$ 0,00";0;4.68%;1154
baacarvalho_;Lv. 0;6807182721396868102;"R$ 5.279,38";74;74;"R$ 6.013,36";87;87;"R$ 733,98";13;13;"R$ 5.755,07";81;"R$ 7.386,05";100;100;"R$ 1.183,44";19;2026-04-07-2026-04-07;12526;24.74%;8514;"R$ 712,07";"R$ 6.938,51";2;23;"R$ 184,20";1;4.25%;43414
planosdaka;Lv. 0;7277304865007682566;"R$ 6.116,84";66;67;"R$ 6.134,74";67;68;"R$ 0,00";0;0;"R$ 6.589,30";70;"R$ 6.751,70";71;72;"R$ 0,00";0;2026-04-07-2026-04-07;9039;49.90%;3525;"R$ 546,73";"R$ 6.607,20";1;0;"R$ 0,00";0;7.21%;2108
jotamatiotti;Lv. 0;6973353133683426309;"R$ 4.018,66";35;35;"R$ 5.156,25";45;46;"R$ 1.109,50";9;10;"R$ 4.130,82";37;"R$ 6.048,41";50;51;"R$ 1.572,45";12;2026-04-07-2026-04-07;19893;21.21%;4404;"R$ 591,86";"R$ 5.731,36";3;9;"R$ 327,48";7;3.82%;10272
