author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
elenaratrindade;Lv. 0;6532062669149618177;"R$ 7.568,35";58;58;"R$ 9.604,15";80;80;"R$ 2.035,80";22;22;"R$ 8.231,28";63;"R$ 10.880,21";91;91;"R$ 2.461,94";28;2026-04-09-2026-04-09;26238;33.61%;15250;"R$ 966,51";"R$ 10.693,22";1;5;"R$ 0,00";0;9.68%;39642
dudaabragaa_;Lv. 0;7551623487204131851;"R$ 8.509,23";28;28;"R$ 8.933,60";38;38;"R$ 424,37";10;10;"R$ 8.509,23";28;"R$ 9.141,53";38;38;"R$ 424,37";10;2026-04-09-2026-04-09;4738;19.15%;8496;"R$ 1.082,38";"R$ 8.933,60";2;0;"R$ 112,82";2;1.91%;12509
casatiktokshop;Lv. 0;7279022943836242949;"R$ 8.176,85";89;89;"R$ 8.176,85";89;89;"R$ 0,00";0;0;"R$ 8.274,09";90;"R$ 8.735,00";90;90;"R$ 0,00";0;2026-04-09-2026-04-09;13239;7.10%;30068;"R$ 1.178,80";"R$ 8.274,09";2;1;"R$ 0,00";0;4.05%;1679
_marigil;Lv. 0;6812034214969426949;"R$ 0,00";0;0;"R$ 4.410,72";54;55;"R$ 4.410,72";54;55;"R$ 157,90";1;"R$ 6.770,49";83;84;"R$ 6.566,78";82;2026-04-09-2026-04-09;18909;0.00%;0;"R$ 624,51";"R$ 6.724,68";0;2;"R$ 1.093,35";21;6.64%;169378
byadrianams;Lv. 0;7516288332260951046;"R$ 97,00";1;1;"R$ 4.398,64";86;90;"R$ 4.301,64";85;89;"R$ 97,00";1;"R$ 5.239,87";99;103;"R$ 5.358,05";97;2026-04-09-2026-04-09;10899;0.00%;0;"R$ 786,38";"R$ 5.495,00";0;0;"R$ 0,00";0;3.32%;97939
byluizdanyell;Lv. 0;6592688737821392901;"R$ 245,34";2;2;"R$ 3.275,12";60;60;"R$ 3.029,78";58;58;"R$ 312,08";3;"R$ 5.089,67";86;88;"R$ 4.648,25";83;2026-04-09-2026-04-09;119780;9.97%;391;"R$ 363,55";"R$ 4.960,33";2;19;"R$ 110,70";2;3.91%;159239
empoderyas;Lv. 0;6814645518830388229;"R$ 3.212,20";24;24;"R$ 3.831,52";31;34;"R$ 619,32";7;10;"R$ 3.685,18";27;"R$ 4.978,65";39;42;"R$ 1.081,02";12;2026-04-09-2026-04-09;25820;15.83%;8090;"R$ 454,93";"R$ 4.766,20";2;6;"R$ 248,50";3;4.36%;31848
planosdaka;Lv. 0;7277304865007682566;"R$ 4.466,30";40;41;"R$ 4.566,82";45;46;"R$ 0,00";0;0;"R$ 4.649,78";41;"R$ 4.667,44";46;47;"R$ 0,00";0;2026-04-09-2026-04-09;9122;58.03%;3367;"R$ 446,50";"R$ 4.750,30";1;1;"R$ 0,00";0;9.78%;2474
fefeshopcreator;Lv. 0;7494400210920162309;"R$ 3.494,46";56;57;"R$ 3.494,46";56;57;"R$ 0,00";0;0;"R$ 4.301,69";69;"R$ 4.523,73";70;71;"R$ 72,42";1;2026-04-09-2026-04-09;7595;23.52%;7527;"R$ 418,91";"R$ 4.374,11";2;4;"R$ 0,00";0;4.89%;2472
shirley.santos.to1;Lv. 0;7555650286108591160;"R$ 0,00";0;0;"R$ 4.185,42";33;42;"R$ 4.156,13";32;41;"R$ 0,00";0;"R$ 4.323,53";35;44;"R$ 4.251,46";34;2026-04-09-2026-04-09;4257;0.00%;0;"R$ 262,55";"R$ 4.280,75";0;29;"R$ 0,00";0;5.85%;25521
