author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
baacarvalho_;Lv. 0;6807182721396868102;"R$ 28.235,52";468;472;"R$ 28.994,74";479;483;"R$ 759,22";11;11;"R$ 30.882,02";513;"R$ 33.612,73";530;534;"R$ 1.065,23";17;2026-04-30-2026-04-30;13358;54.31%;30457;"R$ 3.124,86";"R$ 31.947,25";5;14;"R$ 59,87";1;4.64%;24946
byadrianams;Lv. 0;7516288332260951046;"R$ 12.950,85";108;109;"R$ 16.362,96";180;181;"R$ 3.412,11";72;72;"R$ 14.791,59";123;"R$ 19.471,16";206;207;"R$ 4.539,80";83;2026-04-30-2026-04-30;12716;40.41%;11998;"R$ 1.957,00";"R$ 19.331,39";1;4;"R$ 0,00";0;2.77%;102751
_marigil;Lv. 0;6812034214969426949;"R$ 104,26";1;1;"R$ 13.442,67";201;237;"R$ 13.338,41";200;236;"R$ 169,02";2;"R$ 17.537,56";258;315;"R$ 17.162,12";256;2026-04-30-2026-04-30;20134;0.00%;0;"R$ 1.424,05";"R$ 17.331,14";0;10;"R$ 2.961,21";46;4.41%;490675
lucilenecreator;Lv. 0;7175618308203807749;"R$ 9.335,33";709;764;"R$ 9.559,14";715;770;"R$ 223,81";6;6;"R$ 9.911,43";753;"R$ 9.307,95";761;819;"R$ 291,68";8;2026-04-30-2026-04-30;390613;28.83%;19698;"R$ 872,63";"R$ 10.203,11";7;17;"R$ 0,00";0;3.75%;13589
planosdaka;Lv. 0;7277304865007682566;"R$ 8.177,41";58;58;"R$ 8.226,96";60;60;"R$ 0,00";0;0;"R$ 8.833,34";63;"R$ 10.088,39";83;83;"R$ 324,77";14;2026-04-30-2026-04-30;10311;55.39%;4396;"R$ 897,44";"R$ 9.326,22";1;0;"R$ 0,00";0;8.54%;1663
roseanelazzarotto;Lv. 0;7103934273183269893;"R$ 7.927,49";68;70;"R$ 7.976,99";70;72;"R$ 49,50";2;2;"R$ 8.660,87";74;"R$ 9.696,04";77;79;"R$ 185,40";3;2026-04-30-2026-04-30;7597;17.78%;11916;"R$ 564,96";"R$ 8.846,27";4;0;"R$ 0,00";0;4.39%;2505
bandeira7616;Lv. 0;7452082627856794630;"R$ 8.446,51";23;39;"R$ 8.446,51";23;39;"R$ 0,00";0;0;"R$ 8.628,25";25;"R$ 8.593,51";25;41;"R$ 0,00";0;2026-04-30-2026-04-30;3484;24.02%;6033;"R$ 752,04";"R$ 8.628,25";3;3;"R$ 0,00";0;7.30%;1506
bdgroupshop;Lv. 0;7477153061481694214;"R$ 7.513,23";15;15;"R$ 7.513,23";15;15;"R$ 0,00";0;0;"R$ 8.229,78";17;"R$ 7.792,50";17;17;"R$ 0,00";0;2026-04-30-2026-04-30;4859;19.75%;9095;"R$ 662,52";"R$ 8.229,78";1;3;"R$ 0,00";0;5.78%;1869
janissosweet;Lv. 0;6784391150204912645;"R$ 6.549,30";35;35;"R$ 6.761,00";36;36;"R$ 211,70";1;1;"R$ 6.718,72";36;"R$ 7.024,61";38;38;"R$ 271,69";2;2026-04-30-2026-04-30;6112;38.38%;8910;"R$ 757,84";"R$ 6.990,41";1;3;"R$ 0,00";0;15.12%;5667
walker.edu;Lv. 0;6778287145146582021;"R$ 3.983,76";42;42;"R$ 4.940,99";49;49;"R$ 957,23";7;7;"R$ 4.704,32";50;"R$ 6.086,16";60;61;"R$ 1.159,40";10;2026-04-30-2026-04-30;5346;13.99%;6625;"R$ 587,41";"R$ 5.863,72";3;14;"R$ 74,27";1;7.10%;17186
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 4.922,52";72;72;"R$ 5.199,44";77;77;"R$ 276,92";5;5;"R$ 5.374,58";80;"R$ 6.061,77";86;86;"R$ 344,12";6;2026-04-30-2026-04-30;21086;45.93%;9068;"R$ 531,56";"R$ 5.718,70";1;0;"R$ 0,00";0;5.71%;6217
byluizdanyell;Lv. 0;6592688737821392901;"R$ 2.092,84";29;29;"R$ 3.973,69";59;60;"R$ 1.853,85";29;30;"R$ 2.338,22";33;"R$ 5.508,03";76;77;"R$ 2.993,66";42;2026-04-30-2026-04-30;119962;23.03%;9050;"R$ 493,61";"R$ 5.358,88";5;24;"R$ 176,25";2;4.05%;81106
mairaog;Lv. 0;6789280832538215430;"R$ 1.787,73";13;13;"R$ 3.883,82";69;70;"R$ 2.096,09";56;57;"R$ 2.731,58";20;"R$ 5.143,21";82;82;"R$ 2.441,04";62;2026-04-30-2026-04-30;6405;24.89%;3520;"R$ 406,84";"R$ 5.172,62";1;2;"R$ 0,00";0;4.08%;44204
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 4.021,55";30;30;"R$ 4.386,50";34;34;"R$ 364,95";4;4;"R$ 4.608,53";34;"R$ 5.452,67";40;40;"R$ 480,50";6;2026-04-30-2026-04-30;8772;19.43%;6371;"R$ 556,55";"R$ 5.089,03";2;5;"R$ 0,00";0;3.70%;6760
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 4.431,80";46;47;"R$ 4.471,70";47;48;"R$ 39,90";1;1;"R$ 4.903,98";52;"R$ 5.049,58";54;55;"R$ 65,69";2;2026-04-30-2026-04-30;9455;13.80%;13581;"R$ 447,88";"R$ 4.969,67";5;2;"R$ 0,00";0;3.81%;5007
