author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 31.059,11";338;346;"R$ 31.170,48";342;350;"R$ 74,85";3;3;"R$ 31.600,79";345;"R$ 33.365,90";353;361;"R$ 111,71";4;2026-04-25-2026-04-25;9081;21.19%;38922;"R$ 2.818,74";"R$ 32.232,29";2;1;"R$ 0,00";0;5.31%;2939
kahrouul;Lv. 0;6812048966706185222;"R$ 12.300,10";21;21;"R$ 12.778,92";32;32;"R$ 404,89";9;9;"R$ 13.287,54";24;"R$ 13.409,00";37;37;"R$ 587,51";11;2026-04-25-2026-04-25;19803;11.75%;23124;"R$ 960,67";"R$ 13.948,98";3;4;"R$ 109,80";2;5.41%;13722
elenaratrindade;Lv. 0;6532062669149618177;"R$ 11.229,59";107;107;"R$ 12.930,65";124;124;"R$ 1.701,06";17;17;"R$ 11.497,42";110;"R$ 13.987,70";128;128;"R$ 1.826,15";18;2026-04-25-2026-04-25;27930;29.04%;41935;"R$ 1.167,86";"R$ 13.323,57";3;0;"R$ 0,00";0;7.43%;35509
planosdaka;Lv. 0;7277304865007682566;"R$ 8.857,38";76;77;"R$ 9.121,96";77;78;"R$ 0,00";0;0;"R$ 9.439,78";91;"R$ 10.060,51";93;94;"R$ 55,00";1;2026-04-25-2026-04-25;10018;51.12%;6405;"R$ 946,30";"R$ 9.759,36";1;2;"R$ 0,00";0;8.92%;3039
casatiktokshop;Lv. 0;7279022943836242949;"R$ 7.312,03";84;85;"R$ 7.312,03";84;85;"R$ 0,00";0;0;"R$ 7.496,65";86;"R$ 7.801,00";86;87;"R$ 0,00";0;2026-04-25-2026-04-25;14686;5.75%;39051;"R$ 767,64";"R$ 7.496,65";3;0;"R$ 0,00";0;2.46%;5010
byadrianams;Lv. 0;7516288332260951046;"R$ 2.904,38";21;21;"R$ 5.561,31";75;75;"R$ 2.468,69";53;53;"R$ 3.666,88";27;"R$ 7.433,28";94;95;"R$ 3.537,10";66;2026-04-25-2026-04-25;12292;42.90%;4394;"R$ 896,04";"R$ 7.392,22";1;5;"R$ 0,00";0;1.78%;127223
jumuriel.a;Lv. 0;7288359799254516741;"R$ 6.633,73";141;142;"R$ 7.001,85";146;147;"R$ 368,12";5;5;"R$ 6.860,56";146;"R$ 7.684,21";153;154;"R$ 507,97";7;2026-04-25-2026-04-25;19289;13.56%;29675;"R$ 722,10";"R$ 7.368,53";2;0;"R$ 0,00";0;4.70%;7773
jotamatiotti;Lv. 0;6973353133683426309;"R$ 6.827,87";54;54;"R$ 6.827,87";54;54;"R$ 0,00";0;0;"R$ 7.183,53";57;"R$ 7.674,02";57;57;"R$ 0,00";0;2026-04-25-2026-04-25;21093;15.43%;16055;"R$ 1.058,57";"R$ 7.183,53";5;5;"R$ 172,12";3;6.53%;4655
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 6.257,56";86;86;"R$ 6.727,85";93;93;"R$ 470,29";7;7;"R$ 6.552,15";90;"R$ 7.347,07";97;97;"R$ 470,29";7;2026-04-25-2026-04-25;20840;32.50%;17213;"R$ 502,65";"R$ 7.022,44";5;0;"R$ 0,00";0;6.83%;6689
_marigil;Lv. 0;6812034214969426949;"R$ 0,00";0;0;"R$ 5.456,19";70;76;"R$ 5.456,19";70;76;"R$ 209,42";1;"R$ 6.472,15";83;90;"R$ 6.413,04";82;2026-04-25-2026-04-25;19826;0.00%;0;"R$ 572,61";"R$ 6.622,46";0;5;"R$ 1.350,95";21;6.40%;293604
