author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
abner_mrios;Lv. 0;6812245507281585158;"R$ 31.014,56";203;294;"R$ 31.036,55";204;295;"R$ 21,99";1;1;"R$ 33.113,85";212;"R$ 36.338,31";214;305;"R$ 48,98";2;2026-05-16-2026-05-16;4131;27.09%;35921;"R$ 1.258,57";"R$ 33.162,83";2;1;"R$ 0,00";0;1.32%;43891
heeycamiss;Lv. 0;7014645431012639750;"R$ 21.092,36";326;330;"R$ 21.358,12";329;334;"R$ 265,76";3;4;"R$ 21.798,62";337;"R$ 23.957,39";340;345;"R$ 265,76";3;2026-05-16-2026-05-16;5570;29.98%;30577;"R$ 2.887,17";"R$ 22.064,38";1;4;"R$ 0,00";0;4.83%;5361
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 17.903,37";112;112;"R$ 18.865,47";120;120;"R$ 962,10";8;8;"R$ 18.980,15";118;"R$ 21.538,43";127;127;"R$ 1.081,09";9;2026-05-16-2026-05-16;9989;20.40%;13652;"R$ 1.862,15";"R$ 20.061,24";2;5;"R$ 0,00";0;9.02%;14629
ah.barbra;Lv. 0;6810907592987395077;"R$ 7.329,98";76;76;"R$ 13.209,00";151;151;"R$ 5.879,02";75;75;"R$ 7.690,04";80;"R$ 13.571,38";155;155;"R$ 5.833,69";75;2026-05-16-2026-05-16;3878;27.78%;11411;"R$ 1.276,77";"R$ 13.523,73";1;5;"R$ 68,85";1;9.35%;84104
walker.edu;Lv. 0;6778287145146582021;"R$ 9.215,48";97;98;"R$ 9.982,32";106;107;"R$ 738,91";8;8;"R$ 10.235,80";107;"R$ 11.602,73";116;117;"R$ 738,91";8;2026-05-16-2026-05-16;5763;10.40%;13303;"R$ 1.119,24";"R$ 11.002,64";1;9;"R$ 0,00";0;6.18%;15507
juhindicaa;Lv. 0;6809368191572984837;"R$ 8.064,49";74;75;"R$ 8.411,46";79;80;"R$ 346,97";5;5;"R$ 9.482,00";86;"R$ 10.577,47";92;93;"R$ 391,90";6;2026-05-16-2026-05-16;7250;40.91%;11485;"R$ 978,58";"R$ 9.873,90";2;2;"R$ 0,00";0;5.41%;7852
eu.julioindica;Lv. 0;190350162744147968;"R$ 8.771,34";115;118;"R$ 9.320,80";130;133;"R$ 549,46";15;15;"R$ 9.235,37";121;"R$ 10.548,87";138;141;"R$ 630,27";17;2026-05-16-2026-05-16;16919;10.05%;30249;"R$ 879,74";"R$ 9.865,64";1;0;"R$ 0,00";0;2.63%;22396
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 8.382,46";123;123;"R$ 8.691,85";127;127;"R$ 309,39";4;4;"R$ 8.680,11";127;"R$ 9.462,26";132;132;"R$ 384,39";5;2026-05-16-2026-05-16;22175;26.58%;18157;"R$ 760,90";"R$ 9.064,50";3;0;"R$ 0,00";0;4.96%;6049
elenaratrindade;Lv. 0;6532062669149618177;"R$ 5.019,44";43;43;"R$ 7.169,39";65;65;"R$ 2.149,95";22;22;"R$ 5.509,93";47;"R$ 8.789,29";79;79;"R$ 3.067,34";32;2026-05-16-2026-05-16;29556;20.24%;19145;"R$ 668,42";"R$ 8.577,27";2;1;"R$ 0,00";0;7.77%;39029
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 7.859,37";171;186;"R$ 7.859,37";171;186;"R$ 0,00";0;"R$ 7.886,78";182;197;"R$ 8.377,03";182;2026-05-16-2026-05-16;129802;0.00%;0;"R$ 542,10";"R$ 8.377,03";0;0;"R$ 0,00";0;2.59%;482120
