author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
empoderyas;Lv. 0;6814645518830388229;"R$ 38.467,66";369;378;"R$ 40.278,22";384;394;"R$ 1.810,56";15;16;"R$ 38.905,55";373;"R$ 43.600,76";395;406;"R$ 2.897,27";22;2026-05-10-2026-05-10;28073;10.56%;116705;"R$ 4.013,67";"R$ 41.802,82";2;31;"R$ 457,45";5;5.17%;43026
kahrouul;Lv. 0;6812048966706185222;"R$ 36.695,04";71;71;"R$ 37.707,16";84;84;"R$ 1.012,12";13;13;"R$ 37.440,44";73;"R$ 36.317,14";88;88;"R$ 1.143,82";15;2026-05-10-2026-05-10;20520;9.14%;69372;"R$ 2.521,88";"R$ 38.584,26";3;4;"R$ 0,00";0;4.83%;16537
juhindicaa;Lv. 0;6809368191572984837;"R$ 17.902,27";167;168;"R$ 18.024,95";171;172;"R$ 122,68";4;4;"R$ 18.917,03";176;"R$ 20.507,85";180;181;"R$ 122,68";4;2026-05-10-2026-05-10;6739;18.61%;33156;"R$ 1.694,10";"R$ 19.039,71";2;1;"R$ 0,00";0;3.45%;9871
byadrianams;Lv. 0;7516288332260951046;"R$ 149,09";1;1;"R$ 12.716,53";168;173;"R$ 12.567,44";167;172;"R$ 263,74";2;"R$ 15.691,84";202;209;"R$ 15.907,24";199;2026-05-10-2026-05-10;13598;0.00%;0;"R$ 1.618,34";"R$ 16.286,31";0;3;"R$ 0,00";0;4.41%;224499
mairaog;Lv. 0;6789280832538215430;"R$ 711,97";6;6;"R$ 14.925,93";459;494;"R$ 14.213,96";453;488;"R$ 843,16";7;"R$ 15.996,43";487;528;"R$ 15.405,90";480;2026-05-10-2026-05-10;7019;11.25%;2649;"R$ 1.137,97";"R$ 16.249,06";1;0;"R$ 0,00";0;2.63%;537720
_marigil;Lv. 0;6812034214969426949;"R$ 3.916,82";32;32;"R$ 11.187,79";123;129;"R$ 7.270,97";91;97;"R$ 4.636,88";38;"R$ 16.802,18";173;180;"R$ 11.556,37";135;2026-05-10-2026-05-10;20978;19.66%;8170;"R$ 1.467,48";"R$ 16.193,25";1;10;"R$ 1.240,27";21;6.18%;313773
walker.edu;Lv. 0;6778287145146582021;"R$ 9.207,92";103;105;"R$ 10.567,89";121;124;"R$ 1.359,97";18;19;"R$ 10.697,32";120;"R$ 13.024,95";141;144;"R$ 1.516,81";21;2026-05-10-2026-05-10;5577;7.57%;18230;"R$ 1.238,47";"R$ 12.214,13";1;3;"R$ 0,00";0;4.75%;27943
jokimura;Lv. 0;7065151738303267845;"R$ 8.738,85";145;146;"R$ 9.879,51";162;163;"R$ 1.140,66";17;17;"R$ 9.218,57";151;"R$ 11.509,76";175;176;"R$ 1.403,97";21;2026-05-10-2026-05-10;15593;7.15%;35913;"R$ 848,53";"R$ 11.154,96";1;1;"R$ 50,39";1;4.20%;15916
planosdaka;Lv. 0;7277304865007682566;"R$ 9.981,17";71;71;"R$ 10.288,57";75;75;"R$ 53,84";2;2;"R$ 10.448,87";74;"R$ 11.906,71";80;80;"R$ 136,14";4;2026-05-10-2026-05-10;10817;15.51%;6217;"R$ 1.061,60";"R$ 10.838,57";1;0;"R$ 0,00";0;5.72%;4528
realmente_thais;Lv. 0;6830838183241532422;"R$ 8.012,10";67;68;"R$ 8.804,66";74;76;"R$ 792,56";7;8;"R$ 8.253,06";69;"R$ 8.270,44";75;77;"R$ 592,96";6;2026-05-10-2026-05-10;11940;8.51%;28765;"R$ 582,83";"R$ 8.846,02";4;0;"R$ 0,00";0;13.44%;5165
elenaratrindade;Lv. 0;6532062669149618177;"R$ 3.422,80";25;25;"R$ 6.762,10";58;58;"R$ 3.339,30";33;33;"R$ 3.707,83";27;"R$ 8.398,86";68;68;"R$ 4.038,60";39;2026-05-10-2026-05-10;29040;11.75%;13584;"R$ 773,71";"R$ 7.974,36";4;0;"R$ 0,00";0;8.33%;38568
