author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
kahrouul;Lv. 0;6812048966706185222;"R$ 36.917,52";68;69;"R$ 37.543,68";79;80;"R$ 364,07";8;8;"R$ 38.199,32";70;"R$ 37.018,80";81;82;"R$ 356,35";8;2026-05-15-2026-05-15;20701;11.89%;45494;"R$ 2.527,78";"R$ 38.817,76";5;4;"R$ 0,00";0;5.59%;14882
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 18.388,42";115;120;"R$ 19.549,63";124;129;"R$ 1.161,21";9;9;"R$ 18.617,00";116;"R$ 21.480,51";127;132;"R$ 1.486,75";11;2026-05-15-2026-05-15;9932;27.42%;10658;"R$ 2.274,68";"R$ 20.103,75";2;5;"R$ 0,00";0;7.39%;10485
bandeira7616;Lv. 0;7452082627856794630;"R$ 17.011,80";52;53;"R$ 17.308,00";53;54;"R$ 296,20";1;1;"R$ 19.362,28";58;"R$ 17.912,15";59;61;"R$ 296,20";1;2026-05-15-2026-05-15;4357;24.37%;13657;"R$ 1.543,36";"R$ 19.658,48";3;4;"R$ 94,99";1;5.19%;1964
abner_mrios;Lv. 0;6812245507281585158;"R$ 16.192,94";83;86;"R$ 16.211,65";84;87;"R$ 18,71";1;1;"R$ 16.375,22";86;"R$ 18.005,32";87;90;"R$ 18,71";1;2026-05-15-2026-05-15;4043;30.35%;24687;"R$ 685,34";"R$ 16.393,93";5;5;"R$ 0,00";0;1.85%;22327
elenaratrindade;Lv. 0;6532062669149618177;"R$ 9.597,08";84;84;"R$ 11.711,71";105;105;"R$ 2.114,63";21;21;"R$ 10.698,00";93;"R$ 14.502,36";123;123;"R$ 2.910,55";28;2026-05-15-2026-05-15;29469;27.59%;21731;"R$ 1.020,05";"R$ 13.879,37";4;0;"R$ 0,00";0;8.14%;30983
thiagofariastestando;Lv. 0;6797526976879313925;"R$ 11.524,62";135;136;"R$ 11.524,62";135;136;"R$ 0,00";0;0;"R$ 12.353,61";144;"R$ 13.175,17";144;145;"R$ 0,00";0;2026-05-15-2026-05-15;4302;15.98%;15934;"R$ 1.246,18";"R$ 12.353,61";3;0;"R$ 0,00";0;5.86%;700
luanageneralii;Lv. 0;6813149653313799173;"R$ 7.877,26";52;52;"R$ 8.486,51";57;57;"R$ 609,25";5;5;"R$ 8.194,34";54;"R$ 9.681,82";60;60;"R$ 782,28";6;2026-05-15-2026-05-15;3205;28.92%;4295;"R$ 1.293,54";"R$ 8.976,62";4;1;"R$ 57,70";1;5.36%;21061
byadrianams;Lv. 0;7516288332260951046;"R$ 618,73";4;4;"R$ 7.777,70";112;113;"R$ 7.158,97";108;109;"R$ 876,94";6;"R$ 8.352,02";125;126;"R$ 8.086,33";119;2026-05-15-2026-05-15;13815;17.01%;2205;"R$ 987,95";"R$ 8.963,27";1;5;"R$ 0,00";0;4.44%;105707
_marigil;Lv. 0;6812034214969426949;"R$ 0,00";0;0;"R$ 5.832,09";57;61;"R$ 5.832,09";57;61;"R$ 55,36";1;"R$ 9.224,74";84;91;"R$ 8.885,76";83;2026-05-15-2026-05-15;21293;0.00%;0;"R$ 749,73";"R$ 8.941,12";0;0;"R$ 895,12";15;6.87%;268705
ah.barbra;Lv. 0;6810907592987395077;"R$ 3.945,99";34;34;"R$ 7.393,64";78;78;"R$ 3.447,65";44;44;"R$ 4.395,04";38;"R$ 8.368,81";88;88;"R$ 4.042,08";50;2026-05-15-2026-05-15;3797;26.65%;9220;"R$ 783,36";"R$ 8.437,12";2;4;"R$ 0,00";0;11.50%;47639
byluizdanyell;Lv. 0;6592688737821392901;"R$ 6.905,96";74;74;"R$ 7.510,33";86;86;"R$ 604,37";12;12;"R$ 7.147,63";76;"R$ 8.761,16";98;98;"R$ 1.106,75";22;2026-05-15-2026-05-15;120074;17.34%;11670;"R$ 818,45";"R$ 8.254,38";2;36;"R$ 0,00";0;4.14%;76750
walker.edu;Lv. 0;6778287145146582021;"R$ 5.657,01";59;59;"R$ 6.106,91";65;65;"R$ 449,90";6;6;"R$ 6.261,21";65;"R$ 8.071,48";78;78;"R$ 1.437,73";13;2026-05-15-2026-05-15;5727;8.87%;7775;"R$ 777,09";"R$ 7.698,94";2;9;"R$ 0,00";0;5.49%;15235
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 6.798,43";154;155;"R$ 6.798,43";154;155;"R$ 0,00";0;"R$ 6.777,16";159;160;"R$ 7.039,01";159;2026-05-15-2026-05-15;129130;0.00%;0;"R$ 433,74";"R$ 7.039,01";0;5;"R$ 0,00";0;2.82%;329937
heeycamiss;Lv. 0;7014645431012639750;"R$ 6.794,54";92;93;"R$ 6.794,54";92;93;"R$ 0,00";0;0;"R$ 6.935,58";94;"R$ 7.551,02";94;95;"R$ 0,00";0;2026-05-15-2026-05-15;5258;21.95%;12315;"R$ 913,72";"R$ 6.935,58";1;5;"R$ 0,00";0;3.46%;3299
rafaella.samara;Lv. 0;7325890451452740614;"R$ 5.666,38";98;98;"R$ 5.835,16";101;101;"R$ 168,78";3;3;"R$ 6.295,34";107;"R$ 6.801,51";111;111;"R$ 261,54";4;2026-05-15-2026-05-15;4886;18.69%;11827;"R$ 716,82";"R$ 6.556,88";2;8;"R$ 0,00";0;6.46%;5321
mairaog;Lv. 0;6789280832538215430;"R$ 1.771,16";13;13;"R$ 5.611,50";125;126;"R$ 3.840,34";112;113;"R$ 2.070,95";15;"R$ 6.370,16";143;145;"R$ 4.442,03";128;2026-05-15-2026-05-15;7936;25.55%;4641;"R$ 501,79";"R$ 6.512,98";2;1;"R$ 0,00";0;4.97%;161538
samara_1580;Lv. 0;7225327765163492358;"R$ 5.833,73";92;93;"R$ 6.102,79";95;96;"R$ 269,06";3;3;"R$ 6.089,38";96;"R$ 6.706,72";99;100;"R$ 269,06";3;2026-05-15-2026-05-15;43543;20.18%;15043;"R$ 642,13";"R$ 6.358,44";5;4;"R$ 55,20";1;7.63%;6250
baacarvalho_;Lv. 0;6807182721396868102;"R$ 5.510,17";74;75;"R$ 5.974,73";84;85;"R$ 464,56";10;10;"R$ 5.533,95";75;"R$ 6.416,92";87;88;"R$ 557,65";12;2026-05-15-2026-05-15;13972;33.25%;9258;"R$ 374,24";"R$ 6.091,60";2;5;"R$ 0,00";0;5.07%;21330
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 2.308,74";17;17;"R$ 4.611,12";32;32;"R$ 2.302,38";15;15;"R$ 2.664,14";20;"R$ 6.054,83";41;41;"R$ 2.946,32";21;2026-05-15-2026-05-15;4818;44.24%;1485;"R$ 528,97";"R$ 5.610,46";4;9;"R$ 0,00";0;6.12%;83823
jotamatiotti;Lv. 0;6973353133683426309;"R$ 5.369,79";40;41;"R$ 5.369,79";40;41;"R$ 0,00";0;0;"R$ 5.502,75";42;"R$ 5.977,13";42;44;"R$ 0,00";0;2026-05-15-2026-05-15;22146;14.57%;9834;"R$ 537,60";"R$ 5.502,75";4;4;"R$ 234,93";4;4.99%;1403
bdgroupshop;Lv. 0;7477153061481694214;"R$ 4.620,48";10;10;"R$ 4.620,48";10;10;"R$ 0,00";0;0;"R$ 5.401,33";12;"R$ 5.198,24";12;12;"R$ 0,00";0;2026-05-15-2026-05-15;5267;11.65%;6953;"R$ 373,37";"R$ 5.401,33";2;2;"R$ 0,00";0;5.68%;1425
luanna.gomide;Lv. 0;6807131825984996357;"R$ 3.956,15";40;40;"R$ 3.956,15";40;40;"R$ 0,00";0;0;"R$ 4.420,80";45;"R$ 4.648,17";45;45;"R$ 0,00";0;2026-05-15-2026-05-15;5150;15.99%;17502;"R$ 424,14";"R$ 4.420,80";12;2;"R$ 0,00";0;3.01%;1429
cruvinelrecomenda;Lv. 0;6813134325333230597;"R$ 3.759,89";48;51;"R$ 3.759,89";48;51;"R$ 0,00";0;0;"R$ 4.030,24";52;"R$ 4.406,97";53;56;"R$ 0,00";0;2026-05-15-2026-05-15;5767;26.34%;2623;"R$ 399,87";"R$ 4.100,05";2;0;"R$ 0,00";0;6.67%;150
empoderyas;Lv. 0;6814645518830388229;"R$ 2.252,62";19;21;"R$ 3.294,79";27;29;"R$ 1.042,17";8;8;"R$ 2.252,62";19;"R$ 4.163,91";32;34;"R$ 1.754,32";13;2026-05-15-2026-05-15;28535;9.33%;14195;"R$ 358,24";"R$ 4.006,94";2;6;"R$ 0,00";0;5.90%;18951
belinharmoura;Lv. 0;6973414703167489030;"R$ 3.252,05";50;50;"R$ 3.286,48";51;51;"R$ 0,00";0;0;"R$ 3.666,48";56;"R$ 4.222,81";61;61;"R$ 301,71";4;2026-05-15-2026-05-15;9267;35.33%;5488;"R$ 414,87";"R$ 4.002,62";3;4;"R$ 0,00";0;3.46%;4561
belaechic;Lv. 0;6808183359027741701;"R$ 2.274,56";23;23;"R$ 2.398,01";27;28;"R$ 123,45";4;5;"R$ 2.407,46";24;"R$ 2.706,91";27;28;"R$ 101,76";3;2026-05-15-2026-05-15;65015;15.23%;7019;"R$ 232,53";"R$ 2.509,22";4;0;"R$ 0,00";0;1.61%;30688
morganafuchter;Lv. 0;6813070438303548421;"R$ 0,00";0;0;"R$ 1.575,96";33;33;"R$ 1.575,96";33;33;"R$ 0,00";0;"R$ 2.258,14";37;37;"R$ 2.216,60";37;2026-05-15-2026-05-15;38339;0.00%;0;"R$ 193,86";"R$ 2.216,60";0;7;"R$ 797,19";17;9.95%;159795
by.luanadias;Lv. 0;7190388902812894213;"R$ 1.298,59";18;18;"R$ 1.968,56";25;25;"R$ 487,98";6;6;"R$ 1.479,04";20;"R$ 2.358,00";28;28;"R$ 550,16";7;2026-05-15-2026-05-15;4725;18.40%;5636;"R$ 203,70";"R$ 2.211,19";2;3;"R$ 0,00";0;9.01%;8076
ingrid.creator;Lv. 0;6813472587907318789;"R$ 2.035,32";29;29;"R$ 2.100,01";30;30;"R$ 64,69";1;1;"R$ 2.102,37";30;"R$ 2.184,00";31;31;"R$ 64,69";1;2026-05-15-2026-05-15;7165;20.92%;7769;"R$ 182,39";"R$ 2.167,06";1;2;"R$ 0,00";0;6.88%;1293
