author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
planosdaka;Lv. 0;7277304865007682566;"R$ 13.985,02";89;89;"R$ 14.636,67";96;96;"R$ 33,01";1;1;"R$ 15.256,15";101;"R$ 17.074,00";110;110;"R$ 67,29";2;2026-05-08-2026-05-08;10744;18.46%;8433;"R$ 1.499,46";"R$ 15.991,58";2;0;"R$ 0,00";0;7.68%;5146
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 13.596,52";373;416;"R$ 13.596,52";373;416;"R$ 0,00";0;"R$ 14.282,61";383;428;"R$ 14.144,44";383;2026-05-08-2026-05-08;123118;0.00%;0;"R$ 1.246,25";"R$ 14.144,44";0;5;"R$ 0,00";0;3.13%;881187
bdgroupshop;Lv. 0;7477153061481694214;"R$ 11.369,60";18;18;"R$ 11.369,60";18;18;"R$ 0,00";0;0;"R$ 11.876,72";20;"R$ 12.203,06";20;20;"R$ 0,00";0;2026-05-08-2026-05-08;5172;17.25%;7170;"R$ 803,22";"R$ 11.876,72";1;1;"R$ 0,00";0;4.75%;2276
byadrianams;Lv. 0;7516288332260951046;"R$ 3.044,43";21;22;"R$ 7.544,74";96;98;"R$ 4.500,31";75;76;"R$ 4.273,47";30;"R$ 10.874,30";126;129;"R$ 6.714,51";96;2026-05-08-2026-05-08;13451;16.90%;3917;"R$ 1.161,13";"R$ 10.987,98";1;4;"R$ 0,00";0;3.74%;90847
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 8.845,72";96;97;"R$ 9.666,48";107;108;"R$ 820,76";11;11;"R$ 10.083,91";107;"R$ 11.632,44";117;120;"R$ 790,45";10;2026-05-08-2026-05-08;9618;16.70%;14315;"R$ 1.146,13";"R$ 10.874,36";6;5;"R$ 0,00";0;5.44%;7622
_marigil;Lv. 0;6812034214969426949;"R$ 442,87";4;4;"R$ 6.918,13";89;91;"R$ 6.475,26";85;87;"R$ 442,87";4;"R$ 10.315,50";135;141;"R$ 9.550,32";131;2026-05-08-2026-05-08;20721;17.49%;1464;"R$ 900,80";"R$ 9.993,19";1;13;"R$ 1.364,98";21;10.54%;595933
ah.barbra;Lv. 0;6810907592987395077;"R$ 5.784,62";58;58;"R$ 7.662,61";79;79;"R$ 1.877,99";21;21;"R$ 6.775,84";67;"R$ 8.901,78";94;94;"R$ 2.334,02";27;2026-05-08-2026-05-08;3110;40.20%;4381;"R$ 685,12";"R$ 9.109,86";1;5;"R$ 0,00";0;10.94%;22349
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 7.272,01";101;103;"R$ 7.414,10";104;106;"R$ 142,09";3;3;"R$ 7.996,14";112;"R$ 9.000,68";119;121;"R$ 402,26";7;2026-05-08-2026-05-08;21671;17.85%;12255;"R$ 841,37";"R$ 8.398,40";4;0;"R$ 0,00";0;5.47%;5848
bandeira7616;Lv. 0;7452082627856794630;"R$ 6.507,39";21;26;"R$ 6.507,39";21;26;"R$ 0,00";0;0;"R$ 7.216,00";23;"R$ 6.886,94";23;28;"R$ 0,00";0;2026-05-08-2026-05-08;3944;17.58%;9899;"R$ 609,40";"R$ 7.216,00";3;6;"R$ 0,00";0;4.76%;1724
samara_1580;Lv. 0;7225327765163492358;"R$ 4.495,77";70;71;"R$ 5.179,21";76;77;"R$ 683,44";6;6;"R$ 4.827,91";75;"R$ 5.663,52";81;82;"R$ 683,44";6;2026-05-08-2026-05-08;43329;26.57%;7716;"R$ 456,51";"R$ 5.511,35";2;3;"R$ 0,00";0;7.93%;9495
jokimura;Lv. 0;7065151738303267845;"R$ 4.043,12";69;69;"R$ 4.821,80";79;79;"R$ 778,68";10;10;"R$ 4.163,25";71;"R$ 5.695,15";86;86;"R$ 1.087,86";15;2026-05-08-2026-05-08;15422;6.94%;19439;"R$ 556,59";"R$ 5.251,11";2;5;"R$ 0,00";0;5.07%;10575
