author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
planosdaka;Lv. 0;7277304865007682566;"R$ 11.522,69";101;103;"R$ 11.597,44";103;105;"R$ 40,70";1;1;"R$ 11.612,36";105;"R$ 12.675,79";107;109;"R$ 40,70";1;2026-05-02-2026-05-02;10441;48.00%;7512;"R$ 1.158,91";"R$ 11.687,11";1;0;"R$ 0,00";0;7.56%;1363
kahrouul;Lv. 0;6812048966706185222;"R$ 10.172,16";17;17;"R$ 11.127,15";21;21;"R$ 954,99";4;4;"R$ 10.263,11";18;"R$ 10.769,81";22;22;"R$ 954,99";4;2026-05-02-2026-05-02;20210;13.36%;14582;"R$ 831,63";"R$ 11.218,10";2;20;"R$ 0,00";0;4.56%;14203
jokimura;Lv. 0;7065151738303267845;"R$ 9.351,67";153;159;"R$ 10.141,57";162;168;"R$ 739,90";8;8;"R$ 9.930,68";161;"R$ 11.928,48";172;179;"R$ 1.113,55";10;2026-05-02-2026-05-02;14879;7.15%;44473;"R$ 1.205,19";"R$ 11.094,23";1;3;"R$ 160,34";1;4.29%;10725
bandeira7616;Lv. 0;7452082627856794630;"R$ 9.061,90";28;55;"R$ 10.009,07";32;62;"R$ 947,17";4;7;"R$ 9.216,21";29;"R$ 10.879,54";35;66;"R$ 1.282,95";6;2026-05-02-2026-05-02;3607;19.78%;10529;"R$ 970,76";"R$ 10.499,16";2;7;"R$ 0,00";0;7.15%;2209
_marigil;Lv. 0;6812034214969426949;"R$ 380,39";6;6;"R$ 7.244,06";101;103;"R$ 6.863,67";95;97;"R$ 419,37";7;"R$ 9.317,87";123;127;"R$ 8.633,13";116;2026-05-02-2026-05-02;20270;32.46%;4815;"R$ 790,17";"R$ 9.052,50";1;16;"R$ 1.824,31";31;5.36%;286221
byadrianams;Lv. 0;7516288332260951046;"R$ 1.476,57";10;10;"R$ 6.088,66";109;112;"R$ 4.612,09";99;102;"R$ 2.965,93";20;"R$ 8.341,68";130;135;"R$ 5.543,72";110;2026-05-02-2026-05-02;12874;31.50%;2867;"R$ 1.027,48";"R$ 8.509,65";1;5;"R$ 0,00";0;3.05%;138397
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 7.136,17";98;98;"R$ 7.235,91";100;100;"R$ 99,74";2;2;"R$ 7.654,23";103;"R$ 8.830,78";109;109;"R$ 555,19";6;2026-05-02-2026-05-02;9199;14.78%;20755;"R$ 874,84";"R$ 8.209,42";4;1;"R$ 0,00";0;4.43%;11542
jotamatiotti;Lv. 0;6973353133683426309;"R$ 7.416,88";53;60;"R$ 7.488,90";54;61;"R$ 72,02";1;1;"R$ 7.836,63";56;"R$ 8.400,48";57;65;"R$ 72,02";1;2026-05-02-2026-05-02;21770;12.80%;14579;"R$ 898,18";"R$ 7.908,65";5;7;"R$ 278,85";5;4.78%;8841
danilatedesco1;Lv. 0;6778298714601178117;"R$ 6.706,49";224;230;"R$ 6.871,93";229;235;"R$ 165,44";5;5;"R$ 7.167,83";238;"R$ 6.726,30";243;249;"R$ 233,04";5;2026-05-02-2026-05-02;4584;12.03%;38255;"R$ 1.194,30";"R$ 7.400,87";1;0;"R$ 0,00";0;5.17%;4601
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 6.170,25";87;87;"R$ 6.774,51";98;98;"R$ 552,93";10;10;"R$ 6.501,94";92;"R$ 7.411,80";104;104;"R$ 616,64";11;2026-05-02-2026-05-02;21262;27.33%;16661;"R$ 505,80";"R$ 7.169,91";2;0;"R$ 0,00";0;5.30%;8127
