author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
planosdaka;Lv. 5;7277304865007682566;"R$ 13.662,55";85;88;"R$ 13.662,55";85;88;"R$ 0,00";0;0;"R$ 14.982,82";104;"R$ 15.891,79";104;107;"R$ 0,00";0;2026-05-27-2026-05-27;11450;66.79%;7296;"R$ 1.282,81";"R$ 14.982,82";2;0;"R$ 0,00";0;10.52%;1435
luanna.gomide;Lv. 5;6807131825984996357;"R$ 11.075,91";76;77;"R$ 11.075,91";76;77;"R$ 0,00";0;0;"R$ 12.397,54";84;"R$ 13.321,96";84;85;"R$ 0,00";0;2026-05-27-2026-05-27;6087;25.57%;18752;"R$ 1.196,02";"R$ 12.397,54";1;3;"R$ 0,00";0;4.48%;1541
elenaratrindade;Lv. 5;6532062669149618177;"R$ 7.272,33";56;56;"R$ 9.754,34";76;77;"R$ 2.482,01";20;21;"R$ 7.272,33";56;"R$ 10.605,54";80;81;"R$ 2.868,87";24;2026-05-27-2026-05-27;30480;35.91%;12181;"R$ 920,88";"R$ 10.141,20";2;4;"R$ 0,00";0;8.01%;36128
bandeira7616;Lv. 5;7452082627856794630;"R$ 9.064,24";28;52;"R$ 9.064,24";28;52;"R$ 0,00";0;0;"R$ 9.774,75";30;"R$ 10.072,89";30;54;"R$ 0,00";0;2026-05-27-2026-05-27;5689;35.26%;15088;"R$ 812,21";"R$ 9.774,75";2;5;"R$ 0,00";0;7.88%;3323
empoderyas;Lv. 5;6814645518830388229;"R$ 7.055,52";66;67;"R$ 7.977,22";76;77;"R$ 921,70";10;10;"R$ 7.499,80";68;"R$ 9.496,46";87;88;"R$ 1.627,58";19;2026-05-27-2026-05-27;29973;16.30%;18008;"R$ 1.084,51";"R$ 9.127,38";1;20;"R$ 224,50";2;3.20%;75979
kahrouul;Lv. 5;6812048966706185222;"R$ 7.859,77";31;32;"R$ 8.039,46";34;35;"R$ 179,69";3;3;"R$ 8.038,76";32;"R$ 8.447,51";38;39;"R$ 455,03";6;2026-05-27-2026-05-27;21002;15.23%;13961;"R$ 663,32";"R$ 8.493,79";5;4;"R$ 3.255,22";21;6.80%;8705
prifelipe.oficial;Lv. 5;7552538105918653496;"R$ 7.686,86";52;53;"R$ 8.010,40";56;58;"R$ 323,54";4;5;"R$ 7.668,34";51;"R$ 8.688,18";55;57;"R$ 323,54";4;2026-05-27-2026-05-27;10849;7.36%;23782;"R$ 787,22";"R$ 7.991,88";3;0;"R$ 241,98";1;8.63%;4471
_marigil;Lv. 5;6812034214969426949;"R$ 24,38";1;1;"R$ 4.707,22";55;58;"R$ 4.682,84";54;57;"R$ 24,38";1;"R$ 7.233,29";79;83;"R$ 7.089,96";78;2026-05-27-2026-05-27;22989;0.00%;0;"R$ 583,65";"R$ 7.114,34";0;9;"R$ 1.652,50";18;8.09%;276125
samara_1580;Lv. 4;7225327765163492358;"R$ 5.395,74";68;68;"R$ 5.668,54";71;71;"R$ 272,80";3;3;"R$ 6.427,42";79;"R$ 7.205,10";83;83;"R$ 272,80";3;2026-05-27-2026-05-27;44295;18.43%;13372;"R$ 547,76";"R$ 6.826,32";3;0;"R$ 0,00";0;9.37%;4203
augusto_leite1;Lv. 4;6960352274666259462;"R$ 0,00";0;0;"R$ 5.396,10";186;186;"R$ 5.396,10";186;186;"R$ 0,00";0;"R$ 6.202,27";215;215;"R$ 6.268,05";215;2026-05-27-2026-05-27;174481;0.00%;0;"R$ 395,80";"R$ 6.268,05";0;2;"R$ 0,00";0;1.81%;553100
