author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
samara_1580;Lv. 0;7225327765163492358;"R$ 17.895,63";284;284;"R$ 18.129,83";286;286;"R$ 234,20";2;2;"R$ 18.680,54";296;"R$ 19.669,49";298;298;"R$ 234,20";2;2026-05-20-2026-05-20;43927;28.32%;30291;"R$ 1.810,72";"R$ 18.914,74";3;0;"R$ 0,00";0;12.26%;5724
luanna.gomide;Lv. 0;6807131825984996357;"R$ 12.911,94";114;114;"R$ 12.911,94";114;114;"R$ 0,00";0;0;"R$ 13.811,80";122;"R$ 14.824,15";122;122;"R$ 0,00";0;2026-05-20-2026-05-20;5573;29.31%;28016;"R$ 1.364,11";"R$ 13.811,80";3;0;"R$ 0,00";0;2.11%;3407
_marigil;Lv. 0;6812034214969426949;"R$ 831,28";5;5;"R$ 9.529,81";91;92;"R$ 8.698,53";86;87;"R$ 977,81";7;"R$ 13.380,28";125;127;"R$ 12.149,67";118;2026-05-20-2026-05-20;22260;3.79%;3671;"R$ 1.037,18";"R$ 13.127,48";2;10;"R$ 3.686,64";40;7.02%;514286
bandeira7616;Lv. 0;7452082627856794630;"R$ 11.602,28";44;52;"R$ 11.774,67";45;53;"R$ 172,39";1;1;"R$ 12.287,31";43;"R$ 12.186,71";44;51;"R$ 172,39";1;2026-05-20-2026-05-20;4815;27.18%;11369;"R$ 1.084,38";"R$ 12.459,70";1;2;"R$ 96,18";1;7.49%;3032
elenaratrindade;Lv. 0;6532062669149618177;"R$ 8.856,89";64;64;"R$ 10.776,75";84;84;"R$ 1.919,86";20;20;"R$ 9.823,22";71;"R$ 12.801,01";93;93;"R$ 2.142,01";22;2026-05-20-2026-05-20;29893;34.07%;20296;"R$ 1.098,54";"R$ 11.965,23";3;1;"R$ 0,00";0;8.46%;36719
mari.belezareal;Lv. 0;7486614588432499717;"R$ 84,90";1;1;"R$ 10.427,10";260;263;"R$ 10.342,20";259;262;"R$ 84,90";1;"R$ 10.527,16";275;278;"R$ 11.047,89";274;2026-05-20-2026-05-20;132680;2.85%;2490;"R$ 777,30";"R$ 11.132,79";2;5;"R$ 0,00";0;2.18%;836971
planosdaka;Lv. 0;7277304865007682566;"R$ 7.663,27";47;47;"R$ 7.663,27";47;47;"R$ 0,00";0;0;"R$ 8.153,35";52;"R$ 8.763,45";57;57;"R$ 131,90";5;2026-05-20-2026-05-20;11187;55.45%;3706;"R$ 827,06";"R$ 8.285,25";1;0;"R$ 0,00";0;6.81%;2128
eu.julioindica;Lv. 0;190350162744147968;"R$ 6.410,15";78;81;"R$ 7.241,57";98;101;"R$ 831,42";20;20;"R$ 6.803,48";83;"R$ 8.314,39";103;106;"R$ 831,42";20;2026-05-20-2026-05-20;17141;13.05%;22542;"R$ 740,09";"R$ 7.634,90";1;2;"R$ 0,00";0;2.60%;34581
kahrouul;Lv. 0;6812048966706185222;"R$ 5.241,54";83;85;"R$ 6.635,25";94;96;"R$ 1.393,71";11;11;"R$ 5.967,59";94;"R$ 7.325,06";108;112;"R$ 1.450,73";14;2026-05-20-2026-05-20;20800;25.00%;7193;"R$ 391,39";"R$ 7.418,32";2;2;"R$ 5.992,49";95;7.01%;10232
juhindicaa;Lv. 0;6809368191572984837;"R$ 5.242,20";46;48;"R$ 5.531,38";52;54;"R$ 289,18";6;6;"R$ 6.585,36";58;"R$ 7.491,89";66;68;"R$ 382,89";8;2026-05-20-2026-05-20;7431;32.97%;11988;"R$ 692,82";"R$ 6.968,25";1;0;"R$ 0,00";0;6.02%;8375
abner_mrios;Lv. 0;6812245507281585158;"R$ 5.944,76";51;75;"R$ 6.038,55";53;77;"R$ 18,89";1;1;"R$ 6.466,05";54;"R$ 7.287,68";56;82;"R$ 18,89";1;2026-05-20-2026-05-20;4513;27.71%;9272;"R$ 542,75";"R$ 6.559,84";4;1;"R$ 0,00";0;2.06%;25831
byluizdanyell;Lv. 0;6592688737821392901;"R$ 3.427,93";36;36;"R$ 4.844,26";58;58;"R$ 1.416,33";22;22;"R$ 3.915,75";41;"R$ 6.264,67";71;71;"R$ 2.138,14";30;2026-05-20-2026-05-20;120263;18.25%;4252;"R$ 576,34";"R$ 6.053,89";2;24;"R$ 0,00";0;4.79%;101830
mairaog;Lv. 0;6789280832538215430;"R$ 3.552,59";26;26;"R$ 5.570,06";81;82;"R$ 2.017,47";55;56;"R$ 3.702,58";27;"R$ 6.275,85";89;90;"R$ 2.267,85";62;2026-05-20-2026-05-20;8471;24.27%;10654;"R$ 510,45";"R$ 5.970,43";3;3;"R$ 0,00";0;2.64%;100829
fefeshopcreator;Lv. 0;7494400210920162309;"R$ 3.976,28";42;42;"R$ 4.244,86";46;46;"R$ 268,58";4;4;"R$ 5.204,05";60;"R$ 5.558,63";63;63;"R$ 200,30";3;2026-05-20-2026-05-20;8500;18.72%;7863;"R$ 502,62";"R$ 5.404,35";5;8;"R$ 0,00";0;8.68%;5253
byadrianams;Lv. 0;7516288332260951046;"R$ 699,12";6;6;"R$ 3.510,42";50;51;"R$ 2.811,30";44;45;"R$ 1.017,78";8;"R$ 4.199,93";57;57;"R$ 3.283,01";49;2026-05-20-2026-05-20;13991;8.46%;1714;"R$ 517,35";"R$ 4.300,79";2;4;"R$ 668,06";6;5.30%;44812
dudaabragaa_;Lv. 0;7551623487204131851;"R$ 0,00";0;0;"R$ 3.858,32";99;99;"R$ 3.830,39";98;98;"R$ 0,00";0;"R$ 4.093,80";102;102;"R$ 3.942,46";101;2026-05-20-2026-05-20;6569;0.00%;1;"R$ 548,99";"R$ 3.970,39";0;6;"R$ 63,90";1;4.65%;696038
amaribicalho;Lv. 0;6991196027937326085;"R$ 2.739,08";46;47;"R$ 3.027,72";53;54;"R$ 288,64";7;7;"R$ 3.198,30";49;"R$ 3.904,98";58;64;"R$ 517,12";9;2026-05-20-2026-05-20;5068;13.35%;12689;"R$ 430,90";"R$ 3.715,42";1;4;"R$ 0,00";0;5.80%;15030
empoderyas;Lv. 0;6814645518830388229;"R$ 1.811,87";17;17;"R$ 3.145,96";38;38;"R$ 1.334,09";21;21;"R$ 1.811,87";17;"R$ 3.477,35";42;43;"R$ 1.614,60";25;2026-05-20-2026-05-20;28703;7.49%;14011;"R$ 346,78";"R$ 3.426,47";2;21;"R$ 276,58";3;3.97%;59529
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 502,29";4;4;"R$ 2.448,81";21;22;"R$ 1.946,52";17;18;"R$ 572,04";5;"R$ 3.668,80";29;30;"R$ 2.836,61";24;2026-05-20-2026-05-20;4875;16.01%;1462;"R$ 329,61";"R$ 3.408,65";2;9;"R$ 0,00";0;5.58%;68983
morganafuchter;Lv. 0;6813070438303548421;"R$ 361,06";12;13;"R$ 2.575,28";60;61;"R$ 2.214,22";48;48;"R$ 361,06";12;"R$ 3.522,14";63;64;"R$ 3.036,77";51;2026-05-20-2026-05-20;38868;4.66%;3177;"R$ 298,90";"R$ 3.397,83";4;9;"R$ 1.047,31";24;7.98%;245396
nathesteta;Lv. 0;6813395814204425222;"R$ 719,75";5;5;"R$ 2.989,94";40;41;"R$ 2.270,19";35;36;"R$ 719,75";5;"R$ 3.234,50";47;48;"R$ 2.671,39";42;2026-05-20-2026-05-20;19947;7.28%;1072;"R$ 253,44";"R$ 3.391,14";2;7;"R$ 457,60";2;2.14%;128373
paulabrigo;Lv. 0;6754367042377892869;"R$ 1.473,30";12;12;"R$ 2.705,64";32;33;"R$ 1.232,34";20;21;"R$ 1.473,30";12;"R$ 3.281,33";39;40;"R$ 1.855,37";27;2026-05-20-2026-05-20;17690;23.76%;2727;"R$ 291,65";"R$ 3.328,67";2;7;"R$ 438,81";8;3.37%;77643
