author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
bandeira7616;Lv. 5;7452082627856794630;"R$ 15.948,89";57;96;"R$ 17.291,41";59;113;"R$ 1.342,52";2;17;"R$ 18.100,90";64;"R$ 20.200,11";66;122;"R$ 1.342,52";2;2026-05-25-2026-05-25;5443;26.69%;24491;"R$ 1.692,42";"R$ 19.443,42";2;4;"R$ 0,00";0;7.29%;4361
byadrianams;Lv. 5;7516288332260951046;"R$ 12.073,38";87;92;"R$ 14.552,96";120;125;"R$ 2.479,58";33;33;"R$ 13.373,71";96;"R$ 16.411,88";131;136;"R$ 2.605,93";35;2026-05-25-2026-05-25;14157;32.88%;10807;"R$ 1.558,55";"R$ 15.979,64";1;7;"R$ 11.321,57";85;4.89%;34621
planosdaka;Lv. 5;7277304865007682566;"R$ 11.265,51";80;82;"R$ 11.265,51";80;82;"R$ 0,00";0;0;"R$ 12.556,53";89;"R$ 13.764,35";89;91;"R$ 0,00";0;2026-05-25-2026-05-25;11393;60.01%;7115;"R$ 1.147,35";"R$ 12.556,53";2;0;"R$ 0,00";0;11.95%;1063
luanna.gomide;Lv. 4;6807131825984996357;"R$ 8.492,27";87;88;"R$ 8.492,27";87;88;"R$ 0,00";0;0;"R$ 9.339,60";95;"R$ 9.906,81";96;97;"R$ 179,99";1;2026-05-25-2026-05-25;5909;24.31%;23481;"R$ 884,76";"R$ 9.519,59";5;0;"R$ 0,00";0;5.52%;1214
_marigil;Lv. 5;6812034214969426949;"R$ 0,00";0;0;"R$ 5.762,10";57;59;"R$ 5.762,10";57;59;"R$ 224,90";1;"R$ 8.247,89";74;76;"R$ 7.952,70";73;2026-05-25-2026-05-25;22795;0.00%;0;"R$ 656,31";"R$ 8.177,60";0;4;"R$ 1.850,39";21;5.97%;314632
elenaratrindade;Lv. 5;6532062669149618177;"R$ 1.941,15";18;21;"R$ 5.125,59";49;52;"R$ 3.052,89";30;30;"R$ 2.726,75";24;"R$ 7.250,23";66;72;"R$ 4.250,74";41;2026-05-25-2026-05-25;30314;26.55%;11131;"R$ 612,03";"R$ 7.109,04";3;4;"R$ 0,00";0;7.75%;40799
luanageneralii;Lv. 4;6813149653313799173;"R$ 6.133,48";39;39;"R$ 6.199,37";40;40;"R$ 65,89";1;1;"R$ 6.619,68";42;"R$ 7.166,45";43;43;"R$ 65,89";1;2026-05-25-2026-05-25;3338;31.00%;3535;"R$ 964,70";"R$ 6.685,57";1;19;"R$ 65,89";1;5.59%;10912
juhindicaa;Lv. 5;6809368191572984837;"R$ 5.315,45";50;51;"R$ 5.625,73";54;55;"R$ 310,28";4;4;"R$ 5.882,72";55;"R$ 6.801,42";62;63;"R$ 499,23";7;2026-05-25-2026-05-25;7711;36.49%;9822;"R$ 619,39";"R$ 6.381,95";1;0;"R$ 0,00";0;5.20%;9578
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 5.001,83";112;119;"R$ 5.001,83";112;119;"R$ 88,50";1;"R$ 5.744,30";126;133;"R$ 5.863,99";125;2026-05-25-2026-05-25;134754;0.00%;0;"R$ 438,83";"R$ 5.952,49";0;9;"R$ 88,50";1;3.29%;247471
belaechic;Lv. 4;6808183359027741701;"R$ 4.423,71";47;50;"R$ 4.641,32";56;59;"R$ 217,61";9;9;"R$ 4.562,89";49;"R$ 5.210,53";61;64;"R$ 308,70";12;2026-05-25-2026-05-25;67248;38.45%;16188;"R$ 431,09";"R$ 4.871,59";4;0;"R$ 0,00";0;2.77%;72359
