author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
bdgroupshop;Lv. 0;7477153061481694214;"R$ 27.058,76";68;68;"R$ 27.058,76";68;68;"R$ 0,00";0;0;"R$ 28.768,33";74;"R$ 29.620,91";75;76;"R$ 126,40";1;2026-05-05-2026-05-05;5131;19.29%;23351;"R$ 2.624,71";"R$ 28.894,73";2;2;"R$ 86,83";1;4.38%;2395
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 19.551,12";534;544;"R$ 19.551,12";534;544;"R$ 0,00";0;"R$ 19.451,29";557;567;"R$ 20.334,48";556;2026-05-05-2026-05-05;121270;0.00%;0;"R$ 1.260,32";"R$ 20.525,48";0;5;"R$ 0,00";0;2.92%;1351302
walker.edu;Lv. 0;6778287145146582021;"R$ 12.542,80";136;137;"R$ 13.120,83";142;143;"R$ 578,03";6;6;"R$ 14.158,50";155;"R$ 16.155,19";166;169;"R$ 1.199,84";11;2026-05-05-2026-05-05;5441;15.84%;15291;"R$ 1.625,26";"R$ 15.358,34";2;10;"R$ 0,00";0;5.93%;16351
ingridsevilha_;Lv. 0;6819753106247992325;"R$ 8.338,92";57;57;"R$ 12.164,35";84;84;"R$ 3.825,43";27;27;"R$ 9.732,76";69;"R$ 15.652,33";103;103;"R$ 4.786,81";34;2026-05-05-2026-05-05;4755;51.46%;5029;"R$ 1.246,23";"R$ 14.519,57";4;11;"R$ 0,00";0;3.46%;294226
kahrouul;Lv. 0;6812048966706185222;"R$ 12.352,31";31;31;"R$ 12.891,34";40;40;"R$ 539,03";9;9;"R$ 13.406,82";33;"R$ 14.324,64";43;43;"R$ 627,36";10;2026-05-05-2026-05-05;20337;9.93%;25504;"R$ 1.182,13";"R$ 14.034,18";7;6;"R$ 0,00";0;6.14%;9332
_marigil;Lv. 0;6812034214969426949;"R$ 72,59";1;1;"R$ 6.229,13";75;77;"R$ 6.118,59";73;75;"R$ 329,59";3;"R$ 12.338,89";125;129;"R$ 11.301,43";120;2026-05-05-2026-05-05;20465;0.00%;0;"R$ 1.119,78";"R$ 11.678,87";0;8;"R$ 1.752,86";28;7.55%;280820
fb_recomenda;Lv. 0;7193061118905435142;"R$ 9.070,58";24;25;"R$ 9.580,71";33;34;"R$ 510,13";9;9;"R$ 9.915,86";26;"R$ 12.247,61";33;34;"R$ 704,24";7;2026-05-05-2026-05-05;31617;19.46%;7785;"R$ 1.061,64";"R$ 10.620,10";1;0;"R$ 0,00";0;9.57%;7568
planosdaka;Lv. 0;7277304865007682566;"R$ 8.565,91";56;57;"R$ 8.565,91";56;57;"R$ 0,00";0;0;"R$ 10.370,13";100;"R$ 11.131,78";102;106;"R$ 53,92";2;2026-05-05-2026-05-05;10595;50.10%;6657;"R$ 858,91";"R$ 10.424,05";1;0;"R$ 0,00";0;7.41%;1404
bandeira7616;Lv. 0;7452082627856794630;"R$ 8.663,94";24;54;"R$ 8.737,53";25;55;"R$ 73,59";1;1;"R$ 9.489,21";27;"R$ 10.375,34";28;65;"R$ 73,59";1;2026-05-05-2026-05-05;3733;23.15%;7218;"R$ 886,83";"R$ 9.562,80";2;8;"R$ 0,00";0;4.72%;2142
eu.julioindica;Lv. 0;190350162744147968;"R$ 6.965,79";97;97;"R$ 7.730,27";114;119;"R$ 764,48";17;22;"R$ 7.286,36";101;"R$ 8.326,83";119;127;"R$ 806,11";18;2026-05-05-2026-05-05;16553;15.06%;14540;"R$ 954,54";"R$ 8.092,47";2;5;"R$ 0,00";0;2.56%;12839
byadrianams;Lv. 0;7516288332260951046;"R$ 695,70";5;5;"R$ 5.425,78";97;99;"R$ 4.730,08";92;94;"R$ 1.657,64";12;"R$ 7.545,57";123;125;"R$ 6.024,44";111;2026-05-05-2026-05-05;13280;183.33%;6;"R$ 939,99";"R$ 7.682,08";0;8;"R$ 0,00";0;3.33%;85607
elenaratrindade;Lv. 0;6532062669149618177;"R$ 4.520,49";37;37;"R$ 6.305,25";55;55;"R$ 1.784,76";18;18;"R$ 5.071,11";42;"R$ 7.696,33";67;67;"R$ 2.202,46";24;2026-05-05-2026-05-05;28799;27.06%;17508;"R$ 573,36";"R$ 7.405,53";2;2;"R$ 0,00";0;7.49%;31836
samara_1580;Lv. 0;7225327765163492358;"R$ 6.189,37";94;94;"R$ 6.397,51";97;97;"R$ 208,14";3;3;"R$ 6.443,49";97;"R$ 6.748,10";100;100;"R$ 208,14";3;2026-05-05-2026-05-05;43286;34.78%;8609;"R$ 604,85";"R$ 6.651,63";1;5;"R$ 0,00";0;7.21%;7074
carlaf.bitencourt;Lv. 0;7203798203405108230;"R$ 5.749,27";83;83;"R$ 5.940,65";86;86;"R$ 191,38";3;3;"R$ 5.826,32";84;"R$ 6.302,39";87;87;"R$ 191,38";3;2026-05-05-2026-05-05;21376;24.27%;17166;"R$ 458,55";"R$ 6.017,70";4;0;"R$ 0,00";0;5.31%;6781
exitus.shop;Lv. 0;7465784835714614278;"R$ 3.915,78";53;54;"R$ 4.288,65";57;59;"R$ 372,87";4;5;"R$ 5.027,78";69;"R$ 6.264,99";77;82;"R$ 921,30";8;2026-05-05-2026-05-05;28247;13.56%;7152;"R$ 838,09";"R$ 5.949,08";1;2;"R$ 102,61";2;7.62%;3726
jokimura;Lv. 0;7065151738303267845;"R$ 3.802,15";63;64;"R$ 4.833,04";81;82;"R$ 979,59";17;17;"R$ 4.151,16";69;"R$ 5.705,66";91;92;"R$ 1.235,44";21;2026-05-05-2026-05-05;15184;8.47%;19563;"R$ 554,37";"R$ 5.437,90";2;4;"R$ 0,00";0;5.26%;10390
