author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
empoderyas;Lv. 0;6814645518830388229;"R$ 30.913,67";297;301;"R$ 31.781,52";308;312;"R$ 867,85";11;11;"R$ 32.166,15";310;"R$ 34.567,89";324;328;"R$ 1.067,17";14;2026-05-11-2026-05-11;28248;10.70%;103551;"R$ 3.142,92";"R$ 33.233,32";4;20;"R$ 182,51";2;4.18%;35687
mairaog;Lv. 0;6789280832538215430;"R$ 2.522,34";19;19;"R$ 25.478,21";740;814;"R$ 22.955,87";721;795;"R$ 2.743,58";21;"R$ 27.187,50";788;868;"R$ 24.601,94";767;2026-05-11-2026-05-11;7346;17.65%;7044;"R$ 1.766,89";"R$ 27.345,52";2;3;"R$ 0,00";0;2.45%;874852
byadrianams;Lv. 0;7516288332260951046;"R$ 9.239,36";57;62;"R$ 19.226,28";200;206;"R$ 9.986,92";143;144;"R$ 11.086,55";73;"R$ 22.904,48";241;247;"R$ 12.276,16";168;2026-05-11-2026-05-11;13670;15.60%;7986;"R$ 2.426,24";"R$ 23.362,71";1;4;"R$ 0,00";0;4.15%;178666
bandeira7616;Lv. 0;7452082627856794630;"R$ 18.357,55";67;74;"R$ 18.357,55";67;74;"R$ 0,00";0;0;"R$ 19.732,53";72;"R$ 18.123,69";72;79;"R$ 0,00";0;2026-05-11-2026-05-11;4100;22.14%;15535;"R$ 1.581,99";"R$ 19.732,53";2;1;"R$ 0,00";0;5.11%;2055
juhindicaa;Lv. 0;6809368191572984837;"R$ 14.375,99";126;129;"R$ 14.498,93";130;133;"R$ 122,94";4;4;"R$ 15.936,40";140;"R$ 16.931,99";145;148;"R$ 138,84";5;2026-05-11-2026-05-11;6809;18.76%;25738;"R$ 1.188,87";"R$ 16.075,24";1;0;"R$ 0,00";0;2.44%;7040
_marigil;Lv. 0;6812034214969426949;"R$ 4.224,13";39;39;"R$ 9.118,74";91;92;"R$ 4.590,04";50;51;"R$ 5.766,66";51;"R$ 14.237,64";139;140;"R$ 7.731,30";86;2026-05-11-2026-05-11;21002;17.47%;7228;"R$ 1.222,37";"R$ 13.802,53";1;5;"R$ 1.475,22";19;6.49%;252023
elenaratrindade;Lv. 0;6532062669149618177;"R$ 6.746,15";50;50;"R$ 9.790,28";78;78;"R$ 3.044,13";28;28;"R$ 7.162,17";53;"R$ 12.574,97";97;98;"R$ 4.318,00";39;2026-05-11-2026-05-11;29134;17.36%;19009;"R$ 1.138,56";"R$ 12.013,02";3;0;"R$ 0,00";0;8.54%;33852
mari.belezareal;Lv. 0;7486614588432499717;"R$ 0,00";0;0;"R$ 10.524,01";265;266;"R$ 10.524,01";265;266;"R$ 0,00";0;"R$ 10.319,28";278;280;"R$ 11.079,40";278;2026-05-11-2026-05-11;126460;0.00%;0;"R$ 713,28";"R$ 11.079,40";0;5;"R$ 0,00";0;1.99%;855864
kahrouul;Lv. 0;6812048966706185222;"R$ 7.947,68";16;16;"R$ 8.481,60";24;24;"R$ 533,92";8;8;"R$ 9.548,48";19;"R$ 9.352,07";28;28;"R$ 565,86";9;2026-05-11-2026-05-11;20522;11.87%;10231;"R$ 660,60";"R$ 10.114,34";5;7;"R$ 0,00";0;4.96%;10161
abner_mrios;Lv. 0;6812245507281585158;"R$ 8.555,61";83;110;"R$ 8.585,74";84;111;"R$ 30,13";1;1;"R$ 9.658,97";89;"R$ 10.624,36";91;125;"R$ 47,12";2;2026-05-11-2026-05-11;3635;37.41%;12988;"R$ 518,48";"R$ 9.706,09";2;2;"R$ 0,00";0;4.38%;4456
