author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
abner_mrios;Lv. 0;6812245507281585158;"R$ 33.290,29";235;322;"R$ 33.290,29";235;322;"R$ 0,00";0;0;"R$ 36.326,17";256;"R$ 39.698,51";256;351;"R$ 0,00";0;2026-05-17-2026-05-17;4149;31.15%;33719;"R$ 1.380,53";"R$ 36.326,17";4;2;"R$ 0,00";0;1.31%;73541
juhindicaa;Lv. 0;6809368191572984837;"R$ 21.509,52";198;203;"R$ 21.755,29";202;208;"R$ 245,77";4;5;"R$ 24.023,21";221;"R$ 27.196,58";243;250;"R$ 245,77";4;2026-05-17-2026-05-17;7273;40.43%;28854;"R$ 2.503,52";"R$ 25.587,26";2;0;"R$ 0,00";0;5.18%;10859
marcelafranciscato;Lv. 0;6822687419646215174;"R$ 21.618,08";137;137;"R$ 23.328,18";152;152;"R$ 1.710,10";15;15;"R$ 23.075,89";146;"R$ 26.862,48";163;163;"R$ 1.947,26";17;2026-05-17-2026-05-17;10026;17.59%;21063;"R$ 2.404,39";"R$ 25.023,15";3;6;"R$ 0,00";0;10.06%;18018
_marigil;Lv. 0;6812034214969426949;"R$ 7.456,50";66;67;"R$ 14.250,90";148;152;"R$ 6.794,40";82;85;"R$ 9.055,84";81;"R$ 19.434,98";190;195;"R$ 10.133,62";109;2026-05-17-2026-05-17;21521;23.46%;7260;"R$ 1.800,48";"R$ 19.189,46";1;19;"R$ 2.199,47";38;5.61%;381882
planosdaka;Lv. 0;7277304865007682566;"R$ 12.548,17";86;89;"R$ 12.548,17";86;89;"R$ 0,00";0;0;"R$ 13.286,01";95;"R$ 14.154,71";100;103;"R$ 145,56";5;2026-05-17-2026-05-17;11108;53.47%;6695;"R$ 1.294,27";"R$ 13.431,57";1;0;"R$ 0,00";0;7.38%;4065
prifelipe.oficial;Lv. 0;7552538105918653496;"R$ 12.781,08";83;86;"R$ 12.781,08";83;86;"R$ 0,00";0;0;"R$ 13.210,57";86;"R$ 14.231,10";86;89;"R$ 0,00";0;2026-05-17-2026-05-17;10458;8.84%;30002;"R$ 1.280,71";"R$ 13.210,57";3;1;"R$ 0,00";0;10.17%;6232
elenaratrindade;Lv. 0;6532062669149618177;"R$ 8.028,67";68;68;"R$ 10.620,27";95;95;"R$ 2.591,60";27;27;"R$ 8.599,65";73;"R$ 12.445,42";110;110;"R$ 3.144,89";34;2026-05-17-2026-05-17;29637;25.23%;29389;"R$ 819,26";"R$ 12.031,69";5;3;"R$ 0,00";0;8.12%;43043
heeycamiss;Lv. 0;7014645431012639750;"R$ 11.405,43";179;181;"R$ 11.551,15";181;183;"R$ 145,72";2;2;"R$ 11.836,11";186;"R$ 13.168,02";189;191;"R$ 160,51";3;2026-05-17-2026-05-17;5577;29.59%;15973;"R$ 1.596,25";"R$ 11.996,62";1;4;"R$ 0,00";0;4.75%;3580
eu.julioindica;Lv. 0;190350162744147968;"R$ 10.142,53";135;138;"R$ 11.422,26";165;172;"R$ 1.279,73";30;34;"R$ 10.501,83";140;"R$ 12.707,59";171;178;"R$ 1.294,17";31;2026-05-17-2026-05-17;17009;10.29%;34982;"R$ 1.086,80";"R$ 11.796,00";1;0;"R$ 0,00";0;2.11%;77462
rafaella.samara;Lv. 0;7325890451452740614;"R$ 10.011,14";92;92;"R$ 10.126,73";94;94;"R$ 48,99";1;1;"R$ 11.253,78";101;"R$ 11.681,45";104;104;"R$ 163,39";2;2026-05-17-2026-05-17;5020;31.18%;19406;"R$ 1.262,18";"R$ 11.483,77";2;0;"R$ 0,00";0;5.09%;7844
byluizdanyell;Lv. 0;6592688737821392901;"R$ 6.305,53";70;70;"R$ 8.077,79";95;95;"R$ 1.772,26";25;25;"R$ 6.743,15";76;"R$ 9.075,03";104;104;"R$ 1.885,42";28;2026-05-17-2026-05-17;120221;35.74%;16549;"R$ 783,32";"R$ 8.628,57";2;12;"R$ 0,00";0;5.32%;82715
