author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
byluizdanyell;Lv. 5;6592688737821392901;"R$ 19.034,53";75;77;"R$ 22.494,55";100;102;"R$ 3.460,02";25;25;"R$ 21.302,81";84;"R$ 27.412,21";113;115;"R$ 3.840,84";29;2026-07-01-2026-07-01;121266;24.12%;20374;"R$ 2.234,86";"R$ 25.143,65";2;16;"R$ 0,00";0;6.95%;79670
laizmacaneiro;Lv. 6;6787028951971316742;"R$ 117,59";3;3;"R$ 17.686,95";373;375;"R$ 17.569,36";370;372;"R$ 154,23";4;"R$ 21.976,20";433;435;"R$ 21.656,97";429;2026-07-01-2026-07-01;270794;0.00%;0;"R$ 1.764,97";"R$ 21.811,20";0;25;"R$ 0,00";0;6.10%;619127
planosdaka;Lv. 5;7277304865007682566;"R$ 17.074,32";112;114;"R$ 17.103,99";113;115;"R$ 29,67";1;1;"R$ 18.428,73";123;"R$ 20.401,71";124;126;"R$ 29,67";1;2026-07-01-2026-07-01;12615;66.29%;7774;"R$ 1.695,35";"R$ 18.458,40";2;0;"R$ 0,00";0;4.58%;765
luanna.gomide;Lv. 4;6807131825984996357;"R$ 14.776,64";103;103;"R$ 14.776,64";103;103;"R$ 0,00";0;0;"R$ 16.393,05";114;"R$ 17.787,79";114;114;"R$ 0,00";0;2026-07-01-2026-07-01;7533;15.67%;31969;"R$ 1.591,92";"R$ 16.393,05";4;0;"R$ 0,00";0;5.50%;1872
realmente_thais;Lv. 5;6830838183241532422;"R$ 13.824,25";34;34;"R$ 14.540,80";47;48;"R$ 716,55";13;14;"R$ 15.434,90";38;"R$ 17.308,79";52;53;"R$ 769,45";14;2026-07-01-2026-07-01;14061;13.40%;21526;"R$ 1.156,99";"R$ 16.204,35";3;0;"R$ 0,00";0;12.67%;6194
empoderyas;Lv. 5;6814645518830388229;"R$ 10.360,36";62;64;"R$ 11.977,61";80;83;"R$ 1.617,25";18;19;"R$ 10.411,94";62;"R$ 13.329,26";89;91;"R$ 2.509,15";27;2026-07-01-2026-07-01;32546;7.93%;47178;"R$ 777,23";"R$ 12.921,09";4;21;"R$ 218,75";2;4.53%;120759
endryu.daniel;Lv. 4;6790144905530524678;"R$ 12.292,34";247;298;"R$ 12.292,34";247;298;"R$ 0,00";0;0;"R$ 12.507,30";250;"R$ 12.276,87";250;303;"R$ 0,00";0;2026-07-01-2026-07-01;2866;26.68%;9287;"R$ 939,39";"R$ 12.507,30";1;0;"R$ 0,00";0;6.16%;211
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 10.408,82";205;216;"R$ 10.408,82";205;216;"R$ 0,00";0;"R$ 11.220,88";227;237;"R$ 11.413,61";227;2026-07-01-2026-07-01;160392;0.00%;0;"R$ 1.072,36";"R$ 11.413,61";0;2;"R$ 0,00";0;4.86%;377367
marcelafranciscato;Lv. 5;6822687419646215174;"R$ 8.470,01";60;60;"R$ 8.597,88";61;61;"R$ 127,87";1;1;"R$ 8.751,28";62;"R$ 9.959,30";64;64;"R$ 298,78";2;2026-07-01-2026-07-01;11202;24.04%;9187;"R$ 1.014,81";"R$ 9.050,06";7;5;"R$ 0,00";0;8.82%;10478
_marigil;Lv. 5;6812034214969426949;"R$ 587,56";5;5;"R$ 4.681,30";50;51;"R$ 4.053,13";44;45;"R$ 627,49";6;"R$ 8.407,72";91;96;"R$ 7.436,50";84;2026-07-01-2026-07-01;25568;7.56%;3544;"R$ 841,85";"R$ 8.104,60";1;2;"R$ 666,94";6;7.41%;178650
exitus.shop;Lv. 5;7465784835714614278;"R$ 6.181,80";55;57;"R$ 6.330,56";56;58;"R$ 148,76";1;1;"R$ 7.694,69";70;"R$ 8.379,25";71;73;"R$ 148,76";1;2026-07-01-2026-07-01;30080;9.54%;10609;"R$ 1.094,73";"R$ 7.843,45";4;9;"R$ 0,00";0;0.40%;29027
elenaratrindade;Lv. 5;6532062669149618177;"R$ 4.063,16";34;34;"R$ 5.915,53";49;49;"R$ 1.852,37";15;15;"R$ 5.010,14";40;"R$ 8.118,73";61;61;"R$ 2.387,31";20;2026-07-01-2026-07-01;33630;18.41%;16966;"R$ 702,49";"R$ 7.500,84";5;1;"R$ 0,00";0;10.60%;23938
carlaf.bitencourt;Lv. 4;7203798203405108230;"R$ 5.949,30";100;100;"R$ 6.737,28";111;111;"R$ 370,32";5;5;"R$ 6.279,98";106;"R$ 7.233,15";119;119;"R$ 506,70";7;2026-07-01-2026-07-01;23753;28.28%;14468;"R$ 537,76";"R$ 7.204,34";3;11;"R$ 0,00";0;6.78%;11290
mairaog;Lv. 4;6789280832538215430;"R$ 5.267,86";36;36;"R$ 5.886,08";55;55;"R$ 618,22";19;19;"R$ 5.940,36";41;"R$ 7.387,23";64;64;"R$ 977,13";23;2026-07-01-2026-07-01;9593;20.74%;6572;"R$ 724,32";"R$ 6.917,49";2;6;"R$ 0,00";0;4.67%;30960
laerte.surfly;Lv. 4;7611650967038133255;"R$ 5.935,71";80;82;"R$ 6.009,70";81;83;"R$ 73,99";1;1;"R$ 6.744,96";89;"R$ 7.087,09";91;96;"R$ 147,98";2;2026-07-01-2026-07-01;34421;12.46%;17992;"R$ 537,91";"R$ 6.892,94";5;3;"R$ 0,00";0;4.54%;3853
prifelipe.oficial;Lv. 4;7552538105918653496;"R$ 5.938,76";40;40;"R$ 6.327,82";47;47;"R$ 273,31";5;5;"R$ 6.266,48";42;"R$ 7.336,63";51;51;"R$ 273,31";5;2026-07-01-2026-07-01;15648;6.90%;18326;"R$ 648,15";"R$ 6.748,21";4;3;"R$ 130,67";1;5.79%;10466
jotamatiotti;Lv. 5;6973353133683426309;"R$ 5.963,95";11;11;"R$ 6.020,58";12;12;"R$ 56,63";1;1;"R$ 6.517,15";12;"R$ 6.580,50";13;13;"R$ 56,63";1;2026-07-01-2026-07-01;22982;15.94%;9229;"R$ 581,65";"R$ 6.573,78";4;5;"R$ 0,00";0;5.87%;3032
elisdlpereira;Lv. 4;7566023901030827064;"R$ 4.938,13";11;11;"R$ 4.938,13";11;11;"R$ 0,00";0;0;"R$ 6.068,73";14;"R$ 5.788,29";14;14;"R$ 0,00";0;2026-07-01-2026-07-01;3831;10.94%;7495;"R$ 385,42";"R$ 6.068,73";3;1;"R$ 0,00";0;2.39%;877
