author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
laizmacaneiro;Lv. 6;6787028951971316742;"R$ 0,00";0;0;"R$ 12.247,71";209;210;"R$ 12.247,71";209;210;"R$ 0,00";0;"R$ 17.917,03";283;287;"R$ 17.128,57";283;2026-07-26-2026-07-26;276196;0.00%;0;"R$ 1.443,08";"R$ 17.128,57";0;22;"R$ 0,00";0;6.63%;450780
exitus.shop;Lv. 5;7465784835714614278;"R$ 13.129,89";105;105;"R$ 13.417,45";107;107;"R$ 287,56";2;2;"R$ 14.294,82";116;"R$ 15.504,69";118;118;"R$ 287,56";2;2026-07-26-2026-07-26;30937;17.47%;14143;"R$ 1.910,04";"R$ 14.582,38";2;2;"R$ 0,00";0;0.37%;22996
bdgroupshop;Lv. 5;7477153061481694214;"R$ 11.296,46";25;26;"R$ 12.435,79";26;27;"R$ 1.139,33";1;1;"R$ 12.654,38";28;"R$ 13.442,24";31;32;"R$ 1.139,33";1;2026-07-26-2026-07-26;6541;10.05%;16589;"R$ 830,11";"R$ 13.876,24";1;2;"R$ 518,82";4;5.26%;1388
_marigil;Lv. 5;6812034214969426949;"R$ 0,00";0;0;"R$ 8.287,25";127;129;"R$ 8.287,25";127;129;"R$ 0,00";0;"R$ 11.686,61";153;162;"R$ 11.012,96";153;2026-07-26-2026-07-26;27847;0.00%;3;"R$ 974,03";"R$ 11.012,96";0;10;"R$ 1.817,09";14;5.77%;324493
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 9.268,09";232;237;"R$ 9.268,09";232;237;"R$ 0,00";0;"R$ 10.583,10";250;255;"R$ 9.750,53";250;2026-07-26-2026-07-26;175371;0.00%;0;"R$ 882,13";"R$ 9.750,53";0;9;"R$ 0,00";0;2.31%;647969
planosdaka;Lv. 5;7277304865007682566;"R$ 7.223,90";66;66;"R$ 7.223,90";66;66;"R$ 0,00";0;0;"R$ 8.157,30";77;"R$ 8.820,21";77;77;"R$ 0,00";0;2026-07-26-2026-07-26;13478;50.91%;5720;"R$ 661,37";"R$ 8.157,30";1;0;"R$ 0,00";0;6.67%;435
jokimura;Lv. 5;7065151738303267845;"R$ 7.095,59";62;62;"R$ 7.161,58";63;63;"R$ 65,99";1;1;"R$ 7.654,76";67;"R$ 8.623,72";71;71;"R$ 357,94";3;2026-07-26-2026-07-26;22112;25.95%;22133;"R$ 780,13";"R$ 8.039,60";1;4;"R$ 0,00";0;6.97%;9315
viral.que.vende;Lv. 4;7173873428784677894;"R$ 7.270,67";121;122;"R$ 7.592,34";126;127;"R$ 321,67";5;5;"R$ 7.449,72";124;"R$ 8.100,08";132;133;"R$ 321,67";5;2026-07-26-2026-07-26;9636;24.77%;8756;"R$ 760,81";"R$ 7.936,03";1;0;"R$ 0,00";0;8.18%;5511
i.asdicas;Lv. 5;7246645538383381509;"R$ 7.070,02";54;54;"R$ 7.070,02";54;54;"R$ 0,00";0;0;"R$ 7.204,52";55;"R$ 7.642,50";55;55;"R$ 0,00";0;2026-07-26-2026-07-26;8433;2.73%;117130;"R$ 715,17";"R$ 7.204,52";20;0;"R$ 0,00";0;4.30%;2510
geisivibes;Lv. 4;7550508564374569989;"R$ 0,00";0;0;"R$ 5.124,67";116;118;"R$ 5.124,67";116;118;"R$ 0,00";0;"R$ 6.256,52";128;130;"R$ 5.854,96";128;2026-07-26-2026-07-26;16685;0.00%;0;"R$ 437,05";"R$ 5.854,96";0;9;"R$ 0,00";0;2.66%;260128
