author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
dicasdamay62;Lv. 5;7597815478207693832;"R$ 22.029,83";305;308;"R$ 23.963,06";332;335;"R$ 1.933,23";27;27;"R$ 22.329,61";309;"R$ 23.959,12";340;343;"R$ 2.154,36";31;2026-07-14-2026-07-14;15345;27.14%;43641;"R$ 2.511,94";"R$ 24.483,97";3;3;"R$ 0,00";0;6.50%;22464
bdgroupshop;Lv. 4;7477153061481694214;"R$ 17.838,46";24;24;"R$ 17.838,46";24;24;"R$ 0,00";0;0;"R$ 18.927,07";26;"R$ 19.299,05";26;26;"R$ 0,00";0;2026-07-14-2026-07-14;6279;9.85%;31487;"R$ 1.334,38";"R$ 18.927,07";3;1;"R$ 0,00";0;4.22%;806
laizmacaneiro;Lv. 6;6787028951971316742;"R$ 54,16";1;1;"R$ 14.381,28";236;238;"R$ 14.327,12";235;237;"R$ 54,16";1;"R$ 19.214,53";299;301;"R$ 18.498,62";297;2026-07-14-2026-07-14;273754;0.00%;0;"R$ 1.501,45";"R$ 18.581,08";0;26;"R$ 0,00";0;5.57%;449361
exitus.shop;Lv. 5;7465784835714614278;"R$ 15.207,80";155;167;"R$ 15.207,80";155;167;"R$ 0,00";0;0;"R$ 16.596,19";171;"R$ 17.976,94";172;184;"R$ 185,24";1;2026-07-14-2026-07-14;30545;15.51%;19618;"R$ 2.298,96";"R$ 16.781,43";4;6;"R$ 354,30";3;0.99%;8830
bandeira7616;Lv. 5;7452082627856794630;"R$ 11.903,08";39;61;"R$ 12.699,18";42;66;"R$ 796,10";3;5;"R$ 12.505,95";40;"R$ 13.039,42";45;73;"R$ 879,29";4;2026-07-14-2026-07-14;8256;21.86%;16038;"R$ 1.296,43";"R$ 13.465,24";2;2;"R$ 0,00";0;5.17%;9484
nai.lenhardt;Lv. 4;7005969763944875014;"R$ 11.013,72";77;77;"R$ 11.627,16";85;85;"R$ 613,44";8;8;"R$ 11.727,28";82;"R$ 13.566,59";91;91;"R$ 592,45";8;2026-07-14-2026-07-14;11738;29.38%;17528;"R$ 637,91";"R$ 12.435,23";2;7;"R$ 0,00";0;3.68%;13343
paulabrigo;Lv. 4;6754367042377892869;"R$ 9.537,76";91;91;"R$ 10.424,72";107;107;"R$ 886,96";16;16;"R$ 10.255,10";99;"R$ 12.466,82";119;119;"R$ 1.252,78";20;2026-07-14-2026-07-14;20362;21.36%;13291;"R$ 990,88";"R$ 11.507,88";1;4;"R$ 38,00";1;5.03%;27488
_marigil;Lv. 5;6812034214969426949;"R$ 0,00";0;0;"R$ 5.945,01";164;173;"R$ 5.945,01";164;173;"R$ 42,22";1;"R$ 10.483,07";226;237;"R$ 9.129,00";225;2026-07-14-2026-07-14;26538;0.00%;0;"R$ 977,55";"R$ 9.171,22";0;1;"R$ 186,47";4;6.08%;720157
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 7.861,01";200;201;"R$ 7.861,01";200;201;"R$ 0,00";0;"R$ 9.094,29";213;214;"R$ 8.455,40";213;2026-07-14-2026-07-14;167124;0.00%;0;"R$ 743,30";"R$ 8.455,40";0;8;"R$ 0,00";0;2.23%;528299
planosdaka;Lv. 5;7277304865007682566;"R$ 7.948,51";56;56;"R$ 7.980,41";57;57;"R$ 31,90";1;1;"R$ 8.147,50";59;"R$ 9.328,04";61;61;"R$ 31,90";1;2026-07-14-2026-07-14;13038;56.52%;3489;"R$ 719,72";"R$ 8.414,18";1;0;"R$ 0,00";0;8.09%;346
