author_alias;author_ecom_level_id;author_id;cl_flow_con_live_pay_amt;cl_flow_con_live_pay_sku_order_cnt;cl_flow_con_live_pay_sub_order_cnt;cl_flow_con_pay_amt;cl_flow_con_pay_sku_order_cnt;cl_flow_con_pay_sub_order_cnt;cl_flow_con_video_pay_amt;cl_flow_con_video_pay_sku_order_cnt;cl_flow_con_video_pay_sub_order_cnt;cl_live_pay_amt;cl_live_pay_sku_order_cnt;cl_pay_commission_base_amt;cl_pay_sku_order_cnt;cl_pay_sub_order_cnt;cl_video_pay_amt;cl_video_pay_sku_order_cnt;date_range;fans_cnt_td;live_product_ctr;live_watch_cnt;pre_estimated_commission;sum_cl_pay_amt;sum_publish_ec_live_cnt;sum_publish_ec_video_cnt;tap_author_cl_pay_amt;tap_author_cl_pay_sku_order_cnt;video_product_ctr;video_watch_cnt
alexxcreator;Lv. 5;7568983106017248267;"R$ 43.260,51";100;101;"R$ 43.260,51";100;101;"R$ 0,00";0;0;"R$ 45.599,12";105;"R$ 46.984,16";105;106;"R$ 0,00";0;2026-07-21-2026-07-21;3941;33.30%;29632;"R$ 4.212,22";"R$ 45.599,12";4;0;"R$ 0,00";0;5.46%;659
dicasdamay62;Lv. 5;7597815478207693832;"R$ 32.259,50";454;454;"R$ 33.070,02";465;465;"R$ 810,52";11;11;"R$ 32.838,30";462;"R$ 33.429,39";476;476;"R$ 1.093,45";14;2026-07-21-2026-07-21;17007;32.14%;58898;"R$ 3.424,39";"R$ 33.931,75";2;7;"R$ 0,00";0;5.20%;16079
bandeira7616;Lv. 5;7452082627856794630;"R$ 16.681,14";58;105;"R$ 17.369,22";62;109;"R$ 610,09";3;3;"R$ 18.772,96";65;"R$ 18.690,15";69;122;"R$ 610,09";3;2026-07-21-2026-07-21;9053;31.21%;14959;"R$ 1.429,66";"R$ 19.461,04";2;6;"R$ 0,00";0;9.25%;5837
exitus.shop;Lv. 5;7465784835714614278;"R$ 15.774,46";145;163;"R$ 15.934,56";146;164;"R$ 160,10";1;1;"R$ 18.213,23";167;"R$ 19.813,94";169;192;"R$ 201,99";2;2026-07-21-2026-07-21;30871;15.72%;16145;"R$ 2.565,26";"R$ 18.415,22";2;1;"R$ 0,00";0;4.18%;2275
laizmacaneiro;Lv. 6;6787028951971316742;"R$ 63,56";1;1;"R$ 11.656,37";211;213;"R$ 11.532,91";209;211;"R$ 62,39";1;"R$ 16.109,20";273;275;"R$ 15.398,88";271;2026-07-21-2026-07-21;275195;0.00%;0;"R$ 1.262,27";"R$ 15.521,17";0;23;"R$ 0,00";0;5.45%;463729
paulabrigo;Lv. 4;6754367042377892869;"R$ 10.940,29";99;99;"R$ 12.057,74";113;113;"R$ 1.117,45";14;14;"R$ 11.976,29";110;"R$ 14.545,15";128;128;"R$ 1.373,20";18;2026-07-21-2026-07-21;20811;20.69%;20177;"R$ 1.138,87";"R$ 13.349,49";1;12;"R$ 53,00";2;3.91%;25810
jotamatiotti;Lv. 5;6973353133683426309;"R$ 9.948,13";20;20;"R$ 10.070,24";21;21;"R$ 122,11";1;1;"R$ 12.549,11";24;"R$ 12.593,37";26;26;"R$ 182,05";2;2026-07-21-2026-07-21;23275;11.93%;17012;"R$ 1.076,79";"R$ 12.731,16";8;12;"R$ 0,00";0;3.69%;2143
mari.belezareal;Lv. 5;7486614588432499717;"R$ 0,00";0;0;"R$ 11.685,57";328;331;"R$ 11.685,57";328;331;"R$ 0,00";0;"R$ 13.712,40";355;358;"R$ 12.656,53";355;2026-07-21-2026-07-21;171914;0.00%;0;"R$ 1.051,68";"R$ 12.656,53";0;6;"R$ 0,00";0;2.38%;701374
bdgroupshop;Lv. 4;7477153061481694214;"R$ 10.650,11";18;18;"R$ 10.650,11";18;18;"R$ 0,00";0;0;"R$ 10.650,11";18;"R$ 10.499,38";18;18;"R$ 0,00";0;2026-07-21-2026-07-21;6450;14.51%;13587;"R$ 762,49";"R$ 10.650,11";2;3;"R$ 0,00";0;2.84%;1162
_marigil;Lv. 5;6812034214969426949;"R$ 16,33";1;1;"R$ 6.386,22";106;108;"R$ 6.369,89";105;107;"R$ 16,33";1;"R$ 9.966,04";157;161;"R$ 9.450,66";156;2026-07-21-2026-07-21;27309;0.00%;0;"R$ 925,34";"R$ 9.466,99";0;19;"R$ 1.024,74";12;6.85%;277142
marcelafranciscato;Lv. 5;6822687419646215174;"R$ 7.426,76";54;54;"R$ 7.827,29";58;58;"R$ 400,53";4;4;"R$ 7.593,32";55;"R$ 8.697,35";59;59;"R$ 400,53";4;2026-07-21-2026-07-21;12132;24.70%;7636;"R$ 909,53";"R$ 7.993,85";2;0;"R$ 0,00";0;4.92%;10669
planosdaka;Lv. 5;7277304865007682566;"R$ 6.394,62";56;56;"R$ 6.433,92";57;57;"R$ 0,00";0;0;"R$ 7.023,06";70;"R$ 7.819,24";71;71;"R$ 0,00";0;2026-07-21-2026-07-21;13277;61.04%;4417;"R$ 607,13";"R$ 7.062,36";1;0;"R$ 0,00";0;5.23%;784
byadrianams;Lv. 4;7516288332260951046;"R$ 2.697,66";15;15;"R$ 5.988,08";48;48;"R$ 3.267,92";32;32;"R$ 3.698,37";21;"R$ 7.316,31";56;56;"R$ 3.325,90";34;2026-07-21-2026-07-21;15697;34.48%;3860;"R$ 740,00";"R$ 7.046,77";1;5;"R$ 755,48";5;2.56%;51660
elenaratrindade;Lv. 5;6532062669149618177;"R$ 4.919,07";39;39;"R$ 5.908,44";48;48;"R$ 989,37";9;9;"R$ 5.658,35";45;"R$ 7.447,01";57;57;"R$ 1.304,15";12;2026-07-21-2026-07-21;36128;14.31%;18172;"R$ 648,00";"R$ 6.962,50";6;1;"R$ 0,00";0;9.53%;25739
jokimura;Lv. 5;7065151738303267845;"R$ 5.927,49";52;52;"R$ 6.471,06";61;61;"R$ 543,57";9;9;"R$ 5.927,49";52;"R$ 7.579,34";64;64;"R$ 675,55";11;2026-07-21-2026-07-21;21660;30.08%;14889;"R$ 648,70";"R$ 6.857,44";1;5;"R$ 0,00";0;5.15%;11333
luanna.gomide;Lv. 4;6807131825984996357;"R$ 5.416,83";99;99;"R$ 5.416,83";99;99;"R$ 0,00";0;0;"R$ 6.026,23";106;"R$ 6.059,40";107;107;"R$ 97,37";1;2026-07-21-2026-07-21;8029;18.13%;25052;"R$ 435,20";"R$ 6.123,60";5;10;"R$ 97,37";1;5.57%;3429
i.asdicas;Lv. 4;7246645538383381509;"R$ 5.416,00";42;42;"R$ 5.805,05";45;45;"R$ 389,05";3;3;"R$ 5.416,00";42;"R$ 6.271,50";45;45;"R$ 389,05";3;2026-07-21-2026-07-21;7698;3.61%;50109;"R$ 565,62";"R$ 5.805,05";16;0;"R$ 0,00";0;4.92%;2297
carlaf.bitencourt;Lv. 4;7203798203405108230;"R$ 4.102,75";65;67;"R$ 4.900,50";80;82;"R$ 797,75";15;15;"R$ 4.232,58";67;"R$ 5.146,14";84;86;"R$ 908,47";17;2026-07-21-2026-07-21;24425;22.84%;11110;"R$ 441,33";"R$ 5.141,05";3;12;"R$ 0,00";0;8.66%;10706
geisivibes;Lv. 4;7550508564374569989;"R$ 0,00";0;0;"R$ 4.627,07";89;90;"R$ 4.627,07";89;90;"R$ 0,00";0;"R$ 4.916,78";94;95;"R$ 4.785,18";94;2026-07-21-2026-07-21;16473;0.00%;0;"R$ 342,84";"R$ 4.785,18";0;0;"R$ 0,00";0;4.12%;145003
dicassda_ana;Lv. 3;7579733705541223435;"R$ 0,00";0;0;"R$ 4.089,52";110;111;"R$ 4.089,52";110;111;"R$ 0,00";0;"R$ 4.768,67";121;122;"R$ 4.654,46";121;2026-07-21-2026-07-21;4012;0.00%;0;"R$ 239,81";"R$ 4.654,46";0;5;"R$ 0,00";0;3.93%;398631
kahrouul;Lv. 6;6812048966706185222;"R$ 3.403,35";8;8;"R$ 3.962,17";12;13;"R$ 494,02";3;3;"R$ 3.403,35";8;"R$ 4.551,50";15;16;"R$ 1.148,90";6;2026-07-21-2026-07-21;25910;10.00%;4769;"R$ 346,95";"R$ 4.617,05";4;0;"R$ 90,21";1;8.55%;9810
daniloindicaa;Lv. 3;6812086719677006854;"R$ 4.259,65";20;31;"R$ 4.259,65";20;31;"R$ 0,00";0;0;"R$ 4.529,64";21;"R$ 4.820,83";21;32;"R$ 0,00";0;2026-07-21-2026-07-21;4101;10.79%;3660;"R$ 365,69";"R$ 4.529,64";2;8;"R$ 0,00";0;2.52%;1033
nayana.stefany;Lv. 4;6810332006409913349;"R$ 4.144,29";80;80;"R$ 4.229,19";81;81;"R$ 84,90";1;1;"R$ 4.327,27";83;"R$ 4.130,50";85;85;"R$ 168,32";2;2026-07-21-2026-07-21;13856;19.48%;8572;"R$ 727,14";"R$ 4.495,59";3;1;"R$ 0,00";0;4.04%;1286
